COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"ARS,EVE,FUL",4.5,3,3,2.9,6.5,4,3,4.4,3.4,4.5,6,5.6,4,4.4,4.5,63.7,6.37,1.119225923,7.129469129
"ARS,AVL,BHA",5,3.4,5.1,3.8,5,2.4,6,3.3,3.4,6,4,5.4,3.4,2.9,4,63.1,6.31,1.131034082,7.136825059
"ARS,MCI,WBA",4.5,5,6.6,3.2,4.9,4.3,3.3,4.5,5.3,3.3,1.8,3.9,3.3,3.9,4.9,62.7,6.27,1.138419958,7.137893135
"FUL,MCI,WHU",4.6,5.4,4.4,5.4,4.9,3.3,2.8,4,4,3.3,4.5,6,1.8,4.8,2.8,62,6.2,1.15181017,7.141223051
"BHA,LEI,MCI",4.9,3.7,6.5,4.2,2.7,3.2,3.6,4.9,5.3,2.6,2.6,4.8,2.2,4.2,4.3,59.7,5.97,1.198332174,7.154043081
"BUR,EVE,SOU",5,4,3.9,2.4,5.5,4.9,3.9,3.3,2.4,5.1,3.8,4.9,5.4,6.1,3.3,63.9,6.39,1.121096402,7.16380601
"ARS,AVL,NEW",4.4,3,5.1,3.4,7.3,4.5,4.5,4.4,3.4,4.5,3.5,2.9,4,2.5,4.6,62,6.2,1.15552503,7.164255187
"ARS,CRY,LEE",3.9,3.3,3.7,5.5,4.4,3.2,6.5,2.7,4.3,3.7,4.9,4.4,3.8,6.4,3.7,64.4,6.44,1.112568885,7.164943619
"FUL,NEW,SHU",6,3.3,2.8,5.5,2.8,4.6,3,6,4.5,2.8,5,4,3.5,2.8,4.3,60.9,6.09,1.177042298,7.168187595
"ARS,MUN,SOU",2.8,3.3,4.2,2.3,5.9,4.9,4.9,2.8,2.7,6,4.9,3.3,4.3,3.7,4.9,60.9,6.09,1.178861436,7.179266146
"LEI,LIV,WHU",2.6,5.4,6,4.3,3.6,4.8,4.6,4,4.9,2.3,4.7,2.6,2.8,4.8,2.3,59.7,5.97,1.203684819,7.185998368
"BHA,LEI,MUN",4.9,2.6,5.4,4.9,2.7,4.4,4.8,4.2,2.7,3.8,4.3,4.8,3.2,2.7,6.5,61.9,6.19,1.16095199,7.18629282
"CHE,EVE,LEE",5.4,1.8,2.8,2.3,5.5,4.8,4.3,2.6,3.3,3.8,3.8,4.8,4.8,5.6,3.8,59.4,5.94,1.209958677,7.187154541
"AVL,NEW,TOT",4.9,3,2.9,6.1,6.1,3.9,3.4,4.4,5.2,4.5,3.5,2.4,4,2.5,4.5,61.3,6.13,1.172827272,7.189431176
"FUL,LEI,MUN",4.4,2.6,3.3,5.5,3.1,4.5,2.8,5.3,2.8,3.8,4.8,5.8,3.3,3.3,6,61.3,6.13,1.173436143,7.193163555
"ARS,BHA,CRY",3.9,4.4,5.5,3.8,2.8,2.3,7,2.8,3.8,4.4,3.9,4.9,3.9,3.8,4.9,62.1,6.21,1.15931014,7.199315968
"ARS,BUR,NEW",4.4,4,6.1,3.3,5.1,6,5.6,3.3,2.8,4.5,3.9,2.9,3.9,3.4,5.5,64.7,6.47,1.114108655,7.208282998
"BUR,EVE,NEW",6.6,2.5,4,3.4,5.1,6,4,4.9,2.4,3,3.9,4.5,3.9,4,3.9,62.1,6.21,1.163001044,7.222236484
"EVE,MUN,SOU",5,1.8,3.3,2.4,5.9,4.9,3.9,3.7,2.3,4.5,4.4,5.1,5.3,4.4,3.4,60.3,6.03,1.198928093,7.229536399
"CRY,EVE,FUL",5.6,3,3,5.1,3.4,2.4,3,4.4,3.5,2.9,3.9,6.7,4.5,5.1,3.9,60.4,6.04,1.197298547,7.231683221
"ARS,MCI,MUN",6.4,3.3,4.7,3.2,4.7,5.3,4.8,3.7,2.7,4.8,3.8,5.9,2.6,3.7,4.8,64.4,6.44,1.123430122,7.234889983
"BUR,EVE,TOT",5.5,4,2.9,3.4,3.9,5.4,3.4,3.3,2.4,5.6,4.4,4.9,5.5,6,3.9,64.5,6.45,1.122497216,7.240107043
"AVL,NEW,SOU",4.4,3,3.9,2.9,7.3,3.4,3.9,4.4,5,4.5,3.4,2.4,4,2.5,2.4,57.4,5.74,1.262914241,7.249127745
"BHA,CRY,WBA",5.6,4.4,5.5,5.4,2.8,2.3,5,3.3,4.3,2.9,2.4,5,4.4,2.9,4.9,61.1,6.11,1.186511493,7.249585224
"EVE,LIV,MUN",4.9,1.8,3.3,3.3,4.1,4.3,4.8,6,2.3,3.3,5.4,5,4.7,2.6,2.8,58.6,5.86,1.238355284,7.256761965
"BUR,WBA,WOL",4.9,6,5.5,2.7,3.2,3.3,2.3,5,3.4,5,2.9,3.3,5.4,3.8,4.9,61.6,6.16,1.179265308,7.264274297
"CRY,SHU,WOL",4.3,5.9,3.2,4.3,2.2,2.7,4.3,4.9,4.9,2.7,4.4,4.3,6.5,4.1,3.7,62.4,6.24,1.164228745,7.264787371
"BHA,EVE,WBA",6.7,2.9,5.1,3.9,3.4,2.9,3.5,5,3.4,3,3.5,5.5,5,2.9,5,61.7,6.17,1.177689425,7.26634375
"CHE,CRY,LEI",3.1,5.9,3.2,3.3,2.7,4.9,4.1,2.7,4.2,2.2,2.7,3.6,4.8,6,5.4,58.8,5.88,1.235891812,7.267043856
"AVL,SHU,WOL",4.8,3.3,2.8,4.3,2.6,2.8,3.3,7.1,4,4.3,4.5,4.3,5.5,3.3,2.8,59.7,5.97,1.217843527,7.270525858
"EVE,LIV,WBA",4.4,3.5,4.4,3.3,4.3,3.3,3.5,6.8,4.4,3,3.5,3.3,6.5,2.8,2.8,59.8,5.98,1.217648006,7.281535076
"BHA,SHU,WBA",6.1,3.7,4.9,5.4,2.2,2.9,5,5,4.4,2.8,3.5,5,4.9,2.9,4.8,63.5,6.35,1.146838304,7.28242323
"FUL,MCI,NEW",6.1,3.5,4.4,3.8,4.9,3.3,2.8,6,5.4,3.3,2.8,5,2.3,3,3.8,60.4,6.04,1.207397832,7.292682903
"FUL,LIV,WHU",2.8,5.6,4.4,5.4,4.3,2.3,3.8,4,4,3.3,6.6,3.3,2.5,3.3,2.3,57.9,5.79,1.259705181,7.293692998
"BHA,LEI,WHU",2.8,3.7,6.7,4.9,2.7,4.4,5.3,2.9,3.9,2.3,4.3,3.3,2.4,4.9,4.5,59,5.9,1.236739184,7.296761186
"AVL,FUL,LIV",4.4,3.5,3,5.4,4.3,2.3,3.5,6.6,3.5,4.8,4.4,4.9,3.5,2.8,1.8,58.7,5.87,1.243190979,7.297531045
"BHA,LEI,WOL",3.1,3.7,6.6,3.2,2.7,2.2,2.6,4.9,4.4,4.3,4.3,2.6,3.2,3.7,6,57.5,5.75,1.270920177,7.307791015
"LEE,LIV,SHU",4.3,2.6,3.1,5.3,3.1,3.1,5.8,5.3,5.4,3.1,5.9,3.8,4.2,3.1,2.6,60.7,6.07,1.204080364,7.308767812
"CRY,FUL,WBA",5.6,4.5,3.4,6.6,3.4,2.4,2.5,4.4,4.4,2.9,2.4,5,4.5,3.5,4.4,59.9,5.99,1.220343433,7.309857166
"BHA,NEW,WHU",4.5,3.4,6.7,4.4,5,4.5,5.5,2.9,3.9,3,4.5,3,2.4,2.4,4.5,60.6,6.06,1.206411444,7.310853349
"AVL,LEI,MUN",6.3,2.3,3.3,5.5,3.1,5,4.3,5.3,2.3,3.8,3.3,4.9,3.6,2.8,4.5,60.3,6.03,1.212553386,7.311696919
"BHA,MCI,WHU",5.1,5.3,6,4.2,4.3,3.2,5.3,2.9,3.9,3.3,3.3,5.5,1.8,4.2,2.8,61.1,6.11,1.196701817,7.3118481
"EVE,FUL,WHU",4.6,3,3,5.1,5.6,4,3,4,3.5,3,6.2,5.7,2.5,5.1,3.5,61.8,6.18,1.183336687,7.313020724
"ARS,BUR,LIV",2.7,6,5.4,3.2,3.7,4.3,6.4,3.3,2.8,4.8,4.8,3.2,4.4,3.7,2.7,61.4,6.14,1.191917223,7.31837175
"CRY,LEI,WOL",3.1,5.9,4.9,3.3,2.7,2.7,2.6,4.4,4.9,2.2,3.2,2.6,4.8,5.8,4.9,58,5.8,1.261895777,7.318995507
"ARS,EVE,WBA",4.5,3.5,5.2,2.9,6.5,5,3.5,4.5,3.4,3,3.5,3.9,6.1,3.9,5.6,65,6.5,1.128631704,7.336106078
"LEE,LIV,WOL",3.1,4.8,4.7,2.6,4.1,2.6,3.6,4.8,5.4,4.1,6.9,2.6,4.2,3.6,2.6,59.7,5.97,1.229517908,7.34022191
"CHE,LIV,WBA",3.1,6.5,4.2,2.6,4.3,3.3,3.8,4.4,4.7,3.3,2.3,3.3,6.4,2.8,4.3,59.3,5.93,1.238009155,7.341394286
"ARS,EVE,LIV",2.7,3.5,4.4,2.9,6.8,4.3,4.8,5.1,3.4,3.3,5.4,3.2,5.4,3.7,2.8,61.7,6.17,1.190358089,7.344509411
"NEW,WHU,WOL",3.3,5.1,6.1,2.8,5.4,4.9,2.8,4,4.5,3,5.7,2.3,3,3.3,4.5,60.7,6.07,1.209998032,7.344688056
"AVL,CHE,WOL",3.6,6,2.8,1.6,4.3,2.8,3.1,4.8,3.3,6,2.8,3.6,5.5,3.8,4,58,5.8,1.266416015,7.345212889
"BUR,LIV,SHU",4.3,5.3,3.8,3.7,2.2,4.3,6.4,5.9,3.4,3.1,4.8,4.3,4.8,3.1,2.6,62,6.2,1.184824681,7.34591302
"ARS,SHU,WOL",3.2,4.3,4.3,2.2,2.6,4.3,4.9,4.9,4.4,4.3,6.5,3.2,6,4.1,4.8,64,6.4,1.148083289,7.347733049
"SOU,WBA,WHU",2.9,5.5,5.5,3.9,5.6,3.9,3.4,2.4,5.5,3,2.9,3.4,4.5,5.7,2.9,61,6.1,1.204554848,7.347784571
"ARS,SHU,TOT",3.3,4.3,2.7,4.9,3.3,5.4,5.5,2.8,4.4,4.3,6,3.3,6,4.2,5.3,65.7,6.57,1.118800378,7.350518483
"BUR,CHE,FUL",4.9,5.5,2.8,2.7,3.4,4,3.3,3.2,2.7,6.6,3.2,5.8,3.4,4.5,4.4,60.4,6.04,1.217999922,7.356719528
"BHA,FUL,NEW",6.1,3.4,5.1,4.4,3.4,1.9,3,4.9,3.9,5.1,4.5,4.5,2.9,2.4,5.5,61,6.1,1.206924466,7.362239243
"BHA,CRY,EVE",6.1,2.9,3.4,3.9,2.8,2.3,5.5,3.3,3.4,2.9,3.9,6.5,4.4,4.5,3.9,59.7,5.97,1.233577839,7.364459701
"LEE,NEW,SHU",6,2.3,3.1,5.5,3.8,5.4,5,4.3,5.5,2.8,5,3.5,3.3,2.8,3.6,61.9,6.19,1.190118041,7.366830676
"CHE,MCI,SHU",4.8,5.2,2.6,2.6,3.3,6.3,4.1,5.3,4.3,3.1,2.1,5.3,4.3,4.3,3.1,60.7,6.07,1.214123238,7.369728057
"AVL,CHE,SOU",3.2,4.5,2.8,1.7,6.1,3.4,4.2,2.7,3.3,6,2.8,3.7,5.5,4,2.4,56.3,5.63,1.310325296,7.377131416
"LIV,SHU,SOU",2.7,4.8,3.7,2.7,3.1,3.2,4.7,5.4,5.4,3.1,4.8,2.7,6.4,3.1,2.2,58,5.8,1.272043725,7.377853605
"CHE,LEE,SOU",3.2,3.8,3.1,1.7,5.5,3.7,4.2,2.6,4.8,5.3,3.2,3.7,4.8,6.5,3.2,59.3,5.93,1.244339565,7.378933619
"BUR,EVE,WBA",6.7,3.5,4,3.4,3.4,5,3.5,5,2.4,3,2.9,5.5,5.5,4.5,3.9,62.2,6.22,1.186752271,7.381599125
"CRY,MCI,WBA",5.6,5.9,4.8,4.8,3.4,3.4,3.3,4.5,5.8,2.9,1.8,5,3.8,4.3,3.2,62.5,6.25,1.181806527,7.386290792
"ARS,LIV,MCI",2.7,5.9,5.8,3.2,5.2,3.6,4.6,5.9,4.8,3.6,3.7,3.2,3.3,3.7,2.1,61.3,6.13,1.205858714,7.391913917
"BUR,LIV,MUN",6.3,4.3,4.3,3.7,3.2,4.3,5.8,4.2,1.7,4.8,4.8,4.8,3.7,2.6,2.7,61.2,6.12,1.207831587,7.391929313
"ARS,BUR,EVE",5,3.5,4,2.9,5.9,6,5.6,3.3,2.4,4.5,4.4,5.4,4.4,5.4,3.9,66.6,6.66,1.110855526,7.398297804
"LEE,MUN,SOU",6.4,1.6,3.6,3.9,4.8,3.7,4.9,2.7,3.8,5.3,4.9,3.9,3.1,5.3,3.2,61.1,6.11,1.210942175,7.398856692
"BHA,CHE,FUL",4.9,3.9,2.8,3.2,3.4,1.9,3.3,3.2,3.7,6.6,3.8,5.8,2.9,3.4,5.5,58.3,5.83,1.269345538,7.400284487
"BUR,NEW,WHU",4.5,5,5.6,3.9,5,6.6,5.6,2.9,2.9,3,3.9,3,2.9,4,3.4,62.2,6.22,1.189757879,7.400294004
"CRY,LEI,MCI",3.8,5.2,4.8,4.3,2.7,3.7,3.6,4.4,5.8,2.2,2.2,4.3,2.6,6.3,3.2,59.1,5.91,1.252312147,7.401164791
"CHE,FUL,TOT",3.7,5,2.7,4.4,4.5,3.4,2.4,2.7,3.8,6.6,4.3,3.7,5,4.5,6,62.7,6.27,1.181524439,7.408158233
"LEI,LIV,TOT",2.6,4.8,4.3,4.3,3.6,3.7,3.2,4.4,7.4,2.6,4.7,2.6,4.7,4.3,4.3,61.5,6.15,1.204752494,7.409227837
"BHA,LEE,WBA",6.7,2.7,5.4,5.4,3.4,2.7,4.5,3.2,4.9,3.8,3.5,4.5,2.7,2.9,4.8,61.1,6.11,1.214476176,7.420449433
"CHE,CRY,EVE",4.3,5.1,2.8,2.3,3.9,4.4,4.3,2.7,3.3,2.9,2.7,5.3,6.5,5.6,3.9,60,6,1.238662874,7.431977241
"SHU,WHU,WOL",3.3,5.4,4.3,4.3,2.6,5.8,5.3,4.5,4.5,2.8,6.7,3.3,4.5,4.1,3.3,64.7,6.47,1.150072461,7.440968826
"EVE,FUL,WBA",6.2,3,3,4.5,4,3,2.5,6.1,3.5,3,3.5,5.7,5.1,3.5,4.5,61.1,6.11,1.217999922,7.441979522
"ARS,CRY,WOL",3.2,6.6,4.9,2.2,3.2,2.7,4.3,2.8,4.3,4.4,4.9,3.2,5.5,4.7,4.9,61.8,6.18,1.205463752,7.449765987
"ARS,BHA,CHE",3.2,4.4,4.9,2.2,3.9,3.9,5.8,2.7,3.7,6,3.8,4.2,3.9,3.8,6.5,62.9,6.29,1.186511493,7.463157293
"AVL,EVE,TOT",5.5,2.5,2.9,5.6,6.1,3.9,3.4,5,3,4.5,4,5,5.6,4.5,3,64.5,6.45,1.15758369,7.466414802
"BUR,CHE,LIV",3.1,7.5,3.8,2.6,3.7,4.3,5.1,3.2,2.7,4.8,3.2,3.6,4.8,3.8,2.7,58.9,5.89,1.267994292,7.468486378
"ARS,LEE,MCI",6.4,3.3,4.7,3.2,5.9,4.1,4.8,2.7,4.9,4.1,4.3,4.4,2.1,5.2,3.1,63.2,6.32,1.182531586,7.473599625
"EVE,SHU,SOU",4.4,2.8,2.8,2.4,4.9,4.9,3.9,5.1,4,2.8,4.4,4.4,7,4.9,3.2,61.9,6.19,1.207397832,7.473792578
"BHA,LEE,WOL",5.4,2.7,4.8,3.2,3.2,2.2,3.8,3.2,4.4,5.8,6.5,3.8,2.7,3.7,4.8,60.2,6.02,1.24204133,7.47708881
"LEE,SHU,WBA",6.1,2.6,3.1,6.5,2.8,3.8,4.5,4.4,5.5,2.8,4,4.5,4.8,3.3,3.6,62.3,6.23,1.201110597,7.48291902
"BUR,NEW,SHU",6,3.3,3.8,3.9,2.2,6.6,5.6,4.9,3.4,2.8,3.9,4,3.9,2.8,3.7,60.8,6.08,1.231066127,7.484882053
"AVL,LIV,NEW",4.3,3,4.4,3.8,5.9,2.8,4.5,6.6,4.4,3.3,3.5,2.3,4,2.3,1.8,56.9,5.69,1.315548048,7.485468393
"AVL,LEI,SHU",4.3,3.3,2.8,6,2.1,5,4.3,6.6,4,2.1,3.3,4.3,3.8,3.3,2.8,58,5.8,1.292100542,7.494183141
"MCI,NEW,TOT",4.9,4.5,4.3,3.8,5.4,4.7,3.2,4.4,7.1,3.3,2.8,2.4,2.8,3.8,4.8,62.2,6.22,1.205266222,7.496755903
"MCI,MUN,WOL",6.8,4.2,4.7,2.6,3.6,3.6,2.6,5.8,3.3,4.8,3.8,5.3,2.6,3.6,4.3,61.6,6.16,1.217413339,7.499266169
"BHA,NEW,TOT",4.9,3.4,5,4.4,3.9,3.3,3.4,3.3,5.6,5.6,4.5,2.4,3.4,2.4,6.5,62,6.2,1.210470196,7.504915215
"BHA,LEE,NEW",6.6,2.3,5.4,4.4,4.4,2.7,5,3.2,4.9,3.8,4.5,3.5,2.7,2.4,4.8,60.6,6.06,1.238547536,7.505598071
"CHE,LEI,SOU",2.7,4.8,3.7,1.7,3.8,5.4,3.7,2.7,5.3,3.8,3.1,2.7,5.3,6,4.9,59.6,5.96,1.259516158,7.506716302
"AVL,SOU,WHU",2.9,4.5,3.9,4.5,7.2,3.4,4.4,2.4,3.5,4.5,3.4,3.4,3,5.7,2.4,59.1,5.91,1.272118593,7.518220884
"BHA,WHU,WOL",3.3,5.5,6.1,3.2,3.2,2.2,4.3,2.9,3.9,5,6.2,3.3,2.4,3.7,4.5,59.7,5.97,1.259364919,7.518408568
"ARS,FUL,SOU",2.8,4.5,3.9,2.3,6.1,2.9,2.9,2.8,3.9,6.6,5.4,3.3,4,4.4,3.9,59.7,5.97,1.260498767,7.525177642
"LEE,WBA,WHU",4.6,3.3,4.9,6.6,5,3.8,4.5,2.3,5,3,4.7,4,2.3,5.5,3.3,62.8,6.28,1.201110597,7.54297455
"CHE,EVE,LEI",3.1,2.8,2.8,2.3,3.8,6.5,3.8,4.3,3.3,2.3,3.1,3.6,5.3,5.6,5.5,58.1,5.81,1.298607313,7.544908486
"MCI,TOT,WOL",3.7,6.4,4.3,2.6,4.3,3.6,2.2,4.9,5.9,5.3,3.8,2.7,4.3,5.1,4.3,63.4,6.34,1.190718071,7.549152568
"EVE,TOT,WHU",3.4,4,2.9,5.1,6.1,5.4,3.4,2.4,3.5,3,5.5,3.4,4.6,6.1,3.5,62.3,6.23,1.21294604,7.556653827
"ARS,LEE,TOT",3.3,3.3,3.2,5.5,5.5,4.2,4.4,2.7,4.9,5.3,6.5,3.3,3.8,5.4,5.3,66.6,6.66,1.135026746,7.559278129
"FUL,LEE,NEW",6.1,2.3,3.3,5.6,5,2.8,3,4.3,5,3.8,6,3.5,2.8,3,4.3,60.8,6.08,1.243765404,7.562093658
"BHA,LIV,SHU",4.3,3.7,4.2,4.2,2.2,2.2,6.3,5.9,4.4,3.1,5.4,4.3,4.3,2.7,2.6,59.8,5.98,1.26483577,7.563717902
"FUL,LEE,WBA",6.2,2.8,3.3,6.6,4,2.8,2.5,4.3,5,3.8,5,4.5,2.8,3.5,4.3,61.4,6.14,1.231994125,7.564443927
"BHA,LEI,TOT",3.2,3.7,5,4.9,2.7,3.3,3.2,3.3,6.4,4.9,4.3,2.7,3.2,4.4,6.5,61.7,6.17,1.226415606,7.566984288
"EVE,LEI,WHU",2.8,2.8,4.6,4,4.9,6.5,3.8,4,3.5,2.3,4.3,3.3,2.8,6.6,3.5,59.7,5.97,1.267844064,7.569029064
"FUL,SOU,WHU",2.9,5,3.9,4.5,5.6,2.9,2.9,2.4,4,5.1,5.6,3.4,2.5,6.2,2.9,59.8,5.98,1.265964718,7.570469012
"CHE,MCI,TOT",3.7,6.4,2.7,2.6,5,4.7,3.2,2.7,5.2,4.8,2.1,3.7,4.3,5.3,4.8,61.2,6.12,1.237047175,7.570728714
"FUL,NEW,TOT",4.9,3.5,2.9,5.6,4.5,3.4,2.4,4.4,5.7,5.1,5,2.4,3.5,3,6,62.3,6.23,1.216474218,7.57863438
"AVL,CRY,WBA",5.6,4,3.4,7.1,3.4,2.9,4,4.5,3.9,2.9,2.4,5,5,3,2.9,60,6,1.263215851,7.579295105
"EVE,LEI,WOL",3.1,2.8,4.5,2.3,3.1,4.3,2.6,6.5,4,2.3,4.3,2.6,5.3,5.4,5,58.1,5.81,1.305191101,7.583160295
"CRY,FUL,WOL",4.3,6.1,3.4,4.4,3.2,2.3,1.8,4.4,4.4,4.9,6.4,4.3,4.5,4.3,4.4,63.1,6.31,1.202061721,7.585009459
"CHE,MUN,WBA",4.9,3.3,3.1,3.8,3.8,5.5,3.8,3.6,2.6,4.5,2.3,4.3,5.3,2.8,7,60.6,6.06,1.251741644,7.585554362
"AVL,BHA,WBA",6.7,3.4,5.1,5.4,3.4,2.4,4,5,3.4,4.5,2.5,5.5,3.4,2.9,4,61.6,6.16,1.231994125,7.589083809
"MUN,NEW,WOL",4.8,2.3,4.8,2.8,3.6,4.8,2.8,5.3,3.3,4.5,5,2.3,3.8,2.3,6.5,58.9,5.89,1.289222726,7.593521858
"ARS,NEW,SHU",4.4,3.3,4.9,3.4,4.5,6.6,6.1,4.4,4.4,2.8,5,2.9,4.5,2.8,5.4,65.4,6.54,1.162386707,7.602009065
"AVL,BUR,LIV",6.3,5,4,3.7,3.7,2.8,5.3,5.5,2.4,4.8,3.4,4.8,3.9,2.8,1.8,60.2,6.02,1.263140455,7.60410554
"ARS,CRY,LIV",2.7,6.5,4.8,3.2,3.7,2.7,6.3,2.8,4.3,3.2,4.3,3.2,5.4,3.7,2.7,59.5,5.95,1.279322737,7.611970288
"EVE,LEI,SOU",2.7,2.8,3.9,2.4,5.4,4.9,3.7,4.4,5,2.3,3.7,2.7,5.3,6.6,3.4,59.2,5.92,1.286116339,7.613808728
"FUL,LEI,NEW",4.3,3.3,5.1,4.5,3.3,4.5,2.8,6,5.7,2.3,3.8,2.3,3.3,3,6,60.2,6.02,1.26540037,7.617710225
"LEE,LEI,SHU",4.3,2.6,3.1,6,2.1,5.3,4.8,4.3,5.5,2.1,4.8,3.8,3.1,5.3,3.6,60.7,6.07,1.255198713,7.619056189
"AVL,MUN,SOU",6.4,2.3,3.3,3.9,5.4,3.4,4.4,3.7,2.3,6,3.4,5,3.8,2.8,2.4,58.5,5.85,1.305482943,7.637075216
"AVL,SOU,WOL",3.2,4.5,3.9,1.7,5.4,2.8,2.7,4.9,4,6.5,3.4,2.7,5.5,3.8,2.4,57.4,5.74,1.330663995,7.638011329
"LEI,SHU,WOL",3.1,3.6,4.3,3.3,2.1,4.8,2.6,6.5,5,2.1,4.8,2.6,5.3,4.1,4.8,59,5.9,1.295413153,7.642937605
"CRY,LIV,WBA",3.8,6.5,4.8,4.8,3.4,2.7,4.3,4.5,5.3,2.9,2.4,3.3,5.9,2.8,2.7,60.1,6.01,1.271931415,7.644307803
"ARS,BHA,LIV",2.7,4.4,6.5,3.2,3.7,2.2,6.3,3.3,3.8,4.8,5.4,3.2,3.9,2.7,3.8,59.9,5.99,1.278093819,7.655781974
"LEE,LEI,MUN",6.3,1.6,3.6,5.5,3.1,5.3,4.8,3.6,3.8,3.1,4.8,3.8,3.1,4.8,5.3,62.5,6.25,1.225133618,7.65708511
"FUL,LEE,SOU",4.5,2.8,3.3,4.5,5,2.8,2.9,2.7,5,5.9,5.9,3.9,2.8,6,3.2,61.2,6.12,1.253110416,7.669035745
"BUR,LEE,WOL",6.8,4.3,4.3,2.7,3.2,3.1,3.8,3.2,3.4,5.8,5.9,3.8,3.2,5.3,3.7,62.5,6.25,1.227463509,7.671646933
"AVL,FUL,NEW",6.1,3,3,5.6,5.6,2.5,3,6,3.5,4.5,3.5,4.6,3.5,2.5,3.5,60.4,6.04,1.271369715,7.679073079
"ARS,LIV,NEW",2.7,4,6.5,3.2,6,4.3,4.8,4.4,4.8,3.3,4.9,2.3,4.5,2.3,4.4,62.4,6.24,1.231027445,7.68161126
"EVE,LEE,WOL",5.4,1.8,3.3,2.3,4.8,3.1,2.8,4.8,4,3.8,6.5,3.8,4.8,5.4,3.8,60.4,6.04,1.272492866,7.685856914
"CHE,CRY,WBA",4.3,6.6,3.2,3.8,3.4,3.4,3.8,2.7,4.2,2.9,2.3,4.3,6.5,4,5.4,60.8,6.08,1.264270917,7.686767177
"EVE,SOU,WBA",4.5,3.5,3.9,2.4,6.1,3.9,3.4,4.5,5,3,2.9,3.4,7.1,4.6,3.4,61.6,6.16,1.248694556,7.691958468
"BUR,LEI,NEW",4.3,3.3,6.1,3.9,2.7,6.5,3.8,4.9,4.6,2.3,3.7,2.3,3.7,4,5.4,61.5,6.15,1.251285054,7.695403081
"EVE,LIV,SOU",2.7,4,3.9,2.4,6.4,3.2,3.9,5.1,4.4,3.3,4.4,2.7,6.4,4.4,2.2,59.4,5.94,1.296037918,7.698465235
"SHU,WBA,WHU",4.5,4.3,4.4,6.5,2.8,6.5,6,4.1,4.5,2.8,4,4,4.5,3.3,3.3,65.5,6.55,1.175746976,7.701142695
"LEI,MCI,MUN",6.3,2.6,4.7,4.3,3.1,5.8,3.6,5.3,4.2,2.6,2.6,5.3,2.6,4.1,4.8,61.9,6.19,1.246404352,7.715242941
"CHE,LIV,SHU",3.1,5.8,2.6,2.6,3.1,5.3,5.1,5.3,4.3,3.1,4.2,3.6,6.4,3.1,2.6,60.2,6.02,1.281665583,7.71562681
"BUR,LEE,WBA",8.1,3.3,4.3,4.9,3.4,3.8,4.5,3.2,3.9,3.8,2.9,4.5,3.2,4.5,3.7,62,6.2,1.245372386,7.721308796
"CHE,EVE,MCI",5.4,4.4,2.8,2.3,5.4,5.3,3.8,5,3.3,3.3,2.1,6,4.3,5.3,3.3,62,6.2,1.245945806,7.724863999
"AVL,LEE,WOL",6.8,2.3,3.3,5.3,4.8,2.8,3.3,4.8,4,5.3,5.5,3.8,3.3,3.8,2.8,61.9,6.19,1.248694556,7.729419304
"EVE,MCI,WOL",5.4,4.4,4.4,2.3,4.7,3.6,2.6,7.2,4,3.3,3.3,5,4.3,5.1,3.3,62.9,6.29,1.231414208,7.74559537
"ARS,WBA,WHU",2.9,5,6.8,4.4,5.6,5,5.6,2.4,3.9,3,4.5,3.9,3.5,3.9,5.1,65.5,6.55,1.183618343,7.752700144
"LEE,LIV,MUN",6.3,1.6,3.6,4.8,4.1,3.1,5.8,3.6,3.7,4.1,5.9,3.8,3.1,2.6,2.6,58.7,5.87,1.321182731,7.755342633
"LEE,NEW,SOU",4.4,2.3,4.2,2.9,6.7,3.7,3.9,2.7,6.5,3.8,3.9,2.4,3.3,5,3.2,58.9,5.89,1.317175911,7.758166117
"CRY,EVE,WHU",4,4.6,3.4,5.1,5,4.4,5.5,2.4,3.5,2.9,3.9,5,4,7.3,3.4,64.4,6.44,1.205029144,7.760387688
"AVL,NEW,SHU",6,3,2.8,5.5,4.4,5.1,4.5,6.6,4,2.8,3.5,4,4,2.5,2.8,61.5,6.15,1.262084444,7.761819328
"EVE,LEI,WBA",4.4,2.8,5.2,4,3.3,5,3.3,6.1,5.7,2.3,2.8,3.3,5.4,4.6,5.5,63.7,6.37,1.218820663,7.763887626
"BHA,CRY,FUL",5.6,3.9,3.4,6,2.8,1.9,4.5,3.3,3.9,5,3.9,6.5,2.9,3.4,4.4,61.4,6.14,1.264609859,7.764704534
"LIV,MCI,TOT",3.2,6.4,4.3,3.6,4.8,3.6,3.2,5.9,6.3,3.6,3.7,2.7,3.7,4.1,2.1,61.2,6.12,1.268970336,7.766098458
"AVL,NEW,WHU",4.5,3,4.6,5.6,7.2,5.1,4.5,4,3.5,3,3.5,3,3,2.5,2.5,59.5,5.95,1.305300549,7.766538268
"BHA,CHE,TOT",3.7,4.9,2.7,3.2,3.9,3.3,3.7,2.7,3.7,7.1,3.8,3.7,4.9,3.9,6.5,61.7,6.17,1.259742982,7.7726142
"CHE,SHU,SOU",3.2,4.8,2.6,1.7,3.3,5.9,4.2,2.7,4.3,4.3,3.2,3.7,7,4.3,3.2,58.4,5.84,1.33173714,7.777344896
