COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM
"BHA,LEI,MUN,SOU",2.7,2.6,4.2,3.3,2.7,2.8,3.7,3.3,2.7,3.8,31.8
"CHE,FUL,WHU,WOL",3.3,5.6,2.8,1.6,3.8,2.3,1.8,2.3,3.8,4.5,31.8
"CRY,EVE,LEI,LIV",2.6,2.8,3.4,3.3,2.7,2.7,3.8,4.4,3.9,2.2,31.8
"EVE,FUL,LIV,SOU",2.7,3,3,2.4,4.3,2.3,2.9,4.4,3.5,3.3,31.8
"EVE,FUL,MUN,WOL",4.9,1.8,3,2.3,3.6,2.3,1.8,5.3,2.3,4.5,31.8
"EVE,LEE,SHU,WOL",4.8,1.8,2.8,2.3,2.6,3.1,2.8,4.8,4,2.8,31.8
"FUL,LEE,WHU,WOL",3.3,2.8,3.3,4.4,3.8,2.3,1.8,2.3,4,3.8,31.8
"CHE,EVE,FUL,LEE",4.9,1.8,2.8,2.3,4.5,2.8,3,2.6,3.3,3.8,31.8
"CHE,SHU,WBA,WOL",3.6,4.3,2.6,1.6,2.6,3.3,2.3,4.4,4.3,2.8,31.8
"CRY,LEI,SHU,SOU",2.7,3.6,3.2,3.4,2.1,3.3,3.7,2.8,4.9,2.1,31.8
"CHE,CRY,MUN,WOL",3.6,4.9,3.1,1.6,3.2,2.7,3.1,2.7,2.6,4.4,31.9
"ARS,EVE,LEI,MUN",2.7,1.8,3.3,2.9,3.1,6,3.8,3.7,2.3,2.3,31.9
"BHA,LEE,LEI,WOL",3.1,2.6,4.8,3.2,2.7,2.2,2.6,3.2,4.4,3.1,31.9
"EVE,LEI,MUN,TOT",3.2,1.8,2.9,4,3.1,5.4,3.2,3.7,2.3,2.3,31.9
"LEE,LEI,TOT,WOL",3.1,2.6,3.2,3.3,3.1,3.1,2.2,2.7,5.5,3.1,31.9
"AVL,LEE,LEI,WOL",3.1,2.3,3.3,3.3,3.1,2.8,2.6,4.3,4,3.1,31.9
"BHA,LEI,MUN,WOL",3.1,2.6,4.8,3.2,2.7,2.2,2.6,4.2,2.7,3.8,31.9
"CHE,EVE,LIV,MUN",3.1,1.8,2.8,2.3,4.1,4.3,4.3,3.6,2.3,3.3,31.9
"CHE,MUN,SHU,SOU",3.2,2.6,2.6,1.7,2.6,5.4,4.2,2.7,2.6,4.3,31.9
"AVL,BHA,CHE,LEI",3.1,3.3,2.8,3.2,2.7,2.4,4.1,3.2,3.3,3.8,31.9
"CHE,LEE,LEI,MUN",3.1,1.6,3.1,3.3,3.1,5.3,4.1,2.6,2.6,3.1,31.9
"ARS,CRY,SHU,WOL",3.2,4.3,3.2,2.2,2.2,2.7,4.3,2.8,4.3,2.7,31.9
"AVL,LEI,SHU,SOU",2.7,3.3,2.8,3.4,2.1,3.4,3.7,4.4,4,2.1,31.9
"BUR,EVE,SHU,SOU",4.4,2.8,2.8,2.4,2.2,4.9,3.9,3.3,2.4,2.8,31.9
"AVL,LEI,MUN,WOL",3.1,2.3,3.3,3.3,3.1,2.8,2.6,5.3,2.3,3.8,31.9
"BHA,SHU,SOU,WOL",3.2,3.7,3.7,1.7,2.2,2.2,2.7,3.3,4.4,4.8,31.9
"EVE,FUL,LEI,LIV",2.6,2.8,3,3.3,3.3,2.3,2.8,6,3.5,2.3,31.9
"EVE,MUN,SOU,TOT",3.3,1.8,2.9,2.4,4.3,4.3,3.3,2.8,2.3,4.5,31.9
"FUL,LEE,SOU,WOL",3.2,2.8,3.3,1.7,3.8,2.3,1.8,2.7,4.5,5.8,31.9
"FUL,LEI,WHU,WOL",2.8,3.8,4.5,3.3,3.1,2.3,1.8,4,4,2.3,31.9
"FUL,SHU,SOU,WOL",3.2,3.8,2.8,1.7,2.6,2.3,1.8,4.4,4.5,4.8,31.9
"EVE,LEI,SHU,SOU",2.7,2.8,2.8,2.4,2.1,4.9,3.7,4.4,4,2.1,31.9
"AVL,CHE,SHU,SOU",3.2,3.3,2.6,1.7,3.3,3.4,4.2,2.7,3.3,4.3,32
"BHA,EVE,MUN,WOL",5.4,1.8,3.3,2.3,3.2,2.2,2.8,4.2,2.3,4.5,32
"CRY,EVE,LEI,MUN",3.8,1.8,3.3,4,2.7,4.4,3.8,3.7,2.3,2.2,32
"LEI,MUN,TOT,WOL",3.1,2.6,3.2,3.3,3.1,3.7,2.2,3.7,3.3,3.8,32
"AVL,CHE,LEI,LIV",2.6,3.3,2.8,2.6,3.6,2.8,4.1,4.3,3.3,2.6,32
"AVL,CHE,SHU,WOL",3.6,3.3,2.6,1.6,2.6,2.8,3.1,4.8,3.3,4.3,32
"BUR,LEI,MUN,WOL",3.1,2.6,4.3,2.7,2.7,4.3,2.6,4.2,1.7,3.8,32
"AVL,BUR,LEI,SOU",2.7,3.3,3.9,2.8,2.7,3.4,3.7,3.3,2.4,3.8,32
"BHA,EVE,FUL,WHU",4.6,2.9,3,3.9,3.4,1.9,3,2.9,3.4,3,32
"CHE,EVE,SOU,WBA",3.2,3.5,2.8,1.7,4.5,3.9,3.4,2.7,3.3,3,32
"CRY,LEI,TOT,WOL",3.1,4.8,3.3,3.3,2.7,2.7,2.2,2.8,4.9,2.2,32
"ARS,CRY,MUN,WOL",3.2,3.3,3.7,2.2,3.2,2.7,3.8,2.8,2.7,4.4,32
"ARS,EVE,LEE,LEI",2.7,1.8,3.3,2.9,4.3,4.8,3.8,2.7,3.4,2.3,32
"BHA,CHE,EVE,WHU",3.3,2.9,2.8,2.3,3.9,3.9,4.3,2.3,3.3,3,32
"BHA,CRY,LEI,SOU",2.7,3.7,4.3,3.3,2.7,2.3,3.7,2.8,4.3,2.2,32
"BHA,EVE,LEE,LEI",4.9,1.8,3.3,3.9,2.7,2.7,3.8,3.2,3.4,2.3,32
"CHE,FUL,NEW,WOL",3.6,3.5,2.8,1.6,3.8,2.3,1.8,4.3,3.8,4.5,32
"CHE,LEI,TOT,WOL",3.1,4.8,2.7,1.6,3.1,3.7,2.2,2.7,4.3,3.8,32
"CHE,SHU,SOU,WOL",3.2,4.8,2.6,1.6,2.6,3.2,2.7,2.7,4.3,4.3,32
"CRY,EVE,LEI,WHU",2.8,2.8,3.4,4,2.7,4.4,3.8,2.4,3.5,2.2,32
"CRY,EVE,MUN,TOT",4.4,1.8,2.9,4.5,3.2,3.8,3.4,2.8,2.3,2.9,32
"CRY,LEI,SHU,WOL",3.1,3.6,3.2,3.3,2.1,2.7,2.6,4.4,4.9,2.1,32
"FUL,LIV,SHU,SOU",2.7,3.8,2.8,2.7,2.8,2.3,2.9,4.4,4.5,3.1,32
"LEI,LIV,MUN,WOL",2.6,2.6,4.7,2.6,3.1,2.6,2.6,5.3,3.3,2.6,32
"CHE,LEE,LIV,MUN",3.1,1.6,3.1,2.6,4.1,3.1,5.1,2.6,2.6,4.1,32
"BUR,LEE,LEI,SOU",2.7,2.6,4.2,2.8,2.7,3.7,3.7,2.7,3.9,3.1,32.1
"CRY,MUN,SHU,WOL",4.3,2.6,3.1,3.8,2.2,2.7,3.8,3.7,3.2,2.7,32.1
"EVE,MUN,SOU,WBA",4.5,1.8,3.3,2.4,3.8,3.9,3.4,3.7,2.3,3,32.1
"LEI,LIV,MUN,SOU",2.6,2.6,4.2,2.7,3.1,3.2,3.7,3.7,3.7,2.6,32.1
"LEI,MUN,SHU,SOU",2.7,2.6,3.1,3.4,2.1,5.4,3.7,3.7,3.3,2.1,32.1
"BHA,CHE,LEI,TOT",3.1,3.7,2.7,3.2,2.7,3.3,3.2,2.7,3.7,3.8,32.1
"BHA,EVE,FUL,LEI",4.4,2.8,3,3.9,2.7,1.9,2.8,4.9,3.4,2.3,32.1
"CHE,CRY,EVE,WBA",4.3,3.5,2.8,2.3,3.4,3.4,3.5,2.7,3.3,2.9,32.1
"CHE,EVE,LEI,LIV",2.6,2.8,2.8,2.3,3.6,4.3,3.8,4.3,3.3,2.3,32.1
"BHA,CHE,LEI,SHU",3.1,3.6,2.6,3.2,2.1,4.4,4.1,3.2,3.7,2.1,32.1
"CHE,CRY,FUL,SHU",4.3,3.8,2.6,4.3,2.2,2.4,3.3,2.7,3.8,2.7,32.1
"CHE,EVE,MUN,SOU",3.2,1.8,2.8,1.7,4.3,4.9,3.9,2.7,2.3,4.5,32.1
"CHE,LEE,LEI,SHU",3.1,2.6,2.6,3.3,2.1,5.3,4.1,2.6,4.3,2.1,32.1
"CRY,MUN,NEW,SOU",3.9,2.3,3.7,2.9,3.2,3.3,3.9,2.8,3.2,2.9,32.1
"EVE,LEE,LIV,WOL",3.1,1.8,3.3,2.3,4.1,2.6,2.8,4.8,4,3.3,32.1
"EVE,LEI,LIV,MUN",2.6,1.8,3.3,3.3,3.1,4.3,3.8,5.3,2.3,2.3,32.1
"BHA,CHE,MUN,SOU",3.2,2.7,3.1,1.7,3.2,2.8,4.2,2.7,2.6,6,32.2
"BUR,FUL,LEE,LEI",4.4,2.6,3.3,4.4,2.7,2.8,2.8,3.2,2.9,3.1,32.2
"CHE,FUL,LEI,MUN",3.1,2.6,2.8,3.3,3.1,4.5,2.8,3.6,2.6,3.8,32.2
"CHE,LEE,LIV,SHU",3.1,2.6,2.6,2.6,3.1,3.1,5.1,2.6,4.3,3.1,32.2
"ARS,EVE,LEI,TOT",2.7,2.8,2.9,2.9,3.8,5.4,3.2,2.8,3.4,2.3,32.2
"ARS,FUL,LEI,SOU",2.7,3.8,3.9,2.3,3.3,2.9,2.8,2.8,3.9,3.8,32.2
"BHA,CHE,EVE,SHU",4.8,2.8,2.6,2.3,2.2,3.9,4.3,3.2,3.3,2.8,32.2
"BUR,FUL,LEI,SOU",2.7,3.8,3.9,2.8,2.7,2.9,2.8,3.3,2.9,4.4,32.2
"CHE,CRY,MUN,SOU",3.2,3.8,3.1,1.7,3.2,3.3,4.2,2.7,2.6,4.4,32.2
"CHE,MUN,SOU,WBA",3.2,3.3,3.1,1.7,3.8,3.9,3.4,2.7,2.6,4.5,32.2
"EVE,FUL,LEI,TOT",3.2,2.8,2.9,4,3.3,3.4,2.4,4.4,3.5,2.3,32.2
"EVE,FUL,SHU,WOL",4.8,2.8,2.8,2.3,2.6,2.3,1.8,6.5,3.5,2.8,32.2
"EVE,LEI,WHU,WOL",2.8,2.8,4.5,2.3,3.1,4.3,2.6,4,3.5,2.3,32.2
"FUL,MUN,SOU,WHU",2.9,2.8,3.3,3.9,3.8,2.9,2.9,2.4,2.8,4.5,32.2
"ARS,BHA,EVE,WOL",3.2,2.9,4.5,2.2,3.2,2.2,2.8,3.3,3.4,4.5,32.2
"ARS,CHE,CRY,LEI",2.7,4.3,3.2,2.2,2.7,4.4,4.1,2.7,3.7,2.2,32.2
"AVL,LEI,WHU,WOL",2.8,3.3,4.5,3.3,3.1,2.8,2.6,4,3.5,2.3,32.2
"BHA,CHE,EVE,FUL",4.9,2.9,2.8,2.3,3.4,1.9,3,3.2,3.3,4.5,32.2
"BHA,CHE,EVE,WBA",4.9,2.9,2.8,2.3,3.4,2.9,3.5,3.2,3.3,3,32.2
"BHA,CHE,FUL,WOL",3.6,3.9,2.8,1.6,3.2,1.9,1.8,3.2,3.7,6.5,32.2
"BHA,CRY,LEI,WOL",3.1,3.7,4.9,3.2,2.7,2.2,2.6,3.3,4.3,2.2,32.2
"BUR,CRY,EVE,LEI",3.8,2.8,3.4,3.4,2.7,4.4,3.8,3.3,2.4,2.2,32.2
"CHE,FUL,LEI,SHU",3.1,3.6,2.6,3.3,2.1,4.5,2.8,4.3,3.8,2.1,32.2
"CHE,FUL,LEI,WBA",3.1,3.8,2.8,3.3,3.3,3,2.5,4.3,3.8,2.3,32.2
"CHE,LEE,LEI,WBA",3.1,2.6,3.1,3.3,3.3,3.8,3.3,2.6,4.8,2.3,32.2
"EVE,FUL,LEE,LEI",4.4,1.8,3,4,3.3,2.8,2.8,4.3,3.5,2.3,32.2
"EVE,FUL,LIV,WHU",2.8,3,3,3.3,4.3,2.3,3,4,3.5,3,32.2
"EVE,LEI,SOU,TOT",2.7,2.8,2.9,2.4,3.8,4.3,3.2,2.8,5,2.3,32.2
"EVE,MUN,WBA,WOL",4.9,1.8,3.3,2.3,3.6,3.3,2.3,5.4,2.3,3,32.2
"LEI,SHU,TOT,WOL",3.1,3.6,2.7,3.3,2.1,3.7,2.2,4.4,5,2.1,32.2
"CRY,LEE,SOU,WOL",3.2,3.8,3.7,1.7,3.2,2.7,2.7,2.7,4.9,3.7,32.3
"CRY,LEI,LIV,MUN",2.6,2.6,3.7,4.3,2.7,2.7,4.6,3.7,3.2,2.2,32.3
"CHE,LEE,MUN,SOU",3.2,1.6,3.1,1.7,4.3,3.7,4.2,2.6,2.6,5.3,32.3
"ARS,EVE,FUL,LIV",2.7,3,3,2.9,4.3,2.3,3,4.4,3.4,3.3,32.3
"ARS,EVE,LEI,WOL",2.7,2.8,4.5,2.2,3.1,4.3,2.6,4.4,3.4,2.3,32.3
"ARS,FUL,MUN,SOU",2.8,2.8,3.3,2.3,3.8,2.9,2.9,2.8,2.7,6,32.3
"AVL,BUR,LEI,WOL",3.1,3.3,4,2.7,2.7,2.8,2.6,4.9,2.4,3.8,32.3
"AVL,CRY,EVE,SOU",3.9,2.5,3,2.4,5,2.9,3.9,2.8,3,2.9,32.3
"AVL,EVE,LEI,SOU",2.7,2.5,3,2.4,4.9,3.4,3.7,4.4,3,2.3,32.3
"AVL,LEI,SOU,WOL",2.7,3.3,3.9,1.7,3.1,2.8,2.6,4.4,4,3.8,32.3
"AVL,SHU,SOU,WOL",3.2,3.3,2.8,1.7,2.6,2.8,2.7,4.9,4,4.3,32.3
"BHA,CHE,FUL,WHU",3.3,3.9,2.8,3.2,3.4,1.9,3.3,2.3,3.7,4.5,32.3
"BUR,LEI,SHU,SOU",2.7,3.6,3.7,2.8,2.1,4.9,3.7,3.3,3.4,2.1,32.3
"CHE,CRY,FUL,MUN",4.3,2.8,2.8,3.8,3.2,2.4,3.3,2.7,2.6,4.4,32.3
"CHE,CRY,FUL,SOU",3.2,5,2.8,1.7,3.4,2.4,2.9,2.7,3.8,4.4,32.3
"CHE,EVE,LEE,SOU",3.2,1.8,2.8,1.7,5.5,3.7,3.9,2.6,3.3,3.8,32.3
"CHE,EVE,SHU,TOT",3.7,2.8,2.6,2.3,3.3,5.4,3.4,2.7,3.3,2.8,32.3
"CHE,EVE,SOU,WOL",3.2,4,2.8,1.6,4.3,3.2,2.7,2.7,3.3,4.5,32.3
"CHE,EVE,WHU,WOL",3.3,4.6,2.8,1.6,4.3,4.3,2.8,2.3,3.3,3,32.3
"CHE,FUL,LEI,TOT",3.1,3.8,2.7,3.3,3.3,3.4,2.4,2.7,3.8,3.8,32.3
"CRY,LEE,NEW,WOL",4.3,2.3,3.7,2.8,3.2,2.7,2.8,2.7,4.9,2.9,32.3
"EVE,LEE,SHU,SOU",4.4,1.8,2.8,2.4,3.8,3.7,3.9,2.7,4,2.8,32.3
"EVE,MUN,SHU,WOL",4.8,1.8,2.8,2.3,2.6,4.3,2.8,5.8,2.3,2.8,32.3
"EVE,MUN,SOU,WHU",2.9,1.8,3.3,2.4,5.4,4.9,3.9,2.4,2.3,3,32.3
"FUL,LEE,LEI,WHU",2.8,2.6,3.3,6.1,3.3,2.8,2.8,2.3,4,2.3,32.3
"ARS,CHE,LEI,SHU",2.7,3.6,2.6,2.2,2.1,6.5,4.1,2.7,3.7,2.1,32.3
"ARS,FUL,LEI,SHU",2.7,3.6,2.8,3.9,2.1,4,2.8,4.4,3.9,2.1,32.3
"ARS,LEI,SHU,SOU",2.7,3.6,3.7,2.3,2.1,4.9,3.7,2.8,4.4,2.1,32.3
"AVL,CRY,EVE,LEI",3.8,2.5,3,4,2.7,2.9,3.8,4.4,3,2.2,32.3
"BUR,CRY,LEI,WOL",3.1,5.3,4.4,2.7,2.7,2.7,2.6,3.3,3.3,2.2,32.3
"BUR,FUL,LEI,LIV",2.6,3.8,4,3.7,2.7,2.3,2.8,4.9,2.9,2.6,32.3
"CHE,CRY,FUL,WOL",3.6,6.1,2.8,1.6,3.2,2.3,1.8,2.7,3.8,4.4,32.3
"CRY,FUL,SHU,SOU",3.9,3.8,2.8,4.4,2.2,2.4,2.9,2.8,4.4,2.7,32.3
"CRY,LEE,LEI,SOU",2.7,2.6,3.7,3.4,2.7,3.2,3.7,2.7,5.4,2.2,32.3
"LEI,MUN,SHU,WOL",3.1,2.6,3.1,3.3,2.1,4.8,2.6,5.3,3.3,2.1,32.3
"CHE,LIV,SHU,SOU",2.7,4.8,2.6,1.7,3.1,3.2,4.2,2.7,4.3,3.1,32.4
"ARS,CHE,SHU,WOL",3.2,4.3,2.6,1.6,2.6,4.3,3.1,2.7,3.7,4.3,32.4
"CRY,EVE,FUL,MUN",5.6,1.8,3,4.5,3.2,2.4,3,3.7,2.3,2.9,32.4
"CRY,EVE,LIV,SOU",2.7,4,3.4,2.4,3.7,2.7,3.9,2.8,3.9,2.9,32.4
"AVL,BHA,CHE,WOL",3.6,3.4,2.8,1.6,3.2,2.2,3.1,3.2,3.3,6,32.4
"CRY,FUL,MUN,WOL",4.3,2.8,3.3,3.8,3.2,2.3,1.8,3.7,2.8,4.4,32.4
"LIV,MUN,SHU,WOL",3.1,2.6,3.1,2.6,2.6,2.6,3.6,5.8,3.3,3.1,32.4
"MUN,NEW,SOU,WOL",3.2,2.3,4.2,1.7,3.6,3.2,2.7,3.7,3.3,4.5,32.4
"ARS,CHE,EVE,LEI",2.7,2.8,2.8,2.2,3.8,6,3.8,2.7,3.3,2.3,32.4
"ARS,CHE,FUL,WOL",3.2,4.5,2.8,1.6,3.8,2.3,1.8,2.7,3.7,6,32.4
"ARS,SHU,TOT,WOL",3.2,4.3,2.7,2.2,2.6,3.7,2.2,2.8,4.4,4.3,32.4
"AVL,CHE,EVE,LEI",3.1,2.5,2.8,2.3,3.8,4.5,3.8,4.3,3,2.3,32.4
"BHA,CHE,CRY,NEW",4.3,3.4,3.2,2.8,2.8,2.3,4.3,2.7,3.7,2.9,32.4
"BHA,EVE,LEI,LIV",2.6,2.8,4.4,3.3,2.7,2.2,3.8,4.9,3.4,2.3,32.4
"BHA,LEI,WHU,WOL",2.8,3.7,6.1,3.2,2.7,2.2,2.6,2.9,3.9,2.3,32.4
"BHA,MUN,SOU,WOL",3.2,2.7,4.2,1.7,3.2,2.2,2.7,3.3,2.7,6.5,32.4
"BHA,SHU,TOT,WOL",3.7,3.7,2.7,3.2,2.2,2.2,2.2,3.3,4.4,4.8,32.4
"BUR,LEI,MUN,SOU",2.7,2.6,4.2,2.8,2.7,4.9,3.7,3.3,1.7,3.8,32.4
"CHE,CRY,LEI,WBA",3.1,4.3,3.2,3.3,2.7,3.4,3.3,2.7,4.2,2.2,32.4
"CHE,EVE,LIV,SOU",2.7,4,2.8,1.7,4.8,3.2,3.9,2.7,3.3,3.3,32.4
"CHE,FUL,LEE,SOU",3.2,2.8,2.8,1.7,4.5,2.8,2.9,2.6,3.8,5.3,32.4
"CHE,FUL,LEI,MCI",3.1,3.8,2.8,2.6,3.3,3.3,2.8,4.3,3.8,2.6,32.4
"CHE,SHU,TOT,WOL",3.6,4.8,2.6,1.6,2.6,3.7,2.2,2.7,4.3,4.3,32.4
"CRY,EVE,LEE,SOU",3.9,1.8,3.3,2.4,4.4,3.2,3.9,2.7,3.9,2.9,32.4
"CRY,EVE,NEW,WOL",4.3,2.5,3.4,2.3,3.2,2.7,2.8,4.4,3.9,2.9,32.4
"CRY,FUL,MUN,SOU",3.9,2.8,3.3,3.9,3.2,2.4,2.9,2.8,2.8,4.4,32.4
"CRY,LEI,MUN,TOT",3.2,2.6,3.2,5.5,2.7,3.8,3.2,2.8,3.2,2.2,32.4
"EVE,FUL,LEE,SOU",4.5,1.8,3,2.4,5,2.8,2.9,2.7,3.5,3.8,32.4
"FUL,LIV,MUN,WOL",3.1,2.8,3.3,2.6,3.6,2.3,1.8,5.3,2.8,4.8,32.4
"LEE,SHU,WHU,WOL",3.3,2.6,3.1,4.3,2.6,3.1,3.8,2.3,4.5,2.8,32.4
"LEI,MUN,WHU,WOL",2.8,2.6,4.8,3.3,3.1,4.8,2.6,3.3,2.8,2.3,32.4
"ARS,LEI,MUN,WOL",2.7,2.6,4.8,2.2,3.1,4.3,2.6,3.7,2.7,3.8,32.5
"ARS,MUN,SHU,WOL",3.2,2.6,3.1,2.2,2.6,4.3,3.8,3.7,2.7,4.3,32.5
"BUR,LEE,SHU,WOL",4.8,2.6,3.1,2.7,2.2,3.1,3.8,3.2,3.4,3.6,32.5
"LEE,SHU,TOT,WOL",3.7,2.6,2.7,4.3,2.6,3.1,2.2,2.7,5,3.6,32.5
"AVL,BHA,LEI,SOU",2.7,3.3,3.9,3.3,2.7,2.4,3.7,3.3,3.4,3.8,32.5
"BHA,FUL,LEI,WHU",2.8,3.7,4.6,4.9,2.7,1.9,2.8,2.9,3.9,2.3,32.5
"CHE,LEI,MUN,WBA",3.1,2.6,3.1,3.3,3.1,5.5,3.3,3.6,2.6,2.3,32.5
"CHE,LIV,MUN,WBA",3.1,3.3,3.1,2.6,3.8,3.3,3.8,3.6,2.6,3.3,32.5
"CHE,MUN,NEW,WOL",3.6,2.3,3.1,1.6,3.6,4.8,2.8,3.6,2.6,4.5,32.5
"EVE,LEE,LEI,LIV",2.6,1.8,3.3,3.3,3.6,3.1,3.8,4.3,4.4,2.3,32.5
"ARS,CRY,EVE,MUN",3.9,1.8,3.3,2.9,3.2,4.4,5,2.8,2.3,2.9,32.5
"ARS,CRY,LEI,MUN",2.7,2.6,3.7,3.9,2.7,4.4,4.8,2.8,2.7,2.2,32.5
"ARS,FUL,LEI,WOL",2.7,3.8,4.5,2.2,3.1,2.3,1.8,4.4,3.9,3.8,32.5
"ARS,SHU,SOU,WOL",2.8,4.3,3.7,1.7,2.6,3.2,2.7,2.8,4.4,4.3,32.5
"AVL,CHE,FUL,LEI",3.1,3.3,2.8,3.3,3.3,2.5,2.8,4.3,3.3,3.8,32.5
"AVL,CHE,LEI,WBA",3.1,3.3,2.8,3.3,3.3,3.5,3.3,4.3,3.3,2.3,32.5
"AVL,CRY,SOU,WOL",3.2,4.5,3.4,1.7,3.2,2.7,2.7,2.8,3.9,4.4,32.5
"AVL,MUN,WHU,WOL",3.3,2.3,3.3,3.8,3.6,2.8,3.3,3.3,2.3,4.5,32.5
"BHA,CHE,NEW,WOL",3.6,3.4,4.3,1.6,3.2,2.2,2.8,3.2,3.7,4.5,32.5
"BHA,EVE,MUN,SOU",5,1.8,3.3,2.4,3.2,2.8,3.9,3.3,2.3,4.5,32.5
"BHA,EVE,TOT,WHU",3.4,2.9,2.9,3.9,3.9,3.3,3.4,2.4,3.4,3,32.5
"BHA,LEI,SHU,WOL",3.1,3.6,4.3,3.2,2.1,2.2,2.6,4.9,4.4,2.1,32.5
"BUR,FUL,LEI,WOL",3.1,3.8,4,2.7,2.7,2.3,1.8,4.9,2.9,4.3,32.5
"CHE,CRY,NEW,WOL",3.6,5.6,3.2,1.6,3.2,2.7,2.8,2.7,4.2,2.9,32.5
"CHE,EVE,FUL,TOT",3.7,3,2.7,2.3,4.5,3.4,2.4,2.7,3.3,4.5,32.5
"CHE,EVE,LEE,WBA",4.9,1.8,2.8,2.3,4.5,3.8,3.5,2.6,3.3,3,32.5
"CHE,EVE,LEI,WBA",3.1,2.8,2.8,2.3,3.3,5,3.3,4.3,3.3,2.3,32.5
"CHE,EVE,NEW,WOL",3.6,2.5,2.8,1.6,4.3,4.3,2.8,4.3,3.3,3,32.5
"CHE,FUL,NEW,SOU",3.2,3.5,2.8,1.7,4.5,2.9,2.9,2.7,3.8,4.5,32.5
"CHE,LEI,SOU,WOL",2.7,4.8,3.7,1.6,3.1,3.2,2.6,2.7,4.3,3.8,32.5
"CHE,MUN,SOU,WOL",3.2,3.8,3.1,1.6,3.6,3.2,2.7,2.7,2.6,6,32.5
"CHE,MUN,TOT,WOL",3.6,3.8,2.7,1.6,3.6,3.7,2.2,2.7,2.6,6,32.5
"CRY,FUL,NEW,SOU",3.9,3.5,3.4,2.9,3.4,2.4,2.9,2.8,4.4,2.9,32.5
"EVE,FUL,LEI,WHU",2.8,2.8,3,4,3.3,4,2.8,4,3.5,2.3,32.5
"EVE,FUL,LIV,MUN",4.4,1.8,3,3.3,3.8,2.3,3,5.3,2.3,3.3,32.5
"FUL,LEI,SOU,WOL",2.7,3.8,3.9,1.7,3.1,2.3,1.8,4.4,4.5,4.3,32.5
"LEE,MUN,TOT,WOL",3.7,1.6,3.2,3.8,3.6,3.1,2.2,2.7,3.3,5.3,32.5
"ARS,FUL,LEI,MUN",2.7,2.6,3.3,3.9,3.1,4,2.8,3.7,2.7,3.8,32.6
"BHA,CHE,LEI,MCI",3.1,3.7,4.2,2.6,2.7,3.2,3.6,3.2,3.7,2.6,32.6
"BHA,LEE,LEI,SOU",2.7,2.6,4.2,3.3,2.7,2.7,3.7,2.7,4.9,3.1,32.6
"CRY,LEE,MUN,WOL",4.3,1.6,3.6,3.8,3.2,2.7,3.8,2.7,3.2,3.7,32.6
"MUN,SHU,TOT,WOL",3.7,2.6,2.7,3.8,2.6,3.7,2.2,3.7,3.3,4.3,32.6
"ARS,CHE,CRY,FUL",3.2,4.5,2.8,2.2,3.4,2.4,3.3,2.7,3.7,4.4,32.6
"AVL,BUR,CHE,LEI",3.1,3.3,2.8,2.7,2.7,4.5,4.1,3.2,2.4,3.8,32.6
"BHA,EVE,SOU,WHU",2.9,2.9,3.9,2.4,5,2.8,3.9,2.4,3.4,3,32.6
"BUR,CHE,LEE,WOL",3.6,4.3,3.1,1.6,3.2,3.1,3.1,2.6,2.7,5.3,32.6
"BUR,EVE,SHU,WOL",4.8,2.8,2.8,2.3,2.2,4.3,2.8,5.4,2.4,2.8,32.6
"BUR,EVE,SOU,WOL",3.2,4,3.9,1.7,3.2,3.2,2.7,3.3,2.4,5,32.6
"BUR,FUL,LEI,WHU",2.8,3.8,4,4.4,2.7,4,2.8,2.9,2.9,2.3,32.6
"CHE,EVE,TOT,WOL",3.6,4,2.7,1.6,4.3,3.7,2.2,2.7,3.3,4.5,32.6
"CHE,FUL,SOU,WBA",3.2,4.5,2.8,1.7,4,2.9,2.5,2.7,3.8,4.5,32.6
"EVE,FUL,LIV,TOT",3.2,3,2.9,3.3,4.3,2.3,2.4,4.4,3.5,3.3,32.6
"EVE,LEE,LEI,TOT",3.2,1.8,2.9,4,3.8,4.2,3.2,2.7,4.5,2.3,32.6
"LEI,MUN,SOU,WHU",2.7,2.6,4.2,3.4,3.1,5.4,3.7,2.4,2.8,2.3,32.6
"NEW,SHU,SOU,WOL",3.2,3.3,3.7,1.7,2.6,3.2,2.7,4.4,5,2.8,32.6
"ARS,AVL,CRY,WOL",3.2,4,3.4,2.2,3.2,2.7,3.3,2.8,3.4,4.4,32.6
"ARS,CHE,FUL,SHU",3.2,3.8,2.6,2.2,2.8,4,3.3,2.7,3.7,4.3,32.6
"ARS,CRY,FUL,NEW",3.9,3.5,3.4,3.4,3.4,2.4,3,2.8,3.9,2.9,32.6
"ARS,CRY,LEI,SOU",2.7,4.3,4.3,2.3,2.7,3.3,3.7,2.8,4.3,2.2,32.6
"AVL,EVE,WHU,WOL",3.3,2.5,3,2.3,5.4,2.8,2.8,4.5,3,3,32.6
"AVL,LEI,SHU,WOL",3.1,3.3,2.8,3.3,2.1,2.8,2.6,6.5,4,2.1,32.6
"BHA,CHE,LIV,MUN",3.1,2.7,3.1,2.6,3.2,2.2,5.1,3.2,2.6,4.8,32.6
"BHA,CRY,FUL,LEI",3.8,3.7,3.4,4.9,2.7,1.9,2.8,3.3,3.9,2.2,32.6
"BHA,CRY,LEI,TOT",3.2,3.7,3.3,4.9,2.7,2.3,3.2,2.8,4.3,2.2,32.6
