COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM
"ARS,CHE,MCI,SOU",2.8,5.5,3.7,1.7,5.4,4.2,3.7,2.7,3.7,4.8,38.2
"BHA,BUR,MCI,SHU",6.6,3.7,3.8,3.7,2.2,3.2,5.3,3.8,2.8,3.1,38.2
"CRY,TOT,WBA,WHU",3.4,5.5,3.3,6.6,3.4,3.4,2.9,2.4,4.4,2.9,38.2
"LIV,NEW,SHU,WHU",2.8,3.3,4.2,3.8,3.1,4.9,4.8,4,4.5,2.8,38.2
"ARS,AVL,MCI,WHU",2.9,4,4.4,3.2,6.5,3.8,4.3,2.4,3.4,3.3,38.2
"ARS,BUR,WHU,WOL",2.9,6,5.5,2.2,3.2,4.3,4.4,2.4,2.8,4.5,38.2
"ARS,MCI,SHU,WBA",4.4,4.3,4.2,3.2,2.8,4.3,3.3,4.5,4.4,2.8,38.2
"AVL,EVE,SHU,WBA",6.1,2.5,2.8,4.5,2.8,3.5,3.5,6.7,3,2.8,38.2
"AVL,FUL,MUN,SHU",6.1,2.3,2.8,6.5,2.6,2.5,3.5,5.3,2.3,4.3,38.2
"AVL,FUL,NEW,TOT",4.9,3,2.9,5.6,4.5,2.5,2.4,4.4,3.5,4.5,38.2
"AVL,LEE,LIV,MUN",6.3,1.6,3.3,4.8,4.1,2.8,5.3,3.6,2.3,4.1,38.2
"BHA,LIV,MCI,SHU",4.3,3.7,4.2,3.6,2.2,2.2,4.6,5.9,4.4,3.1,38.2
"BHA,MCI,WBA,WOL",4.9,4.4,5.9,2.6,3.2,2.2,2.3,5,4.4,3.3,38.2
"BUR,CHE,MCI,WHU",3.3,6.9,3.8,2.6,3.9,5.3,4.1,2.3,2.7,3.3,38.2
"BUR,CRY,NEW,WHU",4,5,4.4,3.9,2.8,4.4,5.5,2.4,2.9,2.9,38.2
"BUR,EVE,NEW,WBA",6.1,2.5,4,3.4,3.4,5,3.5,4.9,2.4,3,38.2
"BUR,LEE,MCI,SHU",8,2.6,3.1,3.7,2.2,4.1,4.8,3.2,3.4,3.1,38.2
"CRY,MCI,NEW,SOU",3.9,4.5,4.3,2.7,4.3,3.3,3.7,2.8,5.8,2.9,38.2
"CRY,NEW,TOT,WBA",4.4,4,3.3,5,3.4,3.4,2.9,2.8,6.1,2.9,38.2
"FUL,MCI,NEW,SOU",4.4,3.5,3.9,2.7,4.9,2.9,2.8,4.4,5.4,3.3,38.2
"LEE,LIV,MCI,SHU",4.3,2.6,3.1,3.6,3.1,3.1,4.6,5.3,5.4,3.1,38.2
"ARS,BUR,MUN,WHU",2.9,3.3,4.3,3.3,3.2,6,6.6,2.4,1.7,4.5,38.2
"ARS,LEE,SHU,WHU",2.9,2.6,3.1,4.9,3.8,4.8,7.1,2.3,3.9,2.8,38.2
"AVL,EVE,FUL,LEE",6.7,1.8,3,5.1,5,2.5,3,4.3,3,3.8,38.2
"AVL,EVE,FUL,NEW",6.1,2.5,3,3.5,5.6,2.5,3,6,3,3,38.2
"AVL,EVE,LEE,WBA",6.7,1.8,3,4.5,5,3.3,3.5,4.4,3,3,38.2
"BHA,BUR,MCI,WOL",5.4,5.3,5.4,2.6,2.8,2.2,2.6,3.8,2.8,5.3,38.2
"BHA,BUR,MUN,WBA",6.7,2.7,4.3,4.3,2.8,2.9,4.5,3.8,1.7,4.5,38.2
"BHA,LIV,MCI,WOL",3.1,5.3,5.8,2.6,3.2,2.2,2.6,5.4,4.4,3.6,38.2
"BUR,CHE,LEE,MCI",6.8,4.2,3.1,2.6,3.9,4.1,4.1,2.6,2.7,4.1,38.2
"BUR,NEW,SOU,TOT",3.3,4.5,3.8,2.8,3.9,4.3,3.3,2.8,4.4,5.1,38.2
"CHE,LEI,MCI,NEW",3.1,3.3,4.2,2.6,3.8,5.8,3.6,4.3,5.2,2.3,38.2
"CRY,NEW,SHU,WHU",4,3.3,3.2,5.5,2.2,5,5.5,2.4,4.4,2.7,38.2
"EVE,NEW,TOT,WBA",4.9,2.5,2.9,3.5,4.5,4.4,2.9,4.4,5.2,3,38.2
"FUL,MCI,NEW,WHU",4.5,3.5,4.4,3.8,4.9,3.3,2.8,4,4,3,38.2
"FUL,MCI,WBA,WOL",4.9,4.5,4.4,2.6,3.8,2.3,1.8,6.1,4.5,3.3,38.2
"LIV,TOT,WBA,WHU",2.8,5.5,4.3,4.8,4.3,3.3,2.9,2.4,4.9,3,38.2
"BUR,CRY,MCI,NEW",5.5,4.9,4.4,3.7,2.8,3.7,3.8,3.3,3.3,2.9,38.3
"BUR,LIV,MCI,TOT",3.2,6.4,3.9,3.6,3.7,3.6,3.2,3.3,3.8,3.6,38.3
"CRY,MCI,NEW,TOT",4.4,4.5,3.3,3.8,3.9,3.7,3.2,2.8,5.8,2.9,38.3
"LEE,MUN,NEW,SHU",6,1.6,3.1,5,2.6,5.3,5,3.6,3.3,2.8,38.3
"ARS,AVL,MUN,NEW",4.4,2.3,3.3,3.4,5.4,4.5,4.5,3.7,2.3,4.5,38.3
"ARS,MCI,NEW,WOL",3.2,4,5.9,2.2,4.7,3.6,2.6,4.4,4.4,3.3,38.3
"AVL,BHA,MUN,WBA",6.7,2.3,3.3,5.4,3.2,2.4,4,4.2,2.3,4.5,38.3
"AVL,LEE,SHU,TOT",4.9,2.3,2.7,7.6,3.3,3.3,3.9,2.7,4,3.6,38.3
"ARS,AVL,SOU,WHU",2.8,4,3.9,2.3,7.2,3.4,4.4,2.4,3.4,4.5,38.3
"ARS,BHA,NEW,WBA",4.4,3.4,7.2,3.4,3.4,2.9,3.5,3.3,3.8,3,38.3
"ARS,BHA,WBA,WHU",2.9,4.4,6.7,3.8,3.4,2.9,5,2.4,3.8,3,38.3
"ARS,CRY,WBA,WHU",2.9,5,5,4.4,3.4,3.4,5,2.4,3.9,2.9,38.3
"ARS,LIV,NEW,SOU",2.7,4,5.3,2.3,6,3.2,3.9,2.8,4.8,3.3,38.3
"AVL,BHA,BUR,WBA",6.7,3.4,4,4.3,2.8,2.4,4,3.8,2.4,4.5,38.3
"AVL,BHA,EVE,MCI",7.2,2.5,3,3.3,4.3,2.4,3.8,5.5,3,3.3,38.3
"AVL,BHA,FUL,SHU",6.1,3.3,2.8,5.9,2.2,1.9,3.5,4.9,3.4,4.3,38.3
"AVL,BHA,FUL,TOT",5,3.4,2.9,6,3.4,1.9,2.4,3.3,3.4,6.6,38.3
"AVL,BHA,LEE,NEW",6.6,2.3,3.3,4.4,4.4,2.4,4.5,3.2,3.4,3.8,38.3
"AVL,EVE,MUN,SHU",6.6,1.8,2.8,4.5,2.6,4.5,4.5,5.9,2.3,2.8,38.3
"AVL,LEE,LIV,NEW",4.3,2.3,3.3,3.8,5.3,2.8,4.5,4.3,4.4,3.3,38.3
"AVL,LIV,SHU,WBA",4.3,3.3,2.8,4.8,2.8,2.8,4,6.7,4,2.8,38.3
"BHA,BUR,CRY,WHU",4,5.4,4.4,4.3,2.8,2.3,7,2.4,2.8,2.9,38.3
"BHA,BUR,MCI,SOU",5,4.9,4.9,2.7,2.8,2.8,3.7,3.3,2.8,5.4,38.3
"BHA,BUR,NEW,WBA",6.1,3.4,6.1,3.9,2.8,2.9,3.5,3.8,2.8,3,38.3
"BHA,BUR,NEW,WHU",4.5,3.4,5.6,3.9,2.8,3.9,5.5,2.9,2.8,3,38.3
"BHA,BUR,TOT,WHU",3.4,4.9,3.9,4.3,2.8,3.3,4.9,2.4,2.8,5.6,38.3
"BHA,BUR,WBA,WHU",4.6,4.4,5.6,4.3,2.8,2.9,5,2.9,2.8,3,38.3
"BHA,EVE,MCI,WBA",6.7,2.9,4.4,3.3,3.4,2.9,3.3,5,3.4,3,38.3
"BHA,EVE,NEW,WBA",6.1,2.5,5.1,3.5,3.4,2.9,3.5,4.9,3.4,3,38.3
"BHA,MCI,SOU,WBA",4.5,4.4,5.3,2.7,3.4,2.8,3.3,3.3,5.3,3.3,38.3
"BUR,NEW,TOT,WBA",4.9,4,3.9,3.9,3.4,4.4,2.9,3.3,4.6,3,38.3
"CHE,LEI,NEW,WBA",3.1,3.3,4.9,2.8,3.3,5.5,3.3,4.3,5.5,2.3,38.3
"CRY,FUL,MCI,WBA",5.6,4.5,3.4,4.8,3.4,2.4,2.5,4.4,4.4,2.9,38.3
"CRY,LEE,MCI,WBA",5.6,3.3,3.7,4.8,3.4,3.2,3.3,2.7,5.4,2.9,38.3
"CRY,LEE,WBA,WHU",4,3.3,3.7,6.6,3.4,3.2,4.5,2.3,4.4,2.9,38.3
"CRY,LIV,MCI,SHU",3.8,5.2,3.2,3.6,2.2,2.7,4.6,5.4,4.9,2.7,38.3
"FUL,LEE,NEW,WBA",6.1,2.3,3.3,5,4,2.8,2.5,4.3,5,3,38.3
"LEI,LIV,WBA,WHU",2.6,4.3,6,4.3,3.3,3.3,3.3,4,4.9,2.3,38.3
"MCI,MUN,SHU,WBA",6.1,2.6,3.1,4.8,2.6,4.3,3.3,5.4,3.3,2.8,38.3
"MCI,SHU,SOU,WBA",4.4,4.3,3.7,2.7,2.8,3.9,3.3,4.5,5.9,2.8,38.3
"NEW,SOU,TOT,WBA",3.3,4,3.8,2.9,4.5,3.9,2.9,2.8,7.2,3,38.3
"SOU,TOT,WBA,WHU",2.9,5.5,3.8,3.9,4.5,3.9,2.9,2.4,5.5,3,38.3
"AVL,CRY,SHU,WBA",5.5,3.3,2.8,6.5,2.2,2.9,4,4.5,3.9,2.7,38.3
"BHA,BUR,MUN,TOT",5.5,2.7,3.2,4.3,2.8,3.3,4.4,3.3,1.7,7.1,38.3
"BUR,CHE,MCI,NEW",4.8,4.9,3.8,2.6,3.9,5.3,3.8,3.2,2.7,3.3,38.3
"CHE,LIV,MCI,WOL",3.1,7.4,4.2,1.6,4.1,2.6,2.6,4.8,4.3,3.6,38.3
"CRY,LIV,TOT,WHU",2.8,6.6,3.3,5.4,3.7,2.7,4.2,2.4,4.4,2.9,38.4
"AVL,LEI,NEW,WHU",2.8,3,4.6,4.5,4.9,5,3.8,4,3.5,2.3,38.4
"BUR,FUL,MCI,WBA",6.2,4.5,4,3.7,3.4,3,2.5,4.9,2.9,3.3,38.4
"BUR,SHU,WBA,WHU",4.5,4.3,3.8,4.9,2.2,5,5.1,2.9,2.9,2.8,38.4
"CRY,MCI,SHU,WHU",4,5.2,3.2,5.3,2.2,3.7,5.3,2.4,4.4,2.7,38.4
"EVE,LEI,NEW,WHU",2.8,2.5,4.6,3.5,4.9,6.5,3.8,4,3.5,2.3,38.4
"EVE,MCI,NEW,WOL",4.8,2.5,4.4,2.3,4.7,3.6,2.6,6.5,4,3,38.4
"LEI,MCI,NEW,WOL",3.1,3.3,5.9,2.6,3.1,3.6,2.6,6,5.9,2.3,38.4
"LEI,NEW,TOT,WHU",2.8,3.3,4.5,4.5,3.8,5.9,3.2,2.4,5.7,2.3,38.4
"ARS,AVL,BHA,WHU",2.9,3.4,4.6,3.8,5,2.4,6,2.4,3.4,4.5,38.4
"ARS,AVL,LEE,WHU",2.9,2.3,3.3,5,6.6,3.3,5.5,2.3,3.4,3.8,38.4
"ARS,BHA,TOT,WHU",2.9,4.4,4.5,3.8,3.9,3.3,4.9,2.4,3.8,4.5,38.4
"ARS,LEE,MCI,WHU",2.9,3.3,4.7,3.2,5.9,4.1,4.8,2.3,3.9,3.3,38.4
"ARS,LEE,NEW,WBA",4.4,2.3,5.4,3.4,5,3.8,3.5,2.7,4.9,3,38.4
"ARS,LEI,NEW,SOU",2.7,3.3,6,2.3,5,4.9,3.7,2.8,5.4,2.3,38.4
"AVL,BHA,BUR,CRY",6.1,3.4,3.4,4.3,2.8,2.3,6,3.3,2.4,4.4,38.4
"AVL,BHA,BUR,FUL",6.7,3.4,3,4.3,2.8,1.9,3.5,3.8,2.4,6.6,38.4
"AVL,BUR,CRY,MCI",7.5,4.9,3.4,3.7,2.8,2.9,4.3,3.3,2.4,3.2,38.4
"AVL,BUR,EVE,LEE",8.6,1.8,3,3.4,4.4,3.3,4.5,3.2,2.4,3.8,38.4
"AVL,EVE,LIV,NEW",4.3,2.5,3,3.3,5.9,2.8,4,6.6,3,3,38.4
"AVL,FUL,MUN,WBA",6.2,2.3,3,6,3.8,2.5,2.5,5.3,2.3,4.5,38.4
"BHA,NEW,SHU,WHU",4.5,3.3,4.4,4.4,2.2,4.5,5.5,2.9,3.9,2.8,38.4
"BUR,CRY,TOT,WHU",3.4,6.5,3.3,5.5,2.8,3.8,4.9,2.4,2.9,2.9,38.4
"BUR,LEE,MUN,WBA",8.1,1.6,3.6,4.9,3.2,3.8,4.5,3.2,1.7,3.8,38.4
"BUR,LEE,MUN,WHU",6.5,1.6,3.6,4.9,3.2,4.8,6,2.3,1.7,3.8,38.4
"CRY,SHU,TOT,WHU",3.4,4.8,2.7,7.1,2.2,3.8,4.9,2.4,4.4,2.7,38.4
"EVE,FUL,MCI,NEW",6.1,2.5,3,3.3,4.9,3.3,2.8,6,3.5,3,38.4
"FUL,MCI,NEW,TOT",4.9,3.5,2.9,3.8,4.5,3.3,2.4,4.4,5.4,3.3,38.4
"MCI,SOU,TOT,WOL",3.2,6,3.8,1.7,4.3,3.2,2.2,2.8,5.9,5.3,38.4
"ARS,LEI,LIV,MCI",2.6,4.3,5.8,3.2,3.6,3.6,3.6,4.4,4.8,2.6,38.5
"AVL,BHA,FUL,MUN",6.7,2.3,3,5.4,3.2,1.9,3.5,4.2,2.3,6,38.5
"AVL,FUL,LEE,SHU",6.1,2.3,2.8,7.1,2.8,2.5,3.5,4.3,3.5,3.6,38.5
"BUR,LIV,NEW,WHU",2.8,5,5.4,3.7,3.7,4.3,4.8,2.9,2.9,3,38.5
"BUR,MCI,MUN,TOT",6.9,3.8,3.2,3.7,3.2,4.7,3.2,3.3,1.7,4.8,38.5
"MCI,MUN,TOT,WBA",5,3.3,3.2,4.8,3.8,4.3,2.9,3.7,4.2,3.3,38.5
"ARS,BUR,MCI,WBA",4.5,5,5.4,3.2,3.4,4.3,3.3,3.3,2.8,3.3,38.5
"ARS,BUR,WBA,WHU",2.9,5,5.6,3.3,3.4,5,5.1,2.4,2.8,3,38.5
"ARS,CRY,TOT,WHU",2.9,5.5,3.3,5,3.9,3.8,4.9,2.4,3.9,2.9,38.5
"ARS,LIV,MCI,TOT",2.7,5.5,4.3,3.2,4.8,3.6,3.2,2.8,4.8,3.6,38.5
"ARS,SHU,WBA,WHU",2.9,4.3,4.4,4.4,2.8,5,5.6,2.4,3.9,2.8,38.5
"AVL,BHA,FUL,MCI",6.7,3.4,3,4.2,3.4,1.9,2.8,4.9,3.4,4.8,38.5
"AVL,CRY,LIV,MCI",3.8,4.9,3.4,3.6,3.7,2.7,4.3,5,3.9,3.2,38.5
"AVL,LIV,MCI,SOU",2.7,4.5,3.9,2.7,5.2,2.8,3.7,5,4.4,3.6,38.5
"BUR,EVE,MCI,MUN",8.6,1.8,3.3,3.3,3.2,5.3,3.8,4.2,1.7,3.3,38.5
"BUR,NEW,SHU,WHU",4.5,3.3,3.8,3.9,2.2,6.6,5.6,2.9,2.9,2.8,38.5
"CHE,LIV,MCI,WHU",2.8,7,4.2,2.6,4.8,3.6,4.1,2.3,3.8,3.3,38.5
"CRY,LEE,TOT,WBA",4.4,3.3,3.2,7.1,3.4,3.2,2.9,2.7,5.4,2.9,38.5
"LEE,MCI,MUN,WHU",6.5,1.6,3.6,4.8,4.7,4.1,4.8,2.3,2.8,3.3,38.5
"MUN,NEW,SHU,WHU",4.5,2.3,3.1,5,2.6,7.1,5,3.3,2.8,2.8,38.5
"ARS,AVL,BHA,MCI",5,3.4,4.4,3.2,4.3,2.4,4.3,3.3,3.4,4.8,38.5
"ARS,BUR,LEE,WHU",2.9,3.3,4.3,3.3,4.4,4.8,6.6,2.3,2.8,3.8,38.5
"ARS,CRY,SHU,WHU",2.9,4.3,3.2,4.9,2.2,4.4,7.6,2.4,3.9,2.7,38.5
"ARS,LEE,TOT,WHU",2.9,3.3,3.2,5,5.5,4.2,4.4,2.3,3.9,3.8,38.5
"ARS,MUN,NEW,WHU",2.9,2.3,4.9,3.4,5.4,6.5,5,2.4,2.7,3,38.5
"AVL,BHA,LEE,WHU",5.1,2.3,3.3,6,4.4,2.4,5.5,2.3,3.4,3.8,38.5
"AVL,CRY,LEE,NEW",5.5,2.3,3.3,6.1,4.4,2.9,4.5,2.7,3.9,2.9,38.5
"AVL,EVE,LEE,SHU",6.6,1.8,2.8,5,3.8,3.3,4.5,4.9,3,2.8,38.5
"AVL,LIV,MCI,MUN",6.3,2.3,3.3,3.6,4.1,2.8,4.3,5.9,2.3,3.6,38.5
"BHA,MCI,NEW,SOU",4.4,3.4,5.3,2.7,4.3,2.8,3.7,3.3,5.3,3.3,38.5
"BUR,EVE,MCI,WHU",5.1,4.4,4,3.3,4.3,5.3,3.8,2.9,2.4,3,38.5
"LEE,MCI,SOU,TOT",3.3,3.8,3.2,2.7,5.4,3.7,3.2,2.7,6.4,4.1,38.5
"LEI,MCI,MUN,WBA",4.4,2.6,4.7,4.3,3.1,4.3,3.3,5.3,4.2,2.3,38.5
"LIV,NEW,SOU,WHU",2.7,4.5,5.3,2.7,5.9,3.2,3.9,2.4,4.9,3,38.5
"MCI,SHU,WBA,WOL",4.8,4.3,4.2,2.6,2.6,3.3,2.3,6.6,5,2.8,38.5
"LIV,MCI,SHU,WOL",3.1,5.2,4.2,2.6,2.6,2.6,2.6,7.5,5,3.1,38.5
"ARS,LIV,MCI,SHU",2.7,4.3,4.2,3.2,3.1,3.6,4.6,5.4,4.4,3.1,38.6
"ARS,MCI,SHU,WHU",2.9,4.3,4.2,3.2,3.7,5.3,5.9,2.4,3.9,2.8,38.6
"AVL,BHA,CRY,LEE",6.1,2.3,3.3,6.5,2.8,2.3,5.5,2.7,3.4,3.7,38.6
"AVL,LEE,TOT,WHU",3.4,2.3,2.9,7.7,5.5,3.3,3.9,2.3,3.5,3.8,38.6
"BHA,MCI,NEW,SHU",6,3.3,4.2,3.8,2.2,3.2,3.8,4.9,4.4,2.8,38.6
"BHA,MCI,NEW,TOT",4.9,3.4,4.3,3.8,3.9,3.2,3.2,3.3,5.3,3.3,38.6
"EVE,LEE,MCI,MUN",8.6,1.6,3.3,3.3,4.7,4.1,3.8,3.6,2.3,3.3,38.6
"ARS,AVL,LIV,MCI",2.7,4,4.4,3.2,5.2,2.8,4.3,5,3.4,3.6,38.6
"ARS,BHA,MCI,WBA",4.5,4.4,6.5,3.2,3.4,2.9,3.3,3.3,3.8,3.3,38.6
"ARS,BUR,CHE,MCI",3.2,5.9,3.8,2.2,3.9,5.3,4.1,2.7,2.7,4.8,38.6
"ARS,BUR,LEE,MUN",6.4,1.6,3.6,3.3,3.2,4.8,6,2.7,1.7,5.3,38.6
"AVL,BHA,FUL,WBA",6.2,3.4,3,5.4,3.4,1.9,2.5,4.9,3.4,4.5,38.6
"AVL,EVE,FUL,MCI",6.7,2.5,3,3.3,4.9,2.5,2.8,6.6,3,3.3,38.6
"AVL,MCI,MUN,WHU",6.5,2.3,3.3,4.8,4.7,3.8,4.3,3.3,2.3,3.3,38.6
"AVL,MCI,SHU,WHU",4.5,3.3,2.8,5.3,3.7,3.8,4.3,4.6,3.5,2.8,38.6
"AVL,MUN,NEW,SHU",6,2.3,2.8,5,2.6,5,4.5,5.3,2.3,2.8,38.6
"AVL,MUN,NEW,WHU",4.5,2.3,3.3,5,5.4,5,4.5,3.3,2.3,3,38.6
"BHA,FUL,MCI,WBA",6.2,3.9,4.4,4.2,3.4,1.9,2.5,4.9,3.9,3.3,38.6
"BHA,FUL,NEW,WBA",6.1,3.4,5.1,4.4,3.4,1.9,2.5,4.9,3.9,3,38.6
"BHA,MCI,WBA,WHU",4.6,4.4,6,4.2,3.4,2.9,3.3,2.9,3.9,3,38.6
"BHA,NEW,WBA,WHU",4.5,3.4,6.7,4.4,3.4,2.9,3.5,2.9,3.9,3,38.6
"BUR,CRY,LIV,MCI",3.8,6.9,4.4,3.6,2.8,2.7,4.6,3.3,3.3,3.2,38.6
"BUR,CRY,MCI,MUN",7.5,4.2,3.7,3.7,2.8,3.7,4.8,3.3,1.7,3.2,38.6
"BUR,CRY,MCI,WBA",5.6,5.9,4.4,3.7,2.8,3.4,3.3,3.3,3.3,2.9,38.6
"CRY,LIV,NEW,WBA",3.8,4,4.8,3.8,3.4,2.7,3.5,4.4,5.3,2.9,38.6
"CRY,LIV,WBA,WHU",2.8,6.1,4.8,4.8,3.4,2.7,4.3,2.4,4.4,2.9,38.6
"FUL,LEE,MCI,NEW",6.1,2.3,3.3,3.8,4.9,2.8,2.8,4.3,5,3.3,38.6
"LEI,NEW,SOU,WHU",2.7,3.3,5.5,2.9,4.9,5.4,3.7,2.4,5.5,2.3,38.6
"MUN,NEW,WBA,WHU",4.5,2.3,4.9,5,3.8,5.5,3.5,3.3,2.8,3,38.6
"ARS,AVL,BHA,BUR",5,3.4,4,3.3,2.8,2.4,6,3.3,2.4,6,38.6
"ARS,BHA,BUR,TOT",3.3,4.4,3.9,3.3,2.8,3.3,4.9,2.8,2.8,7.1,38.6
"ARS,LEE,MCI,WBA",4.5,3.3,4.7,3.2,4.9,3.8,3.3,2.7,4.9,3.3,38.6
"AVL,BUR,CRY,MUN",7.5,2.3,3.3,4.9,2.8,2.9,5.5,3.3,1.7,4.4,38.6
"AVL,EVE,MCI,WHU",5.1,2.5,3,3.3,6.5,3.8,3.8,4.6,3,3,38.6
"AVL,EVE,SHU,WHU",4.5,2.5,2.8,5,4.4,4.5,4.5,4.6,3,2.8,38.6
"AVL,FUL,NEW,WBA",6.1,3,3,5,4,2.5,2.5,6,3.5,3,38.6
"AVL,MCI,SHU,TOT",4.9,3.3,2.7,5.3,3.3,3.8,3.2,5,4,3.1,38.6
"BHA,LEI,NEW,SHU",4.3,3.3,4.9,4.4,2.1,4.4,3.8,4.9,4.4,2.1,38.6
"BUR,EVE,LEE,MUN",8.6,1.6,3.3,3.4,3.2,4.8,5,3.2,1.7,3.8,38.6
"EVE,NEW,SHU,WHU",4.5,2.5,2.8,3.5,4.4,6.6,4,4,3.5,2.8,38.6
"EVE,NEW,SOU,WBA",4.4,2.5,3.9,2.4,5.7,3.9,3.4,4.4,5,3,38.6
"LEI,NEW,SHU,WHU",2.8,3.3,4.4,4.5,2.1,7.1,3.8,4,4.5,2.1,38.6
"LEI,TOT,WBA,WHU",2.8,4.3,4.5,5.5,3.3,4.4,2.9,2.4,6.2,2.3,38.6
"ARS,CRY,LIV,WHU",2.7,6.1,4.8,3.2,3.7,2.7,6.3,2.4,3.9,2.9,38.7
"AVL,BUR,LEE,SHU",8,2.3,2.8,5.4,2.2,3.3,5.5,3.2,2.4,3.6,38.7
"BUR,MCI,NEW,WOL",4.8,4.9,5.4,2.6,3.2,3.6,2.6,4.9,3.4,3.3,38.7
"CHE,MCI,SOU,TOT",3.2,6,2.7,1.7,5,4.2,3.2,2.7,5.2,4.8,38.7
"EVE,LIV,MCI,WHU",2.8,4.4,4.4,3.3,5.2,3.6,3.8,4.7,3.5,3,38.7
"LEE,LIV,MCI,WHU",2.8,4.2,4.7,3.6,5.2,3.1,4.6,2.3,4.9,3.3,38.7
"LIV,MCI,MUN,NEW",4.3,2.3,4.7,3.6,4.1,3.6,3.8,5.3,3.7,3.3,38.7
"ARS,CHE,LIV,WHU",2.7,6.1,4.2,2.2,4.8,4.3,5.1,2.3,3.7,3.3,38.7
"AVL,BHA,FUL,LEE",6.7,2.3,3,6,3.4,1.9,3.5,3.2,3.4,5.3,38.7
"AVL,BUR,LEE,WBA",8.1,2.3,3.3,4.9,3.4,3.3,4,3.2,2.4,3.8,38.7
"AVL,CRY,MCI,WBA",5.6,4,3.4,4.8,3.4,2.9,3.3,4.5,3.9,2.9,38.7
"AVL,MCI,WBA,WOL",4.9,4,4.4,2.6,3.8,2.8,2.3,6.6,4,3.3,38.7
"BUR,CRY,WBA,WHU",4,6,4.4,4.9,2.8,3.4,5,2.4,2.9,2.9,38.7
"BUR,MCI,MUN,SHU",8,2.6,3.1,3.7,2.2,5.3,4.8,4.2,1.7,3.1,38.7
"BUR,MCI,SHU,WHU",4.5,5.2,3.8,3.7,2.2,5.3,5.4,2.9,2.9,2.8,38.7
"BUR,NEW,WBA,WHU",4.5,4,5.6,3.9,3.4,5,3.5,2.9,2.9,3,38.7
"LEE,MCI,MUN,TOT",6.9,1.6,3.2,4.8,4.3,4.1,3.2,2.7,3.8,4.1,38.7
"MCI,MUN,NEW,WHU",4.5,2.3,4.7,3.8,4.7,5.8,3.8,3.3,2.8,3,38.7
"MCI,SOU,WBA,WOL",3.2,5.5,5.3,1.7,3.8,3.2,2.3,4.5,5.9,3.3,38.7
"ARS,EVE,MCI,WBA",4.5,3.5,4.4,2.9,4.9,4.3,3.3,4.5,3.4,3,38.7
"AVL,FUL,LEE,WBA",6.2,2.3,3,6.6,4,2.5,2.5,4.3,3.5,3.8,38.7
"AVL,LEE,LEI,MCI",6.3,2.3,3.3,4.3,4.2,3.3,3.6,4.3,4.5,2.6,38.7
"AVL,MCI,NEW,WOL",4.8,3,4.4,2.6,4.7,2.8,2.6,6.5,4,3.3,38.7
"BHA,BUR,MUN,WHU",5.1,2.7,4.3,4.3,2.8,3.9,6.5,2.9,1.7,4.5,38.7
"BHA,LEE,MCI,MUN",8.6,1.6,3.6,4.2,3.2,2.7,4.8,3.2,2.7,4.1,38.7
"FUL,LIV,NEW,WBA",4.3,3.5,4.4,3.8,4,2.3,2.5,6,4.9,3,38.7
"FUL,NEW,SHU,WBA",6,3.3,2.8,5,2.8,3,2.5,6,4.5,2.8,38.7
"MCI,WBA,WHU,WOL",3.3,5.9,5.9,2.6,3.8,3.3,2.3,4.1,4.5,3,38.7
"NEW,SOU,TOT,WHU",2.9,4.5,3.8,2.9,6.1,4.3,3.3,2.4,5.5,3,38.7
"ARS,BUR,LIV,MCI",2.7,5.9,5.4,3.2,3.7,3.6,4.6,3.3,2.8,3.6,38.8
"ARS,AVL,MCI,MUN",6.4,2.3,3.3,3.2,4.7,3.8,4.3,3.7,2.3,4.8,38.8
"ARS,BHA,MCI,WHU",2.9,4.4,6,3.2,4.3,3.2,5.3,2.4,3.8,3.3,38.8
"ARS,MCI,TOT,WHU",2.9,5.5,4.3,3.2,5.4,4.7,3.2,2.4,3.9,3.3,38.8
"AVL,CRY,LEE,TOT",4.4,2.3,2.9,8.2,3.9,2.9,3.9,2.7,3.9,3.7,38.8
"AVL,CRY,LEE,WHU",4,2.3,3.3,7.7,4.4,2.9,5.5,2.3,3.5,2.9,38.8
"AVL,FUL,LEE,TOT",5,2.3,2.9,7.7,4.5,2.5,2.4,2.7,3.5,5.3,38.8
"BHA,BUR,MCI,NEW",6.6,3.4,5.4,3.7,2.8,3.2,3.8,3.8,2.8,3.3,38.8
"MCI,NEW,TOT,WOL",3.7,4.5,4.3,2.6,4.3,3.6,2.2,4.4,5.9,3.3,38.8
"ARS,LEI,LIV,NEW",2.6,3.3,6.5,3.2,3.6,4.3,3.8,4.4,4.8,2.3,38.8
"AVL,BHA,LEE,TOT",5.5,2.3,2.9,6.5,3.9,2.4,3.9,2.7,3.4,5.3,38.8
"BHA,MCI,NEW,WHU",4.5,3.4,6,3.8,4.3,3.2,3.8,2.9,3.9,3,38.8
"MCI,NEW,SHU,SOU",4.4,3.3,3.7,2.7,3.7,4.2,3.7,4.4,5.9,2.8,38.8
"ARS,AVL,EVE,MCI",5,2.5,3,2.9,6.5,3.8,3.8,5,3,3.3,38.8
"ARS,BHA,BUR,SHU",4.4,3.7,3.8,3.3,2.2,3.9,7.1,3.3,2.8,4.3,38.8
"ARS,BUR,NEW,WBA",4.4,4,6.1,3.3,3.4,5,3.5,3.3,2.8,3,38.8
