COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVERAGE PER TEAM,STD DEV,AVG * STD DEV
"CRY,FUL,LEE,WHU,WOL",8.9,10.5,8.2,12.1,8.2,5.5,8.3,6.7,8.9,8.7,86,2.15,1.815978463,3.904353695
"BHA,CRY,FUL,NEW,WOL",10.4,9.5,10,8.8,6.6,4.6,7.3,9.3,8.8,10,85.3,2.1325,1.831241231,3.905121924
"ARS,BHA,CRY,FUL,SOU",8.4,9.4,9.4,8.3,8.9,5.2,9.9,6.1,8.2,11.6,85.4,2.135,1.829511167,3.906006342
"EVE,FUL,LIV,MUN,WBA",11.1,6.3,7.7,9.3,8.1,7.3,7.3,12.1,7.2,7.8,84.2,2.105,1.855801714,3.906462607
"CHE,EVE,FUL,MUN,SOU",9.9,6.8,6.1,6.2,10.4,9.4,7.2,8,6.1,11.1,81.2,2.03,1.924577876,3.906893088
"AVL,CRY,EVE,LIV,WOL",9.2,10.6,7.8,8.2,9.1,5.5,8.1,12.2,7.9,7.7,86.3,2.1575,1.811107703,3.907464869
"CHE,LEI,MUN,NEW,TOT",8,7.1,8.1,8.3,8.1,13,7.5,8,10.8,8.3,87.2,2.18,1.792453316,3.907548228
"ARS,BHA,CHE,FUL,MUN",9.9,7.2,8.2,7.6,7.7,8.4,9.8,6.9,6.4,12.6,84.7,2.1175,1.845745859,3.908366857
"AVL,BHA,CHE,FUL,LIV",9.8,9.4,7.2,8.6,8.2,4.7,8.6,9.8,7.2,11.4,84.9,2.1225,1.841768474,3.909153586
"CHE,MUN,NEW,SHU,SOU",9.2,7.1,6.8,6.7,8.8,13,9.2,8,8.6,8.8,86.2,2.155,1.814019478,3.909211975
"BHA,CRY,EVE,LIV,WOL",9.2,11,9.3,6.5,6.9,4.9,9.1,10.5,8.3,8.2,83.9,2.0975,1.863956366,3.909648477
"ARS,CRY,FUL,LEI,WBA",8.3,8.8,12.1,10.5,6.7,7.4,7.8,8.8,10.5,6.7,87.6,2.19,1.785248193,3.909693543
"FUL,LIV,MUN,TOT,WOL",8.1,9.8,7.6,9.2,7.9,6,6,10.2,8.2,11.9,84.9,2.1225,1.84237166,3.910433848
"CHE,LIV,SHU,SOU,TOT",6.4,11.8,6.4,7,8.1,9.6,8.4,8.1,10.7,9.7,86.2,2.155,1.814631888,3.910531719
"CHE,CRY,FUL,LEE,SHU",10.4,8.7,5.9,12,6.7,8.2,9.8,7,8.7,8,85.4,2.135,1.831938864,3.911189474
"FUL,LIV,MUN,WBA,WOL",9.3,9.3,9.2,8.6,7.6,5.6,6.1,11.9,8.2,9.8,85.6,2.14,1.827688279,3.911252917
"BHA,CHE,LEI,SOU,WHU",6,10.3,10.4,6.6,8.8,10.3,9.5,5.6,9.2,8.9,85.6,2.14,1.827688279,3.911252917
"BHA,EVE,LEE,WBA,WOL",12.1,6.2,9.9,7.7,8.2,6,7.3,9.8,8.9,8.8,84.9,2.1225,1.842974649,3.911713692
"AVL,BHA,CHE,CRY,SOU",9.3,10.5,7.1,8.2,8.9,5.7,10.2,6,7.6,11,84.5,2.1125,1.851875926,3.912087893
"CHE,EVE,LEI,MCI,SOU",8.1,9.2,8.1,5,10.8,10.7,7.5,9.4,10.2,7.1,86.1,2.1525,1.817476884,3.912118992
"AVL,BHA,CHE,LIV,SOU",8.1,10.4,8.1,5.9,9.8,5.6,9.5,8.2,8.1,11.4,85.1,2.1275,1.839353751,3.913225106
"BHA,EVE,MUN,SHU,SOU",11.6,5.5,7,7.8,8.1,9.3,10.4,9.3,6.7,9.4,85.1,2.1275,1.839353751,3.913225106
"ARS,BHA,MUN,SHU,WOL",9.8,7,9.7,7.6,5.8,8.7,11.4,9.1,7.1,10.8,87,2.175,1.79938261,3.913657177
"FUL,LEE,SOU,WBA,WOL",9.4,8.3,8.7,8.3,8.8,6,5.2,8.8,11,10.9,85.4,2.135,1.833151506,3.913778466
"CRY,EVE,FUL,TOT,WHU",9,9.6,6.3,12.8,9.5,7.8,7.9,6.8,7.9,8,85.6,2.14,1.82890374,3.913854003
"ARS,BHA,CHE,EVE,WOL",8.6,9.9,9.4,4.5,10.2,8.2,8.6,8.1,7.1,11,85.6,2.14,1.82890374,3.913854003
"CHE,FUL,SHU,TOT,WBA",9.8,9.3,5.5,10.9,7.3,9.4,6.2,8.8,10.5,9.4,87.1,2.1775,1.797807306,3.91472541
"BHA,CHE,LEE,LEI,MUN",11.7,5.3,8.5,8.7,7,9.7,10.1,6.8,7.5,9.1,84.4,2.11,1.855442445,3.914983559
"ARS,CHE,EVE,FUL,MCI",9.9,8.9,7.2,5.5,11.9,9.3,7.1,9.4,7.2,9.3,85.7,2.1425,1.827597087,3.915626758
"EVE,FUL,LIV,MUN,WOL",9.8,7.8,7.7,7.1,7.9,6.6,6.6,12.5,6.8,9.8,82.6,2.065,1.896312211,3.915884715
"CHE,CRY,LIV,MUN,SHU",8.6,10.7,6.3,9.1,6.3,10.2,11.6,9,7.5,7.5,86.8,2.17,1.804808392,3.916434212
"ARS,CHE,EVE,FUL,TOT",8.2,8.5,5.7,7.3,11.5,9.4,6.7,7.1,7.2,11.1,82.7,2.0675,1.894465624,3.916807677
"CRY,FUL,LIV,MUN,TOT",8.8,9.8,6.6,12.5,7.5,6.1,8.2,8.1,8.1,9.8,85.5,2.1375,1.832575601,3.917130347
"CHE,EVE,LEE,LEI,MCI",11.7,7,7.5,6.6,9.7,10.6,7.9,9.3,9.7,6.4,86.4,2.16,1.813651933,3.917488175
"BUR,CHE,FUL,LEE,WBA",13,8.8,7.1,9.3,7.9,7.8,7.8,7.5,7.7,10.4,87.3,2.1825,1.795085885,3.917774943
"CHE,EVE,LEI,SHU,SOU",7.5,7.6,6.5,5.7,8.7,12.4,8,9.4,9.3,6.6,81.7,2.0425,1.918361569,3.918253506
"BHA,CRY,LIV,MUN,TOT",9.3,9.7,8,11.3,6.9,6,10.7,7,8,10.3,87.2,2.18,1.797405538,3.918344072
"CRY,LEE,MUN,SOU,WBA",12,7.1,7.9,11,8.2,7.1,9.4,6.4,9.7,8.2,87,2.175,1.8018509,3.919025708
"BHA,BUR,CRY,FUL,LEI",10.5,9.2,9.5,10.4,5.5,6.3,9.8,8.2,7.2,10.3,86.9,2.1725,1.803977088,3.919140223
"CRY,SHU,SOU,TOT,WOL",7.6,11.9,7,9.3,6.5,7,7.6,7.7,10.9,9.8,85.3,2.1325,1.837903395,3.91932899
"LEE,LEI,TOT,WHU,WOL",6.5,9.2,9.3,11,8.6,9,7,6.7,12,8.1,87.4,2.185,1.793940418,3.919759813
"BHA,BUR,CHE,EVE,LIV",10.3,10.4,8.2,6,7.6,8.2,10.6,8.8,6.1,10.8,87,2.175,1.802467445,3.920366692
"EVE,LEI,MUN,SHU,SOU",9.3,5.4,7,7.9,8,11.9,8.7,10.4,8.3,6.6,83.5,2.0875,1.878090046,3.920512972
"ARS,BHA,CRY,EVE,SHU",10.5,7.2,8.3,8.8,8.1,8.3,13.1,8.4,7.7,7.2,87.6,2.19,1.790220346,3.920582559
"ARS,FUL,LEE,TOT,WOL",8.2,8.3,7.7,9.9,9.3,6.5,6.2,7.1,9.4,12.4,85,2.125,1.845113667,3.920866543
"AVL,CRY,FUL,SHU,SOU",10,8.3,6.2,12.1,7.8,5.8,8.9,9.4,8.4,9.3,86.2,2.155,1.819523747,3.921073675
"BUR,CHE,EVE,LIV,SOU",8.1,11.5,7.7,5,10.3,9.2,9,8.3,7.1,9.9,86.1,2.1525,1.821751294,3.921319661
"BHA,LEI,MUN,NEW,WOL",9.7,6,12,7.7,6.3,9.2,7.6,10.2,8.9,8.8,86.4,2.16,1.815488915,3.921456056
"CHE,CRY,FUL,LEI,TOT",7.5,10.9,6.1,11,7.2,8.3,6.5,7.1,10.7,8.8,84.1,2.1025,1.865148192,3.921474073
"BUR,FUL,LEI,SOU,TOT",7.7,9.8,7.8,8.9,7.2,8.3,6.1,7.7,10.9,12.1,86.5,2.1625,1.813682564,3.922088546
"CHE,CRY,MUN,WBA,WHU",8.9,11,8.1,10.4,7.7,10.9,10.3,6,7,7.4,87.7,2.1925,1.788885438,3.922131323
"ARS,BHA,CRY,MUN,SOU",8.9,8.2,9.7,7.7,8.7,7.2,11.9,6.1,7,11,86.4,2.16,1.816100829,3.922777791
"ARS,BHA,CHE,EVE,SHU",9.8,7.2,7.7,6.1,9.2,10.9,11.9,8.3,7.1,8.8,87,2.175,1.803699901,3.923047285
"CHE,EVE,FUL,MUN,WOL",10.3,8.3,6.1,6.1,8.1,8.8,6.1,10.1,6.1,11,81,2.025,1.937352145,3.923138093
"BHA,CHE,EVE,TOT,WOL",9.1,10.4,7.2,5.5,8.2,7.6,6.5,8.1,7.7,12.1,82.4,2.06,1.904497601,3.923265057
"BHA,CHE,FUL,SHU,TOT",9.8,8.7,5.5,10.3,6.7,8.3,8.2,7.6,8.2,12,85.3,2.1325,1.84032002,3.924482444
"BHA,CHE,CRY,SHU,WOL",9.1,12.3,7.5,7.5,5.4,7.6,10.1,8.1,8.6,9.2,85.4,2.135,1.8385985,3.925407798
"AVL,CHE,FUL,LEI,MUN",11.2,6.1,6.1,9.9,7.6,9.5,7.6,9.6,6.1,9.8,83.5,2.0875,1.880455028,3.92544987
"BHA,EVE,FUL,LEI,MCI",11.6,6.7,9.5,8.2,7.6,7.2,6.6,11.6,8.8,7.7,85.5,2.1375,1.836814876,3.926191798
"AVL,CHE,LEI,SHU,TOT",8,8.1,5.5,10.9,7.1,11.4,8,9.3,10.3,8.1,86.7,2.1675,1.811721097,3.926905478
"AVL,CRY,LEI,SOU,TOT",7.1,9.3,7.2,11.6,8.8,7.2,7.6,7.2,11.9,8.8,86.7,2.1675,1.811721097,3.926905478
"ARS,EVE,LEE,LEI,LIV",7.6,6.1,11.2,7.2,11.1,9.1,9.6,9.4,9.3,6.4,87,2.175,1.805547009,3.927064744
"BHA,CHE,FUL,LIV,MCI",9.8,11.3,8.6,6.8,8.2,5.5,7.9,10.7,8.6,10.2,87.6,2.19,1.793320942,3.927372862
"BHA,CHE,MCI,MUN,SOU",11.8,9.1,8.4,5.9,8.6,8.6,9,6.9,7.9,11.4,87.6,2.19,1.793320942,3.927372862
"ARS,EVE,LEI,TOT,WOL",6.4,8.3,10.9,6.2,10.1,9.7,6,9.3,10.4,8.8,86.1,2.1525,1.824798315,3.927878372
"ARS,CHE,CRY,LIV,MUN",7,11.4,7.9,7,8,9.2,11.6,6.4,6.9,9.2,84.6,2.115,1.857836256,3.929323682
"BHA,EVE,LEI,SHU,WOL",9.7,6.5,9.4,7.2,5.3,8.7,8.1,12.1,8.4,7.1,82.5,2.0625,1.905693225,3.930492276
"AVL,CRY,EVE,FUL,SOU",10.6,7.5,6.4,10.1,11.1,5.8,7.4,9.4,7.4,9.5,85.2,2.13,1.845595357,3.931118111
"CHE,CRY,SHU,WBA,WOL",9.1,12.9,7.5,8.1,6,8.7,8.1,9.3,9.2,7.2,86.1,2.1525,1.826624087,3.931808347
"ARS,CHE,LEE,LEI,MUN",9.5,5.9,9.9,7.7,8.6,11.8,10.1,6.3,7.5,9.1,86.4,2.16,1.820378471,3.932017497
"AVL,EVE,SOU,WHU,WOL",8.3,9.1,8.4,6.8,13.1,7.7,7.2,9.5,7.5,9.5,87.1,2.1775,1.805823912,3.932181568
"BHA,FUL,LEI,LIV,SHU",8.7,7.5,9.3,10.2,5.5,6.7,9.1,11.9,9.3,7.5,85.7,2.1425,1.835483588,3.932523586
"BHA,CHE,CRY,FUL,WHU",8.9,11.6,7.8,10.4,7.3,7.3,10.3,5.6,7.7,9.5,86.4,2.16,1.820988742,3.933335684
"BHA,EVE,MCI,TOT,WOL",10.9,9.3,8.8,6.5,8.6,6.9,6,10.5,9.3,10.9,87.7,2.1925,1.794466804,3.934368468
"AVL,BHA,CHE,LIV,MUN",11.7,8.2,7.5,8,8,7.2,10.6,9.1,6,10.8,87.1,2.1775,1.807054079,3.934860257
"CHE,EVE,MCI,SHU,TOT",10.3,9.2,5.5,7.6,8.7,11.7,7.5,10.4,9.2,7.6,87.7,2.1925,1.795085885,3.935725802
"AVL,CRY,LEI,SHU,WOL",8.6,9.2,7.7,10.9,5.3,7.7,8.6,11.5,8.9,6.5,84.9,2.1225,1.854394181,3.935951649
"AVL,BHA,CHE,EVE,TOT",10.9,7.4,5.7,8.8,10,7.8,8.2,8.2,6.7,11.6,85.3,2.1325,1.845745859,3.936053045
"CHE,CRY,EVE,LIV,SHU",8.6,10.9,6,7.6,7,9.7,10.6,10.4,8.2,6,85,2.125,1.852325865,3.936192464
"ARS,CHE,CRY,MUN,WOL",7.5,11.9,8,6,7.5,9.2,9.6,6.4,6.9,10.4,83.4,2.085,1.888091335,3.936670433
"EVE,LEE,LEI,SOU,WHU",7.8,6.6,8.8,8.5,12,10.2,8.7,6.7,10,6.1,85.4,2.135,1.844029404,3.937002778
"CHE,LEE,SOU,WBA,WOL",8.1,10.8,8.5,5.5,9.3,7,6.5,7.1,10.8,10.3,83.9,2.0975,1.877024833,3.937059586
"CRY,FUL,MUN,NEW,TOT",10.5,7.3,6.6,12.7,7.7,8.3,7.4,8.1,8.9,9.5,87,2.175,1.810463415,3.937757928
"BHA,LEE,LEI,LIV,MUN",11.2,5.3,10.1,9.7,6.8,7.5,10.6,8.5,8.6,7.9,86.2,2.155,1.82744509,3.938144168
"BHA,CHE,EVE,LIV,WOL",8.5,11.4,8.7,4.9,8,6.5,7.9,10.4,7.7,9.8,83.8,2.095,1.880189116,3.938996198
"AVL,CHE,FUL,LIV,SOU",7.6,10.5,6.7,7.1,10.4,5.7,7.7,9.3,8.2,11.4,84.6,2.115,1.86261465,3.939429984
"AVL,CHE,CRY,FUL,LIV",8.7,11.6,6.2,10.3,8.2,5.2,8.6,9.3,7.7,9.2,85,2.125,1.854124531,3.940014629
"BHA,LEE,SOU,WBA,WOL",9.9,8.2,10.8,7.1,8.2,5.9,7.2,7.7,10.9,10.9,86.8,2.17,1.815856088,3.940407712
"CHE,FUL,LEI,NEW,SHU",9.1,7.1,7.7,8.8,6.6,12.1,7.1,10.3,10,6.6,85.4,2.135,1.845836155,3.940860191
"ARS,BHA,EVE,FUL,WOL",9.9,7.4,9.6,6.1,9.7,6.2,7.3,9.8,7.3,11.6,84.9,2.1225,1.857387652,3.942305291
"BUR,CRY,LEI,SOU,TOT",7.1,11.3,8.2,9.4,6.6,8.7,8.6,6.1,11.3,9.9,87.2,2.18,1.808498456,3.942526635
"CHE,CRY,MUN,SHU,WBA",10.4,9.2,6.3,10.3,6,10.9,10.3,8.1,7.5,7.2,86.2,2.155,1.829875527,3.943381761
"ARS,CHE,CRY,MUN,TOT",7.6,10.4,6.4,9.3,8.2,10.3,10.2,5.5,6.9,10.4,85.2,2.13,1.85160591,3.943920587
"BHA,EVE,LEI,LIV,WOL",8,8.7,11,6.5,6.8,6.5,7.4,12.1,8.8,7.6,83.4,2.085,1.89279335,3.946474135
"EVE,LIV,SOU,TOT,WHU",6.1,10.6,8.2,7.8,12.5,8.6,8.1,7.5,9.9,8.4,87.7,2.1925,1.800030864,3.946567669
"EVE,LIV,NEW,TOT,WOL",8,9.5,8.8,6.1,10.3,8,6.2,11.6,10.6,8.3,87.4,2.185,1.806285323,3.94673343
"ARS,BHA,CHE,SHU,WOL",8,10.7,9.2,5.4,6.5,9.2,10.7,8.1,8.1,10.8,86.7,2.1675,1.820897215,3.946794713
"ARS,BHA,FUL,LEI,SOU",7.2,8.2,12.5,7.2,8.8,6.8,8.2,7.7,9.3,11,86.9,2.1725,1.816865433,3.947140152
"BHA,BUR,CHE,LEE,LEI",11.7,8,9.2,7.6,6.6,9.2,10.6,6.4,7.6,10.6,87.5,2.1875,1.804469759,3.947277598
"AVL,BHA,EVE,SHU,SOU",11.6,6.2,6.7,8.3,9.9,7.3,9.9,10.6,7.4,9.4,87.3,2.1825,1.808652046,3.94738309
"LEI,LIV,MUN,NEW,WOL",7.4,8.1,11.3,7.1,7.2,9.6,7.4,11.8,9.9,7.1,86.9,2.1725,1.817476884,3.94846853
"CRY,EVE,LIV,WHU,WOL",7.1,12.7,9.3,7.7,9.1,7,9.1,9.6,8.4,6.2,86.2,2.155,1.832302741,3.948612406
"ARS,AVL,EVE,TOT,WOL",8.7,8,7.4,7.8,12.4,8.2,6.7,9.9,7.4,11,87.5,2.1875,1.805085409,3.948624332
"BHA,LEE,LIV,MUN,WOL",11.7,7.5,9.5,8,7.3,5.3,9.6,9,8.1,10.6,86.6,2.165,1.824037037,3.949040184
"ARS,BHA,CHE,EVE,TOT",8.7,8.4,7.8,6.1,10.9,9.3,9.2,6,7.1,11.6,85.1,2.1275,1.856190843,3.949046018
"BHA,FUL,LEE,LIV,NEW",11,6.2,9.8,9.8,8.7,5,8.8,9.2,9.8,9.2,87.5,2.1875,1.805700849,3.949970607
"CHE,LEI,LIV,MUN,WHU",5.9,10.2,9.1,8.1,7.9,12.3,9.9,7.6,7.5,7.1,85.6,2.14,1.845836155,3.950089372
"ARS,BHA,CRY,SHU,SOU",8.3,9.2,9.2,8.2,7.7,7.2,13,6.1,8.7,9.3,86.9,2.1725,1.818699169,3.951123944
"AVL,CRY,LEI,TOT,WOL",7.5,10.4,7.8,11.5,7,6.6,6.5,9.3,10.9,8.7,86.2,2.155,1.833515143,3.951225132
"BHA,CHE,LEI,WHU,WOL",6.4,11.8,11,6.5,7,9.7,8.4,7.2,8.2,8.8,85,2.125,1.859510091,3.951458943
"CHE,LEE,LEI,MUN,TOT",10,6.4,6.3,10.4,8.1,11.2,8.5,6.3,10.1,9.1,86.4,2.16,1.829511167,3.951744121
"CHE,EVE,NEW,TOT,WOL",8.5,10,7.2,5.1,10.5,10.3,6.2,9.2,9.5,9.5,86,2.15,1.838477631,3.952726907
"CHE,LEE,LIV,WHU,WOL",6.4,12.9,9,7,9.6,8.4,8.9,7.1,9.2,8.6,87.1,2.1775,1.815641913,3.953560265
"EVE,FUL,MCI,SHU,SOU",11.1,7.8,6.7,7.7,9.8,8.2,6.7,12.1,9.4,8.2,87.7,2.1925,1.803730702,3.954679564
"CRY,LEI,MCI,SHU,SOU",8.2,10,8.5,8.7,6.4,9.1,9,9.8,11.8,5.3,86.8,2.17,1.822574492,3.954986647
"BHA,CHE,CRY,LEE,WOL",9.7,11.3,8,8.1,7.1,5.4,9.6,5.9,8.6,10.2,83.9,2.0975,1.88588323,3.955640074
"ARS,CHE,MUN,SHU,WOL",8,9.6,7.4,6,6.9,11.8,10.2,8.5,7,10.3,85.7,2.1425,1.846949437,3.957089168
"ARS,CHE,EVE,LEE,LEI",8.1,6.1,9.6,6.2,11.3,11.3,9.1,7,8.2,7.6,84.5,2.1125,1.873351127,3.957454255
"FUL,MUN,SOU,TOT,WBA",9.5,8.3,7.1,10.5,8.3,7.3,5.8,8.1,10.5,11.7,87.1,2.1775,1.817476884,3.957555914
"BHA,SHU,SOU,TOT,WOL",8.1,9.7,8.1,7.6,6.5,6.5,7.6,8.2,10.4,12.5,85.2,2.13,1.858195062,3.957955482
"ARS,LEI,LIV,MUN,SOU",5.4,8.1,12.1,6.6,9.5,9.7,9.5,8.1,9.1,8.6,86.7,2.1675,1.826380756,3.958680289
"ARS,BHA,EVE,MUN,WOL",10.4,6.2,9.9,6.1,9.5,8.2,9.3,9.1,6.1,11,85.8,2.145,1.845595357,3.958802041
"AVL,CHE,FUL,SHU,WBA",11,7.8,5.6,10.9,7.3,8.5,7.3,11,7.8,8.8,86,2.15,1.841496976,3.959218498
"AVL,CHE,MUN,SHU,SOU",11.2,7.1,5.9,8.2,8.7,10.9,9.7,8.6,6.6,10.3,87.2,2.18,1.817079464,3.961233231
"BHA,LEE,LEI,TOT,WOL",8.6,7.5,9.8,9.8,7,6.4,7,7.6,11.9,10.7,86.3,2.1575,1.836088838,3.961361669
"ARS,CHE,FUL,MUN,SHU",9.3,7.1,5.9,8.7,7.1,11.5,10.4,8,6.5,10.3,84.8,2.12,1.869521626,3.963385848
"BHA,CRY,EVE,LEE,LEI",11,5.5,8.8,10.5,7.1,7.1,10.3,7.6,8.8,6,82.7,2.0675,1.918361569,3.966212545
"CHE,CRY,EVE,MCI,SOU",9.3,11.5,7.1,5,10.9,8.6,8,7.8,9.1,7.7,85,2.125,1.866666667,3.966666667
"CHE,SHU,SOU,WBA,WOL",8,11.8,8,5.5,7.1,9.2,6.5,9.3,10.3,9.3,85,2.125,1.866666667,3.966666667
"BHA,FUL,MUN,SOU,WBA",11.2,7.2,9.3,9.3,7.2,5.8,7.4,8.6,8.2,11.7,85.9,2.1475,1.847190058,3.96684065
"ARS,EVE,LIV,TOT,WOL",6.4,10.5,8.8,5.5,11.1,8,7,10,8.8,9.8,85.9,2.1475,1.847190058,3.96684065
"CRY,LEE,LEI,NEW,SOU",8.2,7.1,9.7,9.5,9.4,8.6,8.7,7.1,12.6,6,86.9,2.1725,1.826015699,3.967019106
"CHE,FUL,LEI,SHU,TOT",8,8.6,5.5,10.4,6.6,10.9,6.5,8.7,10.8,8.7,84.7,2.1175,1.873825558,3.967825619
"EVE,FUL,LEE,SOU,WBA",11.2,6.3,7.2,9,11.1,6.7,6.4,8.8,10,8.9,85.6,2.14,1.85424438,3.968082974
"CHE,EVE,LEE,MUN,WOL",12.2,7.1,6.4,6.1,9.1,9.6,8.1,8.4,6.6,9.8,83.4,2.085,1.903330414,3.968443914
"CRY,FUL,LEI,SOU,WBA",8.3,9.3,9.5,10,6.7,6.3,6.2,8.8,12.1,7.3,84.5,2.1125,1.878681571,3.968714818
"BHA,CRY,LEI,SOU,WHU",6.7,10.3,11,9.4,7.7,7.7,10.7,5.7,9.8,7.3,86.3,2.1575,1.839716162,3.969187619
"AVL,BHA,FUL,LIV,SOU",9.4,8.4,8.3,8.7,9.3,4.7,8.2,9.9,8.3,12,87.2,2.18,1.820744658,3.969223355
"CRY,EVE,LEI,LIV,WBA",8.2,9.3,10,8.8,7,7.7,8.1,11.2,11,5.2,86.5,2.1625,1.835604654,3.969495063
"BHA,LEE,SHU,WBA,WOL",11.5,7,9.7,9.7,6,6,8.8,9.8,9.9,8.6,87,2.175,1.825133176,3.969664658
"BUR,CRY,EVE,LEI,WHU",8.9,9.9,9,9.5,7.7,10.9,10.9,7.3,6.8,5.2,86.1,2.1525,1.844782432,3.970894185
"ARS,AVL,CHE,EVE,LEI",8.1,6.8,9.3,6.2,11.9,11,8.6,9.3,6.7,8.3,86.2,2.155,1.843185648,3.972065072
"CHE,EVE,FUL,LEI,SHU",9.2,6.6,5.6,8.3,6.6,11.5,7.1,11,7.8,6.6,80.3,2.0075,1.979365779,3.973576802
"AVL,BHA,CRY,SHU,SOU",10.5,8.2,7.1,10.9,7.2,5.7,11.4,8.3,8.3,9.3,86.9,2.1725,1.829055615,3.973623325
"BUR,CHE,EVE,FUL,NEW",11.5,8,6.8,6.2,9.6,10.6,7.3,9.2,6.2,9.6,85,2.125,1.870234685,3.974248706
"ARS,FUL,MUN,SHU,TOT",9.4,7.1,6,11.5,7.1,9.9,9.5,8.1,7.2,10.9,86.7,2.1675,1.833666636,3.974472434
"BUR,CHE,LEI,LIV,TOT",6.3,12.3,8.1,7,7.5,10.2,8.3,7.6,10.1,9.7,87.1,2.1775,1.825407108,3.974823978
"CRY,FUL,NEW,SOU,TOT",8.8,9.5,7.2,10.6,9.6,6.7,6.3,7.2,11.6,10.1,87.6,2.19,1.815488915,3.975920724
"EVE,LEE,LEI,MUN,WOL",11.7,4.4,8.1,7.8,7.9,9.6,7.6,10.1,7.8,7.6,82.6,2.065,1.925385964,3.975922016
"BHA,CHE,MUN,SOU,WHU",8.3,9.3,8.6,7.1,9.3,10.3,10.7,5.6,6.5,11.1,86.8,2.17,1.832302741,3.976096947
"EVE,LIV,WBA,WHU,WOL",7.7,11.1,10.5,7.1,9.7,7.6,7.1,11.3,8.9,6.3,87.3,2.1825,1.822117206,3.976770801
"LEE,LEI,MUN,SHU,SOU",10.7,5.2,7.3,9.9,6.9,10.7,9.7,8,9.8,7.4,85.6,2.14,1.858434227,3.977049247
"LIV,MUN,SOU,TOT,WOL",6.4,10.8,8.5,6.5,8.4,6.9,6.9,8.6,9.7,11.9,84.6,2.115,1.880425484,3.977099898
"ARS,EVE,FUL,LEE,SHU",11.1,5.6,6.1,10,10.3,8.8,10.1,9.4,7.9,8.1,87.4,2.185,1.820378471,3.977526959
"ARS,BHA,CRY,SHU,WOL",8.7,10.3,9.8,8.1,5.4,6.6,11.9,8.2,8.7,9.2,86.9,2.1725,1.830877143,3.977580592
"CHE,EVE,LEE,SHU,WBA",11.5,6.1,5.9,8.8,8.3,10.8,8.8,9.4,8.8,6.6,85,2.125,1.872016144,3.978034307
"BUR,CRY,LEI,TOT,WOL",7.5,12.4,8.8,9.3,5.9,8.1,7.5,7.7,10.3,9.8,87.3,2.1825,1.822726895,3.978101448
"BHA,CRY,NEW,SOU,WOL",8.7,10.5,10.9,6.1,8.3,5.5,8.2,7.7,10.3,10,86.2,2.155,1.846197293,3.978555166
"AVL,CHE,CRY,LIV,SOU",7,12.6,7.1,7.6,9.8,6.1,9.5,7.7,8.6,9.2,85.2,2.13,1.86833259,3.979548417
"BUR,EVE,LEI,NEW,WOL",9.7,7.8,10.6,6.2,8.2,10.8,6.6,11.4,8.6,7.3,87.2,2.18,1.825620138,3.979851901
"ARS,AVL,CHE,MUN,WOL",10,9.3,7.6,6,9.7,9.3,8.6,8.5,6,12,87,2.175,1.829996964,3.980243397
"BUR,CRY,SHU,SOU,WOL",8.7,12.4,8.1,7.1,5.4,7.6,9.8,8.2,8.3,9.8,85.4,2.135,1.86440339,3.980501237
"BUR,EVE,LEI,WBA,WOL",9.8,8.8,10.7,6.7,6.5,9.3,6.1,11.5,9.1,7.3,85.8,2.145,1.855801714,3.980694676
"BUR,CRY,FUL,LEI,SHU",9.9,9.1,7.2,11.5,4.9,8.9,9.9,9.3,7.8,7.1,85.6,2.14,1.860226987,3.980885753
"ARS,CHE,LEE,SOU,WBA",7.7,8.8,9.2,6.1,11.6,8.7,8.7,5.4,10.2,9.8,86.2,2.155,1.847400576,3.981148242
"ARS,BHA,CRY,FUL,LIV",8.3,10.4,9.9,9.2,7.1,4.6,10.8,7.7,8.2,9.8,86,2.15,1.852325865,3.98250061
"BHA,FUL,WBA,WHU,WOL",9.5,10,11.2,9.8,7.2,5.2,6.8,9,8.4,10.1,87.2,2.18,1.826836975,3.982504606
"BHA,LEE,LEI,NEW,WOL",9.7,6,12,7.7,7.5,7.5,7.6,9.2,11.1,8.1,86.4,2.16,1.844029404,3.983103514
"ARS,CRY,LEE,LEI,SOU",6.6,8.1,11.1,8.9,9.8,8.1,10.2,5.5,10.8,7.5,86.6,2.165,1.839806753,3.983181621
"CHE,FUL,LEE,MCI,SOU",11.3,9.2,7,7.1,10.4,7,7,7,10.2,10.7,86.9,2.1725,1.833909001,3.984167304
"BHA,EVE,FUL,NEW,SOU",11.1,6.4,9,6.8,11.2,6.8,6.9,9.3,8.9,10.2,86.6,2.165,1.840410582,3.98448891
"ARS,CRY,EVE,SOU,TOT",7.2,9.5,7.2,7.9,12.5,8.7,8.8,5.6,9.3,9.5,86.2,2.155,1.849204033,3.985034691
"FUL,NEW,SHU,TOT,WOL",9.7,8.3,7.2,9.9,7.1,8.3,5.2,10.9,10.7,9.9,87.2,2.18,1.828660712,3.986480352
"AVL,CHE,CRY,FUL,SHU",10.4,9.4,5.6,12,6.7,7.9,9.3,9.3,7.7,8.7,87,2.175,1.833030278,3.986840855
"BHA,EVE,SOU,WBA,WOL",9.9,8.4,10.5,5.6,9.3,6.1,6.2,9.9,9.4,10.1,85.4,2.135,1.867380816,3.986858042
