COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVERAGE PER TEAM
"BHA,CHE,LIV,NEW,SOU",4.5,6.4,6.6,3.5,6.2,4.1,6.2,4.6,6.6,6.3,5.2,3.7,6.3,3.7,5.2,79.1,1.757777778
"ARS,AVL,FUL,LEI,LIV",4,5.3,5.9,5.7,5.6,3.8,5.3,7.4,5.4,5.6,6.2,4.5,5.3,4.8,4.3,79.1,1.757777778
"AVL,BHA,CHE,LEI,WHU",4.6,5.2,5.9,5.7,5.2,5.9,6.6,4.2,5.2,5.3,4.6,5.6,4.2,5.4,5.5,79.1,1.757777778
"AVL,FUL,LIV,NEW,SOU",5.7,5,5.4,4.7,7.9,3.8,4.9,7.4,6.4,6.3,5.4,3.7,5.5,3.8,3.2,79.1,1.757777778
"AVL,LEI,LIV,NEW,WOL",4.4,4.8,7.4,4.6,5.4,4.1,4.6,9.5,6.9,4.1,5.3,3.6,5.8,3.8,4.8,79.1,1.757777778
"AVL,LEI,LIV,SOU,WOL",4,6.3,6.8,3.5,5.4,4.1,4.5,7.9,6.9,5.6,5.2,3.9,6.7,5.1,3.2,79.1,1.757777778
"FUL,LEI,LIV,SOU,WHU",4,6.8,6.8,5.2,5.6,4.2,4.7,5.4,6.9,4.1,6.6,4,4.3,6.8,3.7,79.1,1.757777778
"AVL,CHE,LEE,NEW,WOL",6.6,3.8,4.6,3.6,7.3,4.6,5.1,5.6,5.8,6.8,4.8,4.6,5.3,4.8,5.8,79.1,1.757777778
"AVL,CRY,LEI,LIV,WOL",4.4,7.3,6.3,5.1,4.5,4,5.1,7.9,6.4,4,4.7,3.9,6.7,5.1,3.7,79.1,1.757777778
"AVL,EVE,FUL,LEI,LIV",5.7,4.3,4.5,5.8,5.6,3.8,4.8,9.6,5,4.1,5.8,6.2,5.3,4.8,3.8,79.1,1.757777778
"CRY,LEI,MUN,SOU,WOL",4.5,5.6,6.1,4.2,4.5,4.6,4.5,5.1,5.7,5.2,5.1,4,6.6,7.1,6.3,79.1,1.757777778
"AVL,BHA,LIV,SOU,WHU",4.2,6.4,6.8,5.1,7.3,3.7,7.2,4.3,5.4,6.3,5.9,4.7,4.4,4.2,3.2,79.1,1.757777778
"BHA,FUL,LEI,SOU,WHU",4.2,5.7,7,5.8,4.7,3.8,4.7,4.3,5.9,5.9,6.2,4.7,3.9,6.9,5.4,79.1,1.757777778
"BHA,LEI,MUN,SOU,WOL",4.5,4.5,7.2,4.1,4.5,4.1,4.5,5.6,5.2,7.3,6.2,4,5,5,7.4,79.1,1.757777778
"CHE,LEE,LEI,LIV,MCI",4.4,6,6,4.4,6.1,5.4,5.9,5.6,7.7,4.4,3.9,4.9,3.9,6.6,3.9,79.1,1.757777778
"CHE,LEI,LIV,MUN,SOU",4,5.6,5.5,3.5,5.4,6.7,6,5,5.5,5.6,5,4,6.5,5.1,5.7,79.1,1.757777778
"AVL,LEI,MUN,SOU,WHU",4.2,4.1,5.7,6.4,6.7,6.9,6.2,4.7,4.3,5.3,5.2,4.7,4.6,6.3,3.9,79.2,1.76
"CHE,FUL,LIV,SOU,WHU",4.2,8.6,5.2,3.5,6.8,4.2,5.2,3.7,5.8,6.3,6.1,4.7,5.4,5.8,3.7,79.2,1.76
"FUL,LEI,LIV,MUN,WOL",4.4,4.6,6.2,5.1,4.9,3.6,3.6,8.3,5.3,5.6,7.7,3.9,5.1,4.6,6.3,79.2,1.76
"AVL,CRY,MUN,SOU,WOL",5.7,5.3,5.2,4.7,5,4.2,5.2,5.1,4.7,7.4,4.8,5.7,6.8,5.1,4.3,79.2,1.76
"AVL,FUL,LEI,SOU,WHU",4.2,5.3,5.4,7,6.9,4.4,4.7,5.4,5.5,5.3,5.2,4.7,4.3,7,3.9,79.2,1.76
"CRY,FUL,LEI,NEW,SOU",5.2,5.3,5.8,5.4,4.7,4.3,4.7,5.8,7.9,3.7,5.1,3.7,5.3,6.5,5.8,79.2,1.76
"CRY,FUL,LEI,NEW,WOL",5.6,5.3,6.4,5.3,4.5,3.7,3.6,7.4,6.9,3.7,5.2,3.6,5.3,5.3,7.4,79.2,1.76
"AVL,CHE,CRY,LEI,NEW",5.6,4.8,4.7,5.3,5.2,6.4,6.1,5.7,5.7,3.7,4.2,4.6,5.8,5,6.4,79.2,1.76
"AVL,CHE,LEI,SOU,WOL",4.5,6.3,5.2,2.5,5.6,4.7,4.5,5.7,5.8,6.8,4.6,4,7.3,6.3,5.4,79.2,1.76
"BHA,EVE,LEI,LIV,WOL",4.4,4.7,7.4,4.1,4.5,3.5,4.6,8.4,5.9,4.1,6.8,3.9,6.1,5,5.8,79.2,1.76
"BHA,CHE,LIV,SHU,SOU",4.5,6.7,5,3.5,4.5,4.1,7,4.6,6.2,6.1,5.7,5,7.8,4.5,4,79.2,1.76
"BHA,CRY,FUL,LEI,LIV",5.1,5.7,6.3,6.7,4.1,3.2,5.6,6.3,6.3,4,5.7,5.6,4.7,4.7,5.2,79.2,1.76
"BUR,CHE,FUL,LEI,LIV",4.4,7.3,5.3,4.5,4.7,5.3,5.1,6.2,4.7,5.6,5,4.9,5.2,5.8,5.2,79.2,1.76
"CHE,EVE,LEI,LIV,MUN",4.4,3.6,4.6,4.1,5.4,7.8,6.1,6.6,4.1,4.1,5.6,4.9,6.5,5.1,6.3,79.2,1.76
"AVL,LEI,LIV,SOU,WBA",4,5.8,6.8,5.2,5.6,4.7,5.2,7.5,7.9,4.1,4.3,4,6.7,4.3,3.2,79.3,1.762222222
"EVE,FUL,LEI,LIV,WOL",4.4,4.8,5.9,4.1,5.1,3.6,3.6,9.5,6,4.1,7.2,3.9,6.2,5.6,5.3,79.3,1.762222222
"BHA,CHE,EVE,LIV,SOU",4.5,5.9,5.2,3.2,6.2,4.1,6.2,4.6,5.2,6.3,5.7,5,7.8,5.2,4.2,79.3,1.762222222
"BHA,CHE,LEE,LIV,NEW",6.1,4.2,6,4.6,6.2,4,7.1,4.5,6.6,5.6,5.8,4.6,4.7,3.7,5.6,79.3,1.762222222
"FUL,LEI,MUN,SOU,WOL",4.5,4.6,5.7,4.2,4.9,4.2,3.6,6.7,5.3,7.3,6.7,4,5.1,5.6,6.9,79.3,1.762222222
"FUL,LIV,NEW,SOU,WHU",4.2,6.5,6.8,4.7,7.9,4.2,4.9,5.4,6.9,4.8,6.8,3.7,4.5,4.3,3.7,79.3,1.762222222
"AVL,BHA,CHE,LEE,LEI",6.7,4.1,4.6,5.7,5.2,4.2,6.6,4.5,5.2,6.1,4.6,6.1,4.5,5.4,5.8,79.3,1.762222222
"AVL,BHA,CRY,LIV,SOU",5.2,6.4,5.8,5.1,5.1,3.6,7.2,4.7,5.8,6.2,4.8,5.7,6.3,4.2,3.2,79.3,1.762222222
"AVL,CRY,EVE,LEI,LIV",5.1,4.3,4.9,5.8,5,4.2,6.3,8,5.4,3.7,4.7,5.6,6.7,5.9,3.7,79.3,1.762222222
"AVL,CRY,LIV,NEW,SOU",5.2,6,5.8,4.7,7.3,4.2,6.4,5.8,6.8,4.7,4.8,3.7,6.9,3.8,3.2,79.3,1.762222222
"BHA,CHE,LEE,LEI,SOU",4.5,4.5,5.5,4.1,5.2,4.6,6,4,6.7,6.1,5,5,4.5,7.4,6.2,79.3,1.762222222
"BHA,LEI,LIV,SOU,WHU",4,6.7,8.4,5.1,5,4.1,6.5,4.3,6.8,4.1,6.2,4,4.2,6.2,3.7,79.3,1.762222222
"CHE,FUL,MCI,SOU,WHU",4.7,8.4,5.2,3.5,7.4,5.2,4.7,3.7,5.8,6.3,4,5.7,3.3,7.3,4.2,79.4,1.764444444
"AVL,BHA,CHE,SOU,WHU",4.7,6.4,5.2,4.1,7.5,4.3,6.7,3.7,5.2,7.5,4.7,5.7,4.4,5.4,3.9,79.4,1.764444444
"AVL,BHA,CHE,NEW,SOU",6.2,4.9,5.2,3.7,7.5,4.3,6.2,4.6,5.2,7.5,4.7,4.7,5.4,3.9,5.4,79.4,1.764444444
"AVL,CHE,FUL,LIV,WHU",4.6,7.1,4.3,6.2,6.8,3.8,5.8,5.3,5.3,6.3,5.7,5.6,4.5,4.8,3.3,79.4,1.764444444
"AVL,CHE,LEI,LIV,WBA",4.4,5.8,5.7,5.1,5.6,4.8,5.6,7.4,6.2,4.1,3.8,4.6,6.7,4.3,5.3,79.4,1.764444444
"AVL,FUL,LEI,MUN,SOU",5.8,4.1,4.8,6.4,5.1,4.4,4.7,6.7,4.3,6.8,5.2,6.3,5.1,4.8,4.9,79.4,1.764444444
"CHE,FUL,LEI,LIV,NEW",4.4,5.3,5.7,4.6,5.6,5.8,4.8,7.3,6.7,4.1,5.1,3.6,5.3,4.3,6.8,79.4,1.764444444
"AVL,BUR,FUL,LEI,LIV",5.7,5.3,5.5,6.2,4.7,3.8,5.3,7.9,4.4,5.6,5.2,6.1,5.2,4.8,3.7,79.4,1.764444444
"AVL,BUR,LEI,LIV,NEW",5.6,4.8,6.9,5.7,5,5.8,6.3,7.9,5.3,4.1,5.2,3.6,5.7,3.8,3.7,79.4,1.764444444
"AVL,CHE,CRY,LEI,WOL",4.9,7.4,4.7,4.1,4.5,4.2,4.9,5.7,5.7,5.2,4.2,4.9,6.8,6.3,5.9,79.4,1.764444444
"AVL,CHE,FUL,NEW,SOU",6.2,5,4.3,3.7,8.1,4.4,4.9,5.7,5.3,7.5,4.7,4.7,5.5,4.5,4.9,79.4,1.764444444
"AVL,CHE,LEE,SOU,WOL",5,5.3,4.6,2.5,7.3,4.6,5,4,5.8,8.3,4.7,5,6.8,6.3,4.2,79.4,1.764444444
"AVL,FUL,LEI,SHU,SOU",5.7,5.1,4.3,6.9,4.1,4.4,4.7,7.4,6,5.1,5.2,5.7,5.3,5.3,4.2,79.4,1.764444444
"AVL,LEI,SOU,WHU,WOL",4.2,6.3,6.9,4.2,6.7,4.7,4.5,5.4,6,5.3,5.2,4,4.8,7.3,3.9,79.4,1.764444444
"BHA,BUR,LEI,LIV,SOU",4,6.7,7.8,4.6,4.1,4.1,6.5,5.2,5.7,6.2,5.6,4,5.1,5.7,4.1,79.4,1.764444444
"CHE,FUL,LEE,NEW,SOU",6.2,4.3,4.6,3.7,7.5,4.7,4.9,4,6.8,6.8,5.2,4.7,4.8,5.5,5.7,79.4,1.764444444
"EVE,FUL,LEI,LIV,WHU",4.1,4.8,5.9,5.8,5.6,5.3,4.8,7,5.5,3.8,7.2,4.6,4.3,6.4,4.3,79.4,1.764444444
"EVE,LEI,LIV,MUN,WOL",4.4,3.6,6.2,4.1,4.9,5.6,4.6,8.8,4.8,4.1,7.2,3.9,6.5,4.9,5.8,79.4,1.764444444
"AVL,BHA,CHE,CRY,NEW",7.3,4.9,4.7,5.2,5.3,3.8,6.8,4.6,5.2,5.9,4.2,6.3,5.4,3.9,5.9,79.4,1.764444444
"AVL,BUR,CHE,LEI,SOU",4.5,6.3,5.2,3.6,5.2,6.4,6,4.6,4.2,6.8,4.6,5,5.7,7,4.3,79.4,1.764444444
"AVL,CHE,FUL,LEI,WHU",4.6,5.3,4.3,6.9,5.8,6,5.1,5.3,5.3,5.3,4.6,5.6,4.3,6,5,79.4,1.764444444
"AVL,CHE,FUL,NEW,WOL",6.6,5,4.3,3.6,6.3,3.8,3.8,7.3,5.3,7.5,4.8,4.6,5.5,4.5,6.5,79.4,1.764444444
"AVL,CRY,LEI,NEW,SOU",5.2,4.8,5.8,5.4,6.3,4.8,5.7,5.8,7.4,3.7,4.7,3.7,5.8,6,4.3,79.4,1.764444444
"BHA,CHE,LEI,LIV,MUN",4.4,4.5,6,5,4.5,5.7,6.9,5.5,4.5,5.6,5.6,4.9,5,4,7.3,79.4,1.764444444
"CRY,EVE,FUL,LEI,LIV",5.1,4.8,4.9,5.8,4.7,3.7,4.8,7.4,5.9,3.7,5.7,5.6,6.2,6.4,4.7,79.4,1.764444444
"LEE,LIV,MUN,SOU,WOL",4.5,4.6,6,3.5,5.9,4.4,5.5,5,6.2,7.1,7.8,4,6,4.9,4,79.4,1.764444444
"AVL,CRY,LEI,WHU,WOL",4.6,6.9,6.4,6.9,4.5,4.2,5.1,5.4,5.9,3.7,4.7,4.6,4.8,7.3,4.4,79.4,1.764444444
"BHA,CHE,LEI,MUN,SOU",4.5,4.5,5.5,4.1,4.5,6.3,6,4.6,4.5,6.8,5,5,5,5.2,7.9,79.4,1.764444444
"BHA,CHE,LEI,SHU,SOU",4.5,5.5,5,4.1,3.5,6.3,6,4.6,6.2,5.1,5,5,6.7,5.7,6.2,79.4,1.764444444
"AVL,CHE,CRY,LEI,MCI",5.6,6.7,4.7,5.1,5.2,5.2,5.9,5.7,5.7,4,3.5,6.6,4.6,6.8,4.2,79.5,1.766666667
"AVL,CHE,CRY,NEW,SOU",5.7,6,4.7,3.7,7.5,4.8,6.2,4.1,5.7,5.9,4.2,4.7,7,5,4.3,79.5,1.766666667
"AVL,CHE,LIV,SHU,SOU",4.5,6.3,4.1,3.5,5.6,4.7,6.7,6.3,5.8,6.1,4.7,5,8.4,4.6,3.2,79.5,1.766666667
"FUL,LIV,NEW,SHU,SOU",5.7,5.3,5.2,4.7,5.1,4.2,4.9,7.4,7.4,4.6,6.8,3.7,6.4,4.1,4,79.5,1.766666667
"AVL,BHA,LEI,MUN,SOU",6.3,4.1,5.7,5.8,4.5,4.3,6.2,5.6,4.2,6.8,5.2,6.2,5,4.2,5.4,79.5,1.766666667
"AVL,CHE,LEI,LIV,WOL",4.4,7.3,5.7,3.4,5.4,4.1,4.9,7.8,5.8,5.6,4.6,3.9,6.7,5.1,4.8,79.5,1.766666667
"AVL,LEI,LIV,WBA,WHU",4.1,5.8,7.5,7.3,5.6,4.8,5.8,7.1,6.4,3.8,4.3,4.6,4.8,4.3,3.3,79.5,1.766666667
"BHA,CHE,EVE,LEE,LIV",6.7,3.7,4.6,4.1,6.2,4,7.1,4.5,5.2,5.6,6.3,6.1,5.6,5.2,4.6,79.5,1.766666667
"BHA,CHE,EVE,LEI,SOU",4.5,4.7,5.2,3.2,5.2,5.8,5.7,4.6,5.2,5.3,5,5,6.7,7,6.4,79.5,1.766666667
"BHA,CHE,FUL,LIV,NEW",6.1,5.4,5.7,4.6,5.7,3.2,5.3,6.2,5.7,6.3,5.8,4.6,4.9,3.7,6.3,79.5,1.766666667
"CHE,FUL,LEI,LIV,WHU",4.1,7.4,5.7,5.1,5.6,5.8,5.1,5.3,5.8,4.1,6,4.6,4.3,5.8,4.8,79.5,1.766666667
"CHE,FUL,LEI,SOU,WHU",4.2,6.8,5.2,4.2,5.8,6.4,4.7,3.7,5.8,5.3,5,4.7,4.3,8,5.4,79.5,1.766666667
"FUL,LEE,LIV,NEW,SOU",5.7,4.3,5.7,4.7,7.3,4.1,4.9,5.7,7.9,5.6,6.8,3.7,4.8,4.3,4,79.5,1.766666667
"LEI,MCI,MUN,SOU,WOL",4.5,5.6,7.1,3.5,4.9,5.5,4.4,6.7,6.7,5.6,4.5,4,4.4,6.4,5.7,79.5,1.766666667
"ARS,AVL,FUL,LEI,SOU",4.1,5.3,5.4,4.8,6.9,4.4,4.7,5.8,5.4,6.8,5.2,4.6,5.3,5.9,4.9,79.5,1.766666667
"AVL,CHE,LIV,WBA,WHU",4.6,7.6,5.7,5.6,6.8,4.8,6.3,5.4,5.3,4.8,3.8,5.3,5.9,4.3,3.3,79.5,1.766666667
"BHA,CHE,LEI,LIV,SHU",4.4,5.5,5.5,5,3.5,5.7,6.9,6.2,6.2,3.9,5.6,4.9,6.1,4.5,5.6,79.5,1.766666667
"CHE,FUL,LEI,SHU,SOU",4.5,5.6,4.1,4.2,4.1,6.4,4.7,5.7,6.3,5.1,5,5,6.8,6.3,5.7,79.5,1.766666667
"CRY,EVE,LEI,MUN,SOU",5.2,3.6,5.2,4.9,4.5,6.3,5.7,5.1,4.7,3.7,5.1,5.7,6.6,7.9,5.3,79.5,1.766666667
"AVL,CHE,CRY,FUL,LEI",5.6,5.3,4.3,6.9,4.7,3.9,5.1,5.7,5.3,5.2,4.2,6.6,5.3,6,5.4,79.5,1.766666667
"AVL,BHA,CHE,SHU,SOU",6.2,5.2,4.1,4.1,4.7,4.3,6.7,4.6,5.2,7.3,4.7,6.7,6.9,4.7,4.2,79.6,1.768888889
"AVL,LEE,LEI,LIV,NEW",5.6,3.8,6.2,6.3,6.6,4.6,6.3,7.3,7.4,4.1,5.3,3.6,5.1,3.8,3.6,79.6,1.768888889
"AVL,LEI,LIV,MUN,TOT",4.5,4.1,4.7,7.3,5.4,5.2,5.7,6.7,5.2,5.6,6.2,4,5.6,4.1,5.3,79.6,1.768888889
"BHA,LEE,LIV,NEW,SOU",5.7,4.2,7.1,4.7,6.7,4,6.7,4.6,7.8,5.6,6.4,3.7,4.7,3.7,4,79.6,1.768888889
"AVL,CRY,LEE,LEI,WOL",5.6,4.1,5.2,7.4,4.5,4.2,5.1,5.7,6.4,4.5,4.7,5.1,5.1,7.3,4.7,79.6,1.768888889
"AVL,CRY,MUN,NEW,SOU",6.9,3.8,5.2,5.9,6.8,4.8,6.4,5.1,4.7,5.9,4.8,5.4,5.8,3.8,4.3,79.6,1.768888889
"AVL,CRY,MUN,NEW,WOL",7.3,3.8,5.2,5.8,5,4.2,5.3,6.7,4.7,5.9,4.9,5.3,5.8,3.8,5.9,79.6,1.768888889
"BHA,EVE,LEI,LIV,WHU",4.1,4.7,7.5,5.7,5,5.2,6.6,5.9,5.4,3.8,6.8,4.6,4.2,5.8,4.3,79.6,1.768888889
"BHA,LIV,MUN,NEW,SOU",5.7,4.2,7.1,4.7,5.5,4.1,6.7,5.6,5.6,6.3,6.4,3.7,5.2,3.6,5.2,79.6,1.768888889
"BHA,LIV,NEW,SOU,WHU",4.2,6.4,8.4,4.7,7.3,4.1,6.7,4.3,6.8,4.8,6.4,3.7,4.4,3.7,3.7,79.6,1.768888889
"ARS,CRY,FUL,LEI,SOU",4.1,6.3,5.8,4.8,4.7,4.3,4.7,4.2,6.3,5.2,5.1,4.6,5.8,7.9,5.8,79.6,1.768888889
"AVL,BHA,CRY,LEI,WOL",5.6,5.2,6.4,5.7,4.1,3.6,5.1,6.3,5.8,5.2,4.7,5.6,5.2,5.2,5.9,79.6,1.768888889
"AVL,BHA,LEE,LEI,LIV",6.2,4.1,6.2,6.7,5,3.7,7.1,6.2,6.3,4.9,5.8,5.1,4.5,4.2,3.6,79.6,1.768888889
"AVL,CRY,NEW,SOU,WOL",5.7,6,5.8,3.7,6.8,4.2,4.7,5.8,6.4,5.9,4.8,3.7,7,4.8,4.3,79.6,1.768888889
"AVL,EVE,LEI,LIV,TOT",4.5,4.3,4.4,5.8,6.1,5.2,5.2,8,5.9,4.1,5.8,4,6.7,5.8,3.8,79.6,1.768888889
"AVL,LEI,MCI,WHU,WOL",4.6,6.7,7.4,5.1,6,5.1,4.4,7.5,6,4.1,4.1,4.6,3.6,6.6,3.8,79.6,1.768888889
"AVL,LEI,MUN,WHU,WOL",4.6,4.1,6.3,6.3,4.9,6.3,5.1,6.3,4.3,5.3,6.3,4.6,4.6,5.1,5.5,79.6,1.768888889
"BHA,CHE,FUL,LEE,LIV",6.2,4.7,4.6,5,5.7,3.2,6.1,4.5,5.7,7.1,6.7,6.1,4.2,4.7,5.1,79.6,1.768888889
"BHA,CHE,LEE,LIV,SOU",4.5,5.7,5.5,3.5,6.2,4,7,4,6.6,7.1,5.7,5,5.6,5.2,4,79.6,1.768888889
"BHA,CRY,FUL,LEI,SOU",5.2,5.7,5.8,5.8,4.1,3.3,4.7,4.7,6.3,5.8,5.1,5.7,4.7,6.9,5.8,79.6,1.768888889
"BHA,LEE,LEI,LIV,WOL",4.4,4.5,7.7,5,4.5,3.5,5.4,6.2,7.3,4.9,7.2,3.9,4.5,5,5.6,79.6,1.768888889
"CHE,FUL,LEI,MCI,SOU",4.5,6.8,5.2,3.5,5.8,5.2,4.6,5.7,7.2,5.6,3.9,5,4.1,7.3,5.2,79.6,1.768888889
"CHE,FUL,LIV,SHU,SOU",4.5,6.8,4.1,3.5,5.1,4.2,5.2,5.7,6.3,6.1,6.1,5,7.9,5.1,4,79.6,1.768888889
"ARS,AVL,CRY,LEI,WOL",4.5,5.8,6.4,4.7,4.5,4.2,5.1,5.8,5.8,5.2,4.7,4.5,6.3,6.2,5.9,79.6,1.768888889
"AVL,BHA,SOU,WHU,WOL",4.7,6.4,6.9,4.1,6.8,3.7,5.2,4.3,5.4,8,5.9,4.7,4.4,5.2,3.9,79.6,1.768888889
"AVL,CHE,EVE,LEI,WOL",4.9,4.3,4.3,3.1,5.6,5.8,4.6,7.8,4.8,5.3,4.6,4.9,7.3,6.3,6,79.6,1.768888889
"AVL,CRY,FUL,LEI,SOU",5.2,5.3,4.9,7,4.7,3.9,4.7,5.8,5.9,5.2,4.7,5.7,5.3,7,4.3,79.6,1.768888889
"CHE,LEI,LIV,MCI,MUN",4.4,6,6,4.4,5.4,7.1,5.9,6.6,5.5,4.4,3.9,4.9,4.4,5.1,5.6,79.6,1.768888889
"BHA,CHE,FUL,NEW,SOU",6.2,5.4,5.2,3.7,5.9,3.8,4.9,4.6,5.7,8.1,5.2,4.7,4.9,4.4,6.9,79.6,1.768888889
"CHE,CRY,FUL,LIV,SOU",4.5,9,4.7,3.5,5.7,3.7,5.2,4.1,6.2,6.2,4.6,5,7.4,5.8,4.1,79.7,1.771111111
"BHA,CHE,FUL,LIV,WHU",4.6,7.5,5.7,5,5.7,3.2,6.1,4.2,5.7,6.3,6.7,5.6,3.9,4.7,4.8,79.7,1.771111111
"BHA,EVE,LIV,MUN,SOU",6.3,3.7,5.7,4.2,5.5,4.1,6.7,5.6,4.2,6.3,6.9,6.2,6.1,4,4.2,79.7,1.771111111
"CHE,CRY,FUL,LEI,MCI",5.6,7.2,4.7,5.1,4.7,4.7,4.6,5.7,6.2,4,3.5,6.6,4.1,7.3,5.7,79.7,1.771111111
"ARS,CRY,FUL,LEI,LIV",4,6.3,6.3,5.7,4.7,3.7,5.6,5.8,6.3,4,6.1,4.5,5.8,5.7,5.2,79.7,1.771111111
"AVL,CHE,LEI,MCI,WOL",4.9,6.7,5.7,3.4,5.6,5.1,4.4,7.8,5.8,5.6,3.6,4.9,4.6,6.3,5.3,79.7,1.771111111
"AVL,CHE,LIV,MUN,WHU",4.6,5.9,4.6,5.6,6.6,6.3,7.6,4.6,4.1,6.3,5.7,5.6,4.8,4.1,3.3,79.7,1.771111111
"AVL,CHE,LIV,NEW,WHU",4.6,6.6,5.7,4.6,8.4,6.4,6.8,5.3,5.3,4.8,4.8,4.3,5,3.8,3.3,79.7,1.771111111
"AVL,FUL,LEI,LIV,TOT",4.5,5.3,4.4,7.9,5.6,3.8,4.2,7.4,6.4,5.6,6.2,4,5.3,4.8,4.3,79.7,1.771111111
"AVL,LEI,MUN,SHU,SOU",5.7,4.1,4.6,6.4,3.9,6.9,6.2,6.7,4.8,5.1,5.2,5.7,5.6,4.6,4.2,79.7,1.771111111
"BHA,CRY,LIV,MUN,SOU",5.2,5.7,6.1,5.1,4.6,3.6,7.7,4.7,5.1,6.2,5.8,5.7,6.1,4,4.1,79.7,1.771111111
"BHA,EVE,FUL,LEI,LIV",5.7,4.7,5.9,5.7,4.7,3.2,4.8,7.9,5.4,4.1,6.8,6.1,4.7,4.7,5.3,79.7,1.771111111
"BHA,LEI,LIV,NEW,SOU",4,5.2,8.9,4.7,5,4.1,5.7,6.3,8.3,4.1,5.7,3.6,5.2,3.7,5.2,79.7,1.771111111
"CHE,FUL,LIV,MCI,WHU",4.6,9,5.7,4.4,6.8,4.6,5.1,5.3,5.8,5.1,5,5.6,3.3,5.8,3.6,79.7,1.771111111
"CRY,EVE,LIV,MUN,SOU",5.2,4.8,5.2,4.2,5.5,4.6,6.7,5.1,4.7,4.7,5.8,5.7,7.7,5.7,4.1,79.7,1.771111111
"CRY,NEW,SHU,SOU,WOL",5.7,6.3,5.6,3.7,4,4.6,4.7,5.8,7.4,4.2,5.3,3.7,8.5,5.1,5.1,79.7,1.771111111
"AVL,BHA,CRY,NEW,SOU",6.9,4.9,5.8,5.3,6.4,3.8,6.4,4.7,5.8,5.9,4.8,5.4,5.4,3.9,4.3,79.7,1.771111111
"AVL,BHA,EVE,LEI,LIV",6.2,4.3,5.9,5.7,5,3.7,6.3,8.5,4.9,4.1,5.8,6.1,5.2,4.2,3.8,79.7,1.771111111
"AVL,FUL,LEI,LIV,MCI",5.7,5.3,5.9,6.1,5.6,3.8,4.6,9.6,6.4,4.4,4.1,6.2,4.1,4.8,3.1,79.7,1.771111111
"AVL,LEI,WBA,WHU,WOL",4.6,5.8,7.6,6.3,5.1,4.8,4.1,7.1,6,3.8,4.3,4.6,4.8,5.3,5.5,79.7,1.771111111
"BHA,CHE,LEI,MCI,SOU",4.5,6.7,6.6,3.5,5.2,5.1,5.5,4.6,7.1,5.6,3.9,5,4,6.7,5.7,79.7,1.771111111
"BHA,LEI,MCI,SHU,SOU",5.7,5.5,6.6,5.1,3.5,5.1,5.5,6.3,7.8,3.9,4.5,5.7,4,6,4.5,79.7,1.771111111
"CHE,CRY,FUL,LEI,NEW",5.6,5.3,4.7,5.3,4.7,5.9,4.8,5.7,6.2,3.7,4.5,4.6,5.3,5.5,7.9,79.7,1.771111111
"CHE,CRY,LIV,MUN,SOU",4.5,7.8,5,3.5,5.5,4.6,7,4.1,5,6.2,4.6,5,7.7,5.1,4.1,79.7,1.771111111
"CHE,EVE,LIV,MUN,SOU",4.5,4.8,4.6,3.2,6.6,6.2,6.2,5,4.1,6.3,5.7,5,8.2,5.1,4.2,79.7,1.771111111
"CHE,FUL,LEE,LEI,WOL",4.9,4.6,4.6,4.1,5.1,4.1,3.6,5.6,6.3,6.1,7.1,4.9,4.6,6.8,7.3,79.7,1.771111111
"CRY,LEI,MCI,MUN,SOU",5.2,5.6,6.1,5.2,4.5,5.6,5.5,5.1,6.6,4,4,5.7,4.4,7.6,4.6,79.7,1.771111111
"LEI,LIV,MUN,SOU,WOL",4,5.6,7.1,3.5,4.9,4.5,4.5,6.7,6.2,5.6,6.6,3.9,6.5,4.9,5.2,79.7,1.771111111
"AVL,EVE,LEI,WHU,WOL",4.6,4.3,6,4.8,6.7,5.8,4.6,7.5,5,3.8,5.8,4.6,4.8,6.9,4.5,79.7,1.771111111
"BHA,CRY,FUL,NEW,SOU",6.9,5.4,5.8,5.3,4.8,3.3,4.9,4.7,6.3,6.5,5.3,5.4,4.9,4.4,5.8,79.7,1.771111111
"CRY,LEE,LEI,LIV,MUN",5.1,3.4,5.5,7.3,4.5,4.5,7.6,5,6.1,4,6.1,5.1,4.9,6.1,4.5,79.7,1.771111111
"CRY,FUL,LIV,MUN,SOU",5.2,5.8,5.2,5.7,5.2,3.7,5.7,5.1,5.2,6.2,6.2,5.7,6.2,4.6,4.1,79.8,1.773333333
"CHE,FUL,LIV,MCI,SOU",4.5,8.4,5.2,3.5,6.8,4.2,4.7,5.7,6.7,6.6,4,5,5.2,5.8,3.5,79.8,1.773333333
"ARS,AVL,LEE,LEI,LIV",4,4.1,6.2,5.7,6.6,4.6,7.1,5.7,6.3,4.9,6.2,4.5,5.1,5.2,3.6,79.8,1.773333333
"AVL,CHE,FUL,SOU,WHU",4.7,6.5,4.3,5.3,8.1,4.4,5.2,3.7,5.3,7.5,4.7,5.7,4.5,6,3.9,79.8,1.773333333
"AVL,CHE,LEE,NEW,SOU",6.2,3.8,4.6,3.7,9.1,5.2,6.2,4,6.3,6.8,4.7,4.7,5.3,5,4.2,79.8,1.773333333
"BHA,CRY,LEI,LIV,NEW",5.1,5.2,8.4,6.2,4.1,3.6,6.6,6.3,7.2,3.7,5.2,3.6,5.2,3.7,5.7,79.8,1.773333333
