COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVERAGE PER TEAM
"ARS,AVL,MCI,MUN,SHU",9.4,4.1,4.6,6.2,5.5,6.8,7.3,7.3,4.2,6.1,5.3,8.5,4.6,4.6,4.1,88.6,1.968888889
"ARS,BHA,CHE,SHU,WHU",4.7,6.2,5.7,4.6,4.7,7.9,9.9,3.7,5.6,5.8,6.8,6.2,4.9,5.6,6.3,88.6,1.968888889
"ARS,BHA,LEE,WBA,WHU",6,5.2,8.5,6.8,6.4,4.7,8,3.7,5.8,5.3,7,5.9,3.7,5.3,6.3,88.6,1.968888889
"ARS,BUR,LEE,MCI,WOL",8.2,6.7,7.2,4,6.1,5.4,5.6,4.6,5.3,7.1,6.2,5.7,4,7.5,5,88.6,1.968888889
"ARS,EVE,FUL,MUN,NEW",7.5,3.3,4.8,4.9,7.5,7,5,6.7,4.2,6,7.5,6.6,5.3,4.3,8,88.6,1.968888889
"ARS,EVE,LEI,NEW,SHU",5.7,4.3,6.4,4.9,5.8,9.5,5.8,7.4,5.9,3.6,6.3,4.2,6.3,5.2,7.3,88.6,1.968888889
"ARS,EVE,MUN,NEW,WBA",7.5,3.3,6.9,4.9,7.5,8,5.5,6.7,4.2,4.5,5.5,4.9,6.3,3.8,9.1,88.6,1.968888889
"ARS,LIV,SHU,TOT,WBA",4.6,6.8,5.6,6.2,5.1,5.7,5.7,5.9,7.3,4.6,6.9,4.6,8.9,4.6,6.1,88.6,1.968888889
"ARS,MCI,NEW,TOT,WHU",4.8,7,7.4,5.2,9,7.7,5.2,3.8,7.3,4.8,5.8,4.3,3.8,6.2,6.3,88.6,1.968888889
"AVL,BHA,LEE,MUN,WHU",10.1,3.1,5.1,9,6.2,4.2,8.5,4.2,4.2,6.8,7,8,3.7,4.2,4.3,88.6,1.968888889
"AVL,BUR,LEE,SOU,WHU",7.9,5.3,5.7,6.4,8,5.2,7.4,3.7,4.4,6.8,5.3,5.9,4.2,8.5,3.9,88.6,1.968888889
"BHA,BUR,CHE,TOT,WHU",5.2,8.4,5.2,5.1,5.3,6.3,7.2,3.7,4.6,8.6,5.7,5.7,4.3,6.9,6.4,88.6,1.968888889
"BHA,BUR,CRY,EVE,WHU",7.6,6.4,5.9,5.8,4.2,5.3,9,4.3,4.3,4.4,5.8,8.5,4.3,7.5,5.3,88.6,1.968888889
"BHA,BUR,CRY,MCI,SHU",9.1,7.1,5.7,6.1,3.6,4.6,8.8,5.2,5.2,4.5,4.1,9.5,4.1,6,5,88.6,1.968888889
"BUR,CRY,LEE,NEW,WHU",7,5.8,6.2,7.5,5.8,6.2,8.5,3.7,5.3,4.4,5.3,5.5,4.2,8,5.2,88.6,1.968888889
"BUR,CRY,LIV,SHU,WHU",5.3,8.9,5.7,7.2,3.6,5.7,9.9,4.3,5.3,4.2,6.2,6.3,5.8,6.1,4.1,88.6,1.968888889
"BUR,EVE,FUL,MCI,TOT",8.6,6,4.4,5.2,5.9,5.7,4.2,6.3,4.4,6.9,5.2,8.6,4.2,7.8,5.2,88.6,1.968888889
"BUR,EVE,MCI,SOU,WBA",8.1,6.5,6.4,4.2,6.3,6.2,5.2,6.4,5.8,4.8,3.7,6.9,6.2,7.3,4.6,88.6,1.968888889
"BUR,MCI,SOU,TOT,WBA",6.4,8.5,6.3,4.6,5.9,6.2,4.7,4.7,7.8,6.9,3.7,4.8,6.2,7.3,4.6,88.6,1.968888889
"CRY,LEE,MUN,SOU,TOT",5.8,4.6,5,8,5.7,5.1,6.3,4.1,6.2,6.7,6.3,5.3,6.1,8.3,5.1,88.6,1.968888889
"LEE,LEI,NEW,WBA,WHU",5.8,4.1,8.5,7.5,6.3,7.3,5.3,5.3,8.7,3.8,4.8,4.3,4.1,6,6.8,88.6,1.968888889
"LEE,SHU,TOT,WBA,WHU",6.4,5.1,4.5,10.1,5.3,6.2,5.9,3.7,7.5,4.3,7,5.4,5.8,6.3,5.1,88.6,1.968888889
"ARS,AVL,LEE,MCI,SHU",9.4,4.1,4.6,6.7,6.7,5.6,7.3,6.3,5.9,5.4,5.3,7.4,4.1,5.7,4.1,88.6,1.968888889
"ARS,AVL,LEI,NEW,WBA",5.7,4.8,8.8,5.9,6.9,6.5,5.3,7.4,7.1,3.8,4.3,4.2,5.8,4,8.1,88.6,1.968888889
"ARS,BHA,CHE,MUN,WHU",4.7,5.2,6.2,4.6,5.7,7.4,8.8,3.7,4.5,7.5,6.8,6.2,4.2,5.1,8,88.6,1.968888889
"ARS,BUR,CHE,FUL,MUN",6.3,5.3,4.6,4.1,5.2,7,6.3,4.6,3.5,9,6.2,7.7,5.2,5.7,7.9,88.6,1.968888889
"ARS,BUR,CHE,LEE,MCI",8.2,6.7,5.6,4,6.8,7.1,7.1,4,4.6,7.1,4,6.7,4,7.7,5,88.6,1.968888889
"ARS,BUR,MCI,NEW,WHU",5.9,7.4,8.5,5.1,7.9,8.3,7.4,4.3,4.8,4.8,4.7,4.9,3.7,6.2,4.7,88.6,1.968888889
"ARS,CHE,MUN,NEW,WHU",4.7,4.8,6.2,4.2,7.9,10.1,7.3,3.7,4.5,6,6.3,4.9,4.8,4.7,8.5,88.6,1.968888889
"ARS,CHE,NEW,WBA,WOL",5,6.5,7.9,3,6.3,6.3,4.3,5.7,6.2,6,4.3,4.2,8,4.8,10.1,88.6,1.968888889
"ARS,CRY,FUL,MUN,TOT",5.8,5.3,4.7,8,5.2,4.8,5.4,4.2,4.7,7.4,7.4,6.3,5.8,5.7,7.9,88.6,1.968888889
"ARS,CRY,LEE,LEI,WHU",4.2,5.1,6.8,7.5,5.7,6.2,8.3,3.7,6.3,3.7,6.7,5.2,4.1,9.9,5.2,88.6,1.968888889
"ARS,EVE,FUL,LEE,WHU",6,3.8,4.8,6.5,8.6,5.8,6,3.7,5.4,5.3,9.7,6.4,3.8,7.5,5.3,88.6,1.968888889
"ARS,FUL,MCI,TOT,WBA",6.4,7,5.8,6.2,6.5,5.3,3.9,5.8,7.3,6.3,4.8,5.3,4.8,5.9,7.3,88.6,1.968888889
"ARS,LEE,LEI,SHU,WHU",4.2,4.4,6.2,7.4,5.1,8.3,8.9,3.7,6.4,3.6,8.3,5.2,4.1,7.7,5.1,88.6,1.968888889
"AVL,BHA,BUR,CHE,MUN",10.4,4.2,4.6,5.1,4.6,5.4,7.8,5.1,3.2,9,4.7,9.3,5.1,4.2,5.9,88.6,1.968888889
"AVL,BHA,CRY,FUL,MUN",9.2,4.2,4.8,9,4.6,3.3,6.5,5.6,4.2,7.4,5.4,10.1,4.7,4.2,5.4,88.6,1.968888889
"AVL,BHA,LEE,MUN,NEW",11.6,3.1,5.1,7.4,6.2,4.2,7.5,5.5,4.2,6.8,6,7,4.5,3.7,5.8,88.6,1.968888889
"AVL,BUR,EVE,LIV,MCI",9.9,5.9,5.5,5.1,6.6,5.1,6.3,9.2,3.9,5.1,4.2,8.4,4.7,5.6,3.1,88.6,1.968888889
"AVL,BUR,FUL,MUN,NEW",11.1,3.8,4.8,6.9,5.2,5.5,5.5,7.2,3.2,7.5,5.4,8.1,5.2,3.8,5.4,88.6,1.968888889
"AVL,BUR,LEE,MUN,WBA",13.1,3.1,5.1,7.9,5.2,5.3,7,5.5,3.2,6.8,4.4,8,5,4.3,4.7,88.6,1.968888889
"AVL,BUR,MCI,TOT,WHU",8.4,7.9,5.4,7.3,6.8,6.2,5.7,4.3,4.4,6.3,4.2,6.9,3.7,7.3,3.8,88.6,1.968888889
"AVL,CRY,FUL,LEE,MCI",10.6,4.3,4.8,9.5,6.3,3.9,5.3,5.7,5.9,5.5,3.7,9.1,3.6,6.3,4.1,88.6,1.968888889
"AVL,EVE,MCI,SHU,WHU",8.1,4.3,4.3,6.8,7.3,6.8,6.3,8.3,5,4.3,4.8,8.6,3.8,6.1,3.8,88.6,1.968888889
"BHA,BUR,EVE,SHU,WBA",9.7,4.7,5.3,5.8,3.6,5.9,7,6.9,4.3,4.3,5.4,8.5,6.8,4.7,5.7,88.6,1.968888889
"BHA,FUL,MCI,MUN,SHU",9.7,4.5,4.6,7.2,4,4.2,5.8,7.2,4.7,6.1,6.3,10.5,3.7,4.5,5.6,88.6,1.968888889
"BHA,FUL,MUN,NEW,WBA",9.2,4.2,6.9,7.4,5.2,3.9,4.5,7.2,4.7,6,5.5,6.5,4.7,3.7,9,88.6,1.968888889
"BHA,MUN,NEW,TOT,WBA",8,4.2,6.8,7.4,5.2,5.3,4.9,5.6,6.4,6,5.5,4.4,5.2,3.7,10,88.6,1.968888889
"BUR,CRY,EVE,MUN,WHU",7.6,5.3,5.2,6.4,4.6,7.4,8.5,4.3,3.2,4.4,5.8,8.5,4.7,7.4,5.3,88.6,1.968888889
"BUR,EVE,SHU,TOT,WOL",6.7,5.8,4.2,4.2,4,6.7,4.2,6.8,4.9,6.3,7.4,5.7,8.9,7.1,5.7,88.6,1.968888889
"BUR,FUL,MCI,TOT,WBA",8.1,7.5,5.4,6.7,5.4,5.3,3.9,6.3,6.3,6.9,3.7,6.9,4.2,6.3,5.7,88.6,1.968888889
"CHE,LIV,TOT,WBA,WOL",4.9,9.5,5.6,3.4,6.1,4.6,3.7,5.8,7.2,6.3,5.2,4,9.9,5.1,7.3,88.6,1.968888889
"CHE,SHU,TOT,WHU,WOL",5.1,8.4,4,5.1,5.1,7.7,4.5,3.7,6.3,5.8,7.3,4.7,8,6.6,6.3,88.6,1.968888889
"CRY,EVE,LEE,MUN,TOT",8,2.6,4.7,8.6,5.7,5.6,6.4,4.1,4.7,5.2,6.9,6.9,6.1,7.4,5.7,88.6,1.968888889
"CRY,LEE,NEW,SHU,WHU",7,4.1,5,9.1,5.2,6.8,8.5,3.7,6.9,4.2,6.4,5.5,4.3,6.8,5.1,88.6,1.968888889
"CRY,LEI,MCI,TOT,WBA",5.7,7.3,6.2,7.3,4.7,5.7,4.7,5.8,10,3.7,3.2,4.7,5.6,7.3,6.7,88.6,1.968888889
"EVE,FUL,LEE,MCI,TOT",8.6,3.8,4.4,6.9,7.4,5.1,4.2,5.7,6.5,5.6,6.3,7.6,3.6,7.8,5.1,88.6,1.968888889
"EVE,LEE,MUN,TOT,WBA",8.6,2.6,4.7,7.5,6.3,6.2,4.9,5,5.3,5.3,6.5,5.9,6.7,5.8,7.3,88.6,1.968888889
"LEE,LEI,SHU,TOT,WBA",6.2,4.4,4.5,9,4.1,6.2,4.7,5.7,9.7,3.6,5.8,4.7,6.6,6.3,7.1,88.6,1.968888889
"LEE,NEW,TOT,WBA,WHU",6.4,4.8,6.3,8.6,7.5,6.2,4.9,3.7,8.7,4.5,6,4.4,4.3,5.5,6.8,88.6,1.968888889
"ARS,BUR,CHE,WBA,WHU",4.7,8.5,6.9,4.1,5.9,8,7.4,3.7,4.6,6,4.2,5.9,5.4,6.4,6.9,88.6,1.968888889
"ARS,BUR,FUL,MUN,WOL",6.3,5.3,5.8,4.1,5,5.3,4.8,5.6,3.6,9.5,8.4,6.7,5.2,5.6,7.4,88.6,1.968888889
"ARS,CHE,CRY,MUN,WHU",4.7,6.9,5,5.2,5.7,7.9,8.8,3.7,4.5,5.9,5.7,6.2,5.3,6.2,6.9,88.6,1.968888889
"ARS,CRY,LEI,NEW,WBA",5.2,5.8,9.2,5.9,4.7,6.4,5.3,5.8,8,3.7,4.2,4.2,6.3,4.9,9,88.6,1.968888889
"ARS,CRY,MUN,SHU,WBA",6.9,5.1,5,7.4,4,6.4,8,5.1,5.1,4.2,5.4,6.9,7.3,4.6,7.2,88.6,1.968888889
"ARS,EVE,LEE,MCI,SHU",8,3.6,4.6,4.7,6.7,7.1,6.8,6.4,5.9,4.6,6.3,7.4,4.6,7,4.9,88.6,1.968888889
"ARS,EVE,SOU,WHU,WOL",4.3,6.5,6.9,3.1,9.5,6.2,4.7,3.8,5.4,6,7.9,4.6,7,7.8,4.9,88.6,1.968888889
"ARS,FUL,MUN,TOT,WBA",6.4,5.3,4.7,7.4,5.8,5.4,3.9,5.1,4.7,7.5,7,5.3,5.8,4.8,9.5,88.6,1.968888889
"ARS,FUL,NEW,TOT,WHU",4.8,6,6,7,8.1,6.4,4.4,3.8,5.9,6,8.5,4.3,4.5,5.4,7.5,88.6,1.968888889
"ARS,LEE,MCI,MUN,WBA",9.5,4.1,6.5,6.2,6.7,6.1,6.3,5,5.7,5.6,4.8,6.4,3.9,5.2,6.6,88.6,1.968888889
"ARS,LEE,NEW,SOU,WHU",4.3,4.8,7.3,4.3,10.3,6.7,6.9,3.7,6.9,5.3,7.4,4.3,4.3,7.4,4.7,88.6,1.968888889
"AVL,BHA,MUN,SHU,TOT",8.5,4.1,4.2,8.9,4,4.8,6.9,5.6,4.2,7.3,7,7.9,5.2,4.2,5.8,88.6,1.968888889
"AVL,BUR,CRY,EVE,WHU",7.6,6,4.9,7,6.4,5.9,8,4.3,3.9,4.4,4.8,8.5,4.9,7.6,4.4,88.6,1.968888889
"AVL,EVE,NEW,SHU,WBA",9.1,4,4.3,6.5,6.4,6.5,5.5,9.7,5.5,4.3,4.5,6,7.5,4,4.8,88.6,1.968888889
"AVL,EVE,SHU,TOT,WBA",8,4.3,4.2,8,5.3,5.9,4.9,8.1,5.5,4.3,5,6.4,9.1,4.8,4.8,88.6,1.968888889
"BHA,BUR,EVE,MUN,NEW",10.2,3.3,5.8,5.4,4.6,6.9,7,6.1,3.2,6,6.4,8,5.1,3.7,6.9,88.6,1.968888889
"BHA,BUR,FUL,SHU,WBA",9.2,5.7,5.3,7.3,3.6,3.9,6,6.8,4.8,6.4,5.4,8.5,4.8,4.7,6.2,88.6,1.968888889
"BHA,BUR,LEI,MUN,TOT",6.8,4.5,5.7,6.8,4.1,6.3,6.2,5.2,3.6,7.9,6.2,6.2,5,5.7,8.4,88.6,1.968888889
"BHA,FUL,LEE,SHU,TOT",8,4.5,4.2,9.5,4.2,3.7,5.4,4.6,6.4,7.2,8.5,6.9,4.2,5.2,6.1,88.6,1.968888889
"BUR,CHE,EVE,LEE,MUN",10.4,2.6,4.6,4.2,5.7,7.8,7.3,4.5,3.2,6.8,5.7,8.3,5,6.8,5.7,88.6,1.968888889
"BUR,CHE,EVE,MUN,SHU",8.4,3.6,4.1,4.2,4,9.5,7.3,5.5,3.2,5.8,5.7,8.8,7.2,5.6,5.7,88.6,1.968888889
"BUR,CHE,LEE,MUN,SHU",9.8,3.4,4.4,5.7,4,8.3,8.3,4.5,3.5,6.6,6.2,7.8,5,5.6,5.5,88.6,1.968888889
"BUR,CRY,MCI,SHU,TOT",7.4,8.2,4.6,7.2,3.6,6.1,6.7,4.7,5.8,4.5,4.1,7.4,5.7,7.6,5,88.6,1.968888889
"BUR,CRY,NEW,SHU,WHU",7,6.8,5.7,7.4,3.6,8,9.1,4.3,5.3,4.2,5.3,6,4.9,5.8,5.2,88.6,1.968888889
"BUR,EVE,FUL,TOT,WBA",8.1,5.5,4.4,6.4,5.4,5.4,3.9,6.3,4.4,6.6,5.4,6.9,7,6.5,6.4,88.6,1.968888889
"BUR,EVE,MUN,TOT,WHU",7,4.8,4.7,6.4,5.7,8.4,6.4,4.3,3.2,6,7.4,6.9,4.7,7.3,5.4,88.6,1.968888889
"BUR,EVE,NEW,TOT,WBA",8,5,5.4,5.4,5.9,7.4,4.9,6.3,6.1,4.5,4.9,4.4,7.5,5.5,7.4,88.6,1.968888889
"BUR,FUL,MUN,TOT,WBA",8.1,5.3,4.7,7.9,5.2,5.4,3.9,5.6,3.7,8.1,5.9,6.9,5.2,4.8,7.9,88.6,1.968888889
"BUR,LEE,MCI,SHU,WBA",11.1,5.1,5.6,6.7,4.2,6.1,6.3,6.3,6.4,4.6,3.7,7.5,4,6.1,4.9,88.6,1.968888889
"BUR,SHU,TOT,WBA,WHU",6.4,7.3,5.2,8.4,4.2,7.4,6.5,4.3,5.4,4.3,5.9,5.4,6.4,6.3,5.2,88.6,1.968888889
"CHE,EVE,FUL,MUN,TOT",6.8,3.8,4.2,5.3,6.3,6.4,4.4,5,4.1,7.5,6.8,7.4,6.8,5.8,8,88.6,1.968888889
"CRY,MCI,SHU,TOT,WBA",7.4,7.3,4.6,8.3,4.2,5.7,4.7,5.9,8.3,4.2,3.2,6.4,7.3,6.1,5,88.6,1.968888889
"CRY,MCI,SHU,TOT,WHU",5.9,8.2,4.6,8.9,4.7,6.1,6.7,3.8,6.9,4.2,5.2,6.4,4.8,7.6,4.6,88.6,1.968888889
"EVE,FUL,MCI,TOT,WBA",8.1,5.5,4.4,6.3,6.5,5.3,3.9,7.5,6.9,4.8,4.3,7.1,5.9,6.3,5.8,88.6,1.968888889
"LEE,MCI,MUN,TOT,WBA",10,4.1,5,7.8,6.3,6.1,4.7,5,7.2,5.6,4.8,5.9,3.9,5.6,6.6,88.6,1.968888889
"LEI,NEW,SOU,TOT,WOL",4.5,6.3,6.8,3.7,5.6,5.6,4,5.8,9.7,5.8,5.7,3.6,7.3,6.3,7.9,88.6,1.968888889
"ARS,BUR,EVE,LIV,MCI",6.3,6.9,6.9,4.7,6.6,6.6,6.6,7,4.3,5.1,5.2,6.7,5.2,6.5,4,88.6,1.968888889
"ARS,BUR,LEE,LEI,MUN",7.7,3.4,6.1,5.8,4.5,7.8,7.8,4.6,3.6,6.1,6.7,5.7,4.9,6.7,7.2,88.6,1.968888889
"ARS,BUR,MUN,SHU,WOL",6.2,5.1,5.6,4.1,4,7.3,7.4,5.6,3.6,7.3,7.9,6.2,6.2,5.4,6.7,88.6,1.968888889
"AVL,BHA,BUR,EVE,FUL",10.3,4.4,4.5,5.8,4.8,3.4,5.5,6.8,3.9,8.1,5.9,10.6,4.8,4.9,4.9,88.6,1.968888889
"BHA,BUR,EVE,FUL,LEE",10.3,3.7,4.8,5.8,4.8,3.7,6,5.1,4.3,7.4,6.9,9.5,4.2,6.4,5.7,88.6,1.968888889
"BHA,EVE,NEW,SHU,WBA",9.1,4.3,6.4,5.9,4.2,5.9,5.5,8,5.9,4.3,5.5,6,6.9,3.9,6.8,88.6,1.968888889
"BHA,FUL,MUN,TOT,WBA",8.1,4.7,4.7,8.4,5.2,3.9,3.9,5.6,4.7,8.1,6.5,6.9,4.7,4.2,9,88.6,1.968888889
"CRY,NEW,SHU,TOT,WBA",7.4,5.8,4.6,8.5,4.2,5.8,4.9,5.8,8.6,4.2,4.4,4.4,8.5,4.3,7.2,88.6,1.968888889
"LEE,MCI,SHU,TOT,WBA",8,5.1,4.5,8.3,5.3,6.1,4.7,5.8,8.9,4.6,4.8,5.9,5.6,6.1,4.9,88.6,1.968888889
"BUR,LEE,LEI,MUN,TOT",8.2,3.4,5,7.4,4.5,7.2,6.2,4.6,4.7,6.1,6.7,5.2,4.9,7.3,7.2,88.6,1.968888889
"ARS,BHA,BUR,CRY,WOL",5.7,7.9,7.4,4.1,4.2,3.6,7.8,4.7,4.7,7.9,5.8,6.2,5.8,6.1,6.8,88.7,1.971111111
"ARS,BHA,EVE,MCI,MUN",8.6,3.7,6.2,4.7,6.1,6.2,6.8,5.6,4.2,6.3,5.8,9.1,4,5.1,6.3,88.7,1.971111111
"ARS,SHU,SOU,TOT,WBA",4.7,6.8,5.1,5.3,5.3,6.3,4.8,4.2,7.9,5.8,5.9,4.7,9.5,5.7,6.7,88.7,1.971111111
"AVL,MCI,MUN,NEW,WBA",11.1,3.8,6.2,6.8,6.7,5.8,5.3,8.4,5.7,4.8,3.3,6.6,4.6,3.8,5.8,88.7,1.971111111
"ARS,AVL,BHA,LEE,WHU",6.5,4.2,6.4,7.4,8,4.2,9,3.7,5.3,6.8,7.5,6.4,3.7,5.3,4.3,88.7,1.971111111
"ARS,BUR,MCI,NEW,TOT",6.3,7,6.8,5.1,6.8,7.7,5.2,4.7,6.2,6.3,4.7,4.3,4.7,6.2,6.7,88.7,1.971111111
"ARS,BUR,MUN,SOU,TOT",4.7,6.3,5.6,4.2,5.7,7.3,6.3,4.2,3.6,9.6,6.8,4.7,6.2,6.7,6.8,88.7,1.971111111
"ARS,EVE,MCI,SHU,WBA",7.5,5.3,5.7,4.7,5.7,7.3,5.3,8.2,5.9,4.3,4.3,6.9,6.8,5.7,5.1,88.7,1.971111111
"ARS,MUN,SOU,TOT,WBA",4.7,5.8,5.6,5.3,6.3,6.3,4.8,4.2,6.2,7.5,5.9,4.7,7.8,5.2,8.4,88.7,1.971111111
"AVL,CHE,EVE,MUN,SHU",8.4,3.3,4.1,5.3,5.1,8,6.8,7.2,3.8,5.8,5.3,8.9,7.3,4.6,4.8,88.7,1.971111111
"AVL,EVE,MCI,SHU,WBA",9.7,4.3,4.3,6.3,5.7,5.8,5.3,10.4,5.5,4.3,3.3,8.6,6.3,4.8,4.1,88.7,1.971111111
"BHA,BUR,EVE,MCI,TOT",9.1,5.9,5.4,5.2,5.3,5.6,5.2,5.2,4.3,7.4,5.2,8.4,4.1,7.2,5.2,88.7,1.971111111
"BUR,CRY,LEE,WBA,WHU",7.1,6.8,6.2,8.5,4.8,5.2,8,3.7,5.3,4.4,4.3,6.5,4.2,8.5,5.2,88.7,1.971111111
"ARS,AVL,EVE,LEE,MCI",10,3.3,4.8,4.7,9.5,5.6,6.3,6.3,4.9,5.6,4.8,8,4.1,6.7,4.1,88.7,1.971111111
"ARS,BHA,BUR,MCI,WOL",6.8,7.8,8.4,4,4.6,4.5,6.1,5.2,4.7,8.3,5.2,6.7,4.1,6.1,6.2,88.7,1.971111111
"ARS,BHA,CRY,MUN,TOT",5.8,5.2,5.1,6.8,4.6,4.7,7.9,4.2,4.6,7.4,6.9,6.3,5.7,5.1,8.4,88.7,1.971111111
"ARS,BUR,CHE,LEI,WHU",4.2,7.8,6.9,4.1,5.2,9.5,7.7,3.7,4.6,5.3,5,5.2,4.7,7.9,6.9,88.7,1.971111111
"ARS,CHE,FUL,LEE,TOT",5.1,5.3,4.2,5.8,7,5.2,4.7,4,5.7,8.3,7.8,5.6,5.3,6.9,7.8,88.7,1.971111111
"ARS,CHE,FUL,MUN,TOT",5.1,5.3,4.2,5.2,6.3,6.4,4.7,4.1,4.5,9,7.3,5.6,5.8,5.7,9.5,88.7,1.971111111
"ARS,CHE,MCI,TOT,WHU",4.7,8.9,5.6,4,7.9,7.7,5.5,3.7,5.7,6.3,5.1,5.3,4.3,7.7,6.3,88.7,1.971111111
"ARS,CHE,NEW,SHU,WHU",4.7,5.8,5.7,4.2,6.9,10.6,8.4,3.7,5.7,4.3,6.3,4.9,5.5,5.2,6.8,88.7,1.971111111
"ARS,CRY,TOT,WBA,WOL",5.1,8,6.3,5.2,5.2,4.7,3.7,4.2,6.8,5.9,5.4,4.6,9,6.2,8.4,88.7,1.971111111
"ARS,EVE,LEE,MCI,MUN",10,2.6,5.1,4.7,7.7,7.1,6.8,5,4.2,5.6,6.3,8.1,3.9,6.5,5.1,88.7,1.971111111
"ARS,EVE,LEI,SOU,TOT",4.1,5.3,5.3,3.8,7.9,7.3,5.1,4.2,6.9,5.3,6.2,4.1,7.8,8.5,6.9,88.7,1.971111111
"ARS,EVE,MCI,NEW,SHU",7.4,4.3,5.7,4.7,7.4,8.3,5.8,8.1,5.9,4.3,5.3,5.9,5.3,5.2,5.1,88.7,1.971111111
"ARS,FUL,SOU,TOT,WBA",4.7,7,5.3,5.3,6.5,4.9,3.9,4.2,7.4,8.1,5.9,4.7,7.5,5.9,7.4,88.7,1.971111111
"ARS,LEE,NEW,SHU,TOT",6.3,4.1,4.5,6.9,6.3,7.2,6.4,4.1,7.4,5.1,8,4.3,5.8,5.2,7.1,88.7,1.971111111
"ARS,MCI,NEW,SHU,WHU",5.9,5.8,7.3,5.2,7.3,8.9,7.9,5.4,6.4,4.3,5.8,4.9,3.8,5.2,4.6,88.7,1.971111111
"ARS,MCI,NEW,WBA,WOL",6.2,6.5,9.5,4,6.7,5.6,4.1,7.5,7.8,4.8,3.8,4.2,5.3,4.8,7.9,88.7,1.971111111
"AVL,BHA,BUR,CRY,FUL",9.2,5.4,4.9,7.9,4.2,3.3,7,5.2,4.3,8,4.8,10,4.8,4.9,4.8,88.7,1.971111111
"AVL,CRY,EVE,MCI,SHU",9.1,4.3,4.3,6.8,5.1,5.2,6.3,8.7,5.4,4.2,3.7,9.6,5.8,6.1,4.1,88.7,1.971111111
"AVL,EVE,MCI,MUN,NEW",11.6,3.3,4.8,5.3,8.3,6.8,5.8,8.9,3.8,4.8,4.3,8.3,4.6,3.8,4.3,88.7,1.971111111
"AVL,FUL,MUN,NEW,SHU",9.1,3.8,4.3,8.5,4.6,6,5.5,8.3,4.3,5.8,6.5,7.6,5.3,3.8,5.3,88.7,1.971111111
"AVL,FUL,MUN,SHU,WBA",9.2,4.1,4.3,9.5,4.6,4.5,5,8.4,4.3,5.8,5.5,8.6,5.3,4.3,5.3,88.7,1.971111111
"BHA,BUR,EVE,FUL,MCI",10.3,4.9,5.5,5.2,4.8,4.2,4.8,6.8,4.3,6.9,5.2,10.7,3.7,6.2,5.2,88.7,1.971111111
"BUR,CHE,MCI,MUN,TOT",8.7,7.2,4.5,4.5,5.7,7.7,5.5,4.6,3.5,7.8,4,7.2,4.5,6.6,6.7,88.7,1.971111111
"BUR,FUL,MCI,MUN,WOL",9.9,6.2,5.8,4.5,5,4.6,3.6,7.2,3.7,8.3,5.7,8.8,4.1,5.6,5.7,88.7,1.971111111
"BUR,LEI,SOU,TOT,WBA",4.6,7.3,6.3,5.3,4.7,6.3,4.7,4.7,8.6,5.9,4.7,4.1,7.2,7.5,6.8,88.7,1.971111111
"BUR,SHU,TOT,WHU,WOL",5.2,8.3,5.2,6.2,4,6.7,5.8,4.3,5.4,6.3,7.9,4.7,6.4,7.1,5.2,88.7,1.971111111
"CHE,CRY,LEE,TOT,WOL",5.5,7.9,4.5,5.7,5.7,4.5,4.5,4,6.7,6.7,5.7,5,7.8,7.8,6.7,88.7,1.971111111
"CRY,FUL,LEE,MUN,TOT",7.5,3.6,4.7,10.7,5.2,4.2,5.4,4.1,5.2,6.7,7.4,6.9,4.6,6.3,6.2,88.7,1.971111111
"CRY,LEE,NEW,TOT,WHU",5.9,5.3,5.1,9.7,6.9,5.6,6.4,3.7,7.4,4.4,6.4,4.4,4.3,8,5.2,88.7,1.971111111
"CRY,SOU,TOT,WBA,WHU",4.8,8.5,5.7,7.5,5.9,5.3,4.8,3.8,7.9,4.4,4.3,4.8,7.5,8.7,4.8,88.7,1.971111111
"EVE,MUN,NEW,SHU,TOT",7.9,3.3,4.2,6.5,5.1,8.9,5.4,6.7,4.8,4.3,7.5,5.4,7.3,4.1,7.3,88.7,1.971111111
"FUL,LEE,MUN,TOT,WHU",6.5,3.6,4.7,10.2,6.3,5.2,5.4,3.7,4.8,6.8,9.7,5.9,3.8,6.3,5.8,88.7,1.971111111
"MUN,SHU,TOT,WBA,WOL",6.7,5.1,4.5,6.8,4.4,5.7,3.7,6.8,5.8,5.8,7,4.7,8.8,4.6,8.3,88.7,1.971111111
"ARS,BHA,EVE,SHU,WHU",5.9,4.7,5.9,5.3,5.8,6.9,9.6,4.3,5.3,4.3,8,6.9,4.9,5.6,5.3,88.7,1.971111111
"ARS,BHA,FUL,MCI,MUN",8.1,4.7,6.2,5.6,5.2,4.2,5.8,5.6,4.6,7.8,6.3,9.4,3.7,4.7,6.8,88.7,1.971111111
"ARS,BHA,MCI,MUN,WHU",6.5,5.2,7.8,5.6,6.1,6.2,8.3,4.3,4.6,6.3,6.3,7.4,3.2,5.1,5.8,88.7,1.971111111
"ARS,BUR,CHE,CRY,EVE",5.7,7,4.7,3.7,5.3,7.4,7.8,4.1,4.2,5.9,4.6,7.2,7.4,7.9,5.8,88.7,1.971111111
