COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVERAGE PER TEAM
"AVL,CHE,LIV,SOU,WBA",4.5,7,5.2,3.5,6.8,4.7,5.7,5.8,6.2,6.3,55.7,1.856666667
"AVL,SHU,SOU,WBA,WOL",6.2,5.8,5.2,4.7,4.6,4.7,4.2,8,6.5,5.8,55.7,1.856666667
"CRY,FUL,LIV,SOU,TOT",4.6,8,4.8,6.3,5.7,3.7,4.3,4.2,7.3,6.8,55.7,1.856666667
"AVL,BHA,CHE,LIV,NEW",6.1,4.9,5.7,4.6,6.2,3.7,6.8,6.2,5.2,6.3,55.7,1.856666667
"AVL,CRY,LIV,MUN,NEW",6.8,3.8,5.2,6.8,5.5,4.2,7.3,6.7,4.7,4.7,55.7,1.856666667
"BHA,BUR,CRY,EVE,NEW",9.1,4.4,5.9,5.4,4.2,5.3,7.5,5.2,4.3,4.4,55.7,1.856666667
"BUR,EVE,FUL,LIV,NEW",7.4,4.5,5.5,5.2,5.7,5.3,5,7.9,4.4,4.8,55.7,1.856666667
"EVE,LEI,MCI,MUN,TOT",6.8,3.6,4.7,5.8,5.6,7.7,5,6.7,5.7,4.1,55.7,1.856666667
"ARS,AVL,BHA,FUL,LEI",5.8,5.2,6.6,6.3,4.7,3.4,5.3,6.3,5.3,6.8,55.7,1.856666667
"ARS,EVE,LEI,MCI,MUN",6.3,3.6,6.2,4.7,6,8.3,5.6,6.7,4.2,4.1,55.7,1.856666667
"ARS,FUL,LIV,SOU,TOT",4.1,7.5,5.3,4.1,6.8,4.2,4.3,4.2,6.8,8.4,55.7,1.856666667
"AVL,BHA,BUR,CRY,LEI",7.4,5.2,5.9,6.8,4.1,3.8,7.8,5.2,4.3,5.2,55.7,1.856666667
"AVL,BHA,CRY,LEI,SHU",6.8,5.1,4.7,8.4,3.5,3.8,7.8,6.3,5.8,3.5,55.7,1.856666667
"AVL,NEW,SHU,SOU,WOL",6.2,4.8,5.2,3.7,6.2,4.7,4.7,7.9,6.5,5.8,55.7,1.856666667
"BHA,BUR,CRY,EVE,WBA",9.2,5.4,5.9,5.8,4.2,4.3,7,5.2,4.3,4.4,55.7,1.856666667
"BHA,FUL,LEE,NEW,WOL",7.9,4.2,6.3,5.2,5.2,3.2,3.8,6.2,6.4,7.3,55.7,1.856666667
"BHA,LIV,NEW,SHU,SOU",5.7,5.2,6.6,4.7,4.5,4.1,6.7,6.3,7.3,4.6,55.7,1.856666667
"BUR,CRY,FUL,LEE,NEW",8.6,4.3,5.2,7.5,4.8,4.2,6,4.6,5.3,5.2,55.7,1.856666667
"CHE,CRY,LEE,TOT,WOL",5.5,7.9,4.5,5.7,5.7,4.5,4.5,4,6.7,6.7,55.7,1.856666667
"CHE,CRY,MUN,SOU,WHU",4.7,7.4,5,4.7,5.7,6.8,7.2,3.7,4.6,5.9,55.7,1.856666667
"CHE,EVE,NEW,TOT,WHU",5.2,5.5,4.2,4.3,8.6,9,5.4,3.7,5.3,4.5,55.7,1.856666667
"CHE,LEI,SOU,WBA,WHU",4.2,7.3,6.8,4.2,5.8,7.4,5.2,3.7,7.3,3.8,55.7,1.856666667
"CRY,FUL,LIV,SHU,WOL",5.6,7.8,4.7,6.1,4,3.6,4.6,7.9,6.9,4.5,55.7,1.856666667
"EVE,FUL,MCI,SOU,WHU",6,6,5.4,4.2,8.5,5.2,4.7,5.4,5.5,4.8,55.7,1.856666667
"LEI,MCI,MUN,TOT,WOL",5,5.6,6.1,5.1,4.9,6,4,6.7,6.7,5.6,55.7,1.856666667
"ARS,AVL,BHA,MUN,WOL",6.8,4.2,6.3,4.6,5,3.7,6.3,5.6,4.2,9,55.7,1.856666667
"ARS,AVL,BHA,SHU,WOL",6.2,5.2,5.8,4.6,4,3.7,6.8,6.8,5.3,7.3,55.7,1.856666667
"ARS,AVL,BUR,TOT,WOL",5.1,7,5.4,4.1,5.7,5.2,4.7,4.7,4.3,9.5,55.7,1.856666667
"ARS,BHA,CRY,FUL,SHU",6.9,5.7,4.7,7.3,3.6,3.3,8,4.7,5.8,5.7,55.7,1.856666667
"ARS,BHA,EVE,LIV,SHU",5.7,4.7,5.7,4.7,4.5,5.2,8.3,7,5.3,4.6,55.7,1.856666667
"ARS,BHA,EVE,TOT,WBA",6.4,5.4,6.5,5.3,5.9,5.3,4.9,4.7,5.3,6,55.7,1.856666667
"ARS,BUR,CHE,FUL,SOU",4.6,7.5,5.2,3.1,5.9,5.9,5.2,4.1,4.6,9.6,55.7,1.856666667
"ARS,BUR,CRY,FUL,LIV",5.2,8,5.9,5.1,4.8,3.7,7.3,4.7,4.8,6.2,55.7,1.856666667
"ARS,BUR,CRY,LEI,TOT",4.6,7.3,5.8,5.8,4.1,6.8,6.7,4.2,5.2,5.2,55.7,1.856666667
"ARS,CHE,EVE,LIV,WOL",4.5,7.5,5.7,3,6.6,5.6,5.1,6.2,5.2,6.3,55.7,1.856666667
"ARS,CRY,EVE,NEW,SOU",5.3,5,5.8,3.8,9.2,6.3,5.9,4.2,5.8,4.4,55.7,1.856666667
"ARS,CRY,FUL,TOT,WBA",5.8,7,4.8,8,5.4,4.4,3.9,4.2,6.3,5.9,55.7,1.856666667
"ARS,EVE,LEE,TOT,WBA",6.4,4.3,4.7,5.9,7.5,6.2,4.9,4.1,6.4,5.3,55.7,1.856666667
"ARS,EVE,SOU,TOT,WOL",4.6,6.5,5.3,3.1,8.4,5.6,4.1,4.2,5.9,8,55.7,1.856666667
"ARS,EVE,SOU,WBA,WOL",4.6,6,6.9,3.1,7.9,5.2,4.2,5.9,5.9,6,55.7,1.856666667
"ARS,FUL,LEE,LEI,MCI",5.8,4.6,6.2,5.7,6.2,5.1,4.6,5.7,6.9,4.9,55.7,1.856666667
"AVL,BHA,CHE,LIV,WOL",4.9,7.4,5.7,3.4,5.5,3.5,5.6,6.7,5.2,7.8,55.7,1.856666667
"AVL,BHA,CRY,LEI,MCI",7.4,5.2,6.3,6.7,4.1,3.8,6.1,6.3,5.8,4,55.7,1.856666667
"AVL,BHA,FUL,LEI,WHU",5.9,5.2,6.1,8.5,4.7,3.4,5.3,5.9,5.4,5.3,55.7,1.856666667
"AVL,BHA,SHU,TOT,WOL",6.7,5.2,4.2,6.7,4,3.7,4.7,6.8,5.9,7.8,55.7,1.856666667
"AVL,BUR,CRY,SHU,SOU",6.9,6.3,4.7,6.3,3.6,4.8,7.9,4.7,4.8,5.7,55.7,1.856666667
"AVL,BUR,SOU,TOT,WOL",5.1,7.5,5.3,3.6,5.7,4.7,4.1,4.7,4.9,10.1,55.7,1.856666667
"AVL,CHE,CRY,FUL,WHU",5.8,7.1,4.3,8,5.9,3.9,5.8,3.7,5.3,5.9,55.7,1.856666667
"AVL,CHE,CRY,NEW,WBA",7.3,5.5,4.7,5.8,5.9,4.9,5.8,5.7,5.7,4.4,55.7,1.856666667
"AVL,EVE,LEI,SOU,WBA",5.8,4.3,5.4,4.9,6.9,5.4,5.2,7.5,6.5,3.8,55.7,1.856666667
"AVL,EVE,LIV,SOU,TOT",4.6,5.5,4.4,4.2,8.4,4.7,5.3,6.4,5.9,6.3,55.7,1.856666667
"AVL,EVE,SOU,WBA,WOL",6.3,5,5.4,3.2,7.4,4.7,4.2,8,5.5,6,55.7,1.856666667
"AVL,LEE,SOU,WHU,WOL",4.7,5.3,5.7,5.3,8.4,4.6,5.2,3.7,6,6.8,55.7,1.856666667
"AVL,LEI,SHU,SOU,WBA",5.7,5.1,5.2,6.4,4.1,5.4,5.2,7.5,7.5,3.6,55.7,1.856666667
"BHA,EVE,LEE,TOT,WHU",7,3.7,4.7,7.5,6.9,5.1,6.4,3.7,5.4,5.3,55.7,1.856666667
"BHA,LEE,LEI,TOT,WHU",4.7,4.5,6.3,8.5,5.2,5.1,6.2,3.7,6.9,4.6,55.7,1.856666667
"BUR,CHE,EVE,LIV,WBA",6.2,7,5.3,4.1,5.7,6.3,5.8,6.3,4.2,4.8,55.7,1.856666667
"BUR,CRY,FUL,LIV,MUN",6.9,6.3,5.2,6.7,4.6,3.7,6.8,5.6,3.7,6.2,55.7,1.856666667
"BUR,CRY,SOU,TOT,WOL",5.1,9.5,5.7,3.6,4.6,4.6,4.1,4.2,5.8,8.5,55.7,1.856666667
"BUR,EVE,FUL,LEE,TOT",8.6,3.8,4.4,7,5.9,5.2,4.4,4.6,4.4,7.4,55.7,1.856666667
"CHE,EVE,LEE,NEW,WHU",6.3,3.3,4.6,4.3,9.1,8.4,6.3,3.6,5.3,4.5,55.7,1.856666667
"CHE,EVE,LIV,NEW,SOU",4.5,5.5,5.2,3.2,8.5,6.2,5.9,5.7,6.2,4.8,55.7,1.856666667
"CHE,LEE,TOT,WHU,WOL",5.1,7.4,4.5,5.2,6.8,5.5,4.5,3.6,6.3,6.8,55.7,1.856666667
"CRY,EVE,LEI,MCI,SHU",6.8,4.6,4.7,5.8,3.5,6.7,5.6,8.1,6.4,3.5,55.7,1.856666667
"CRY,EVE,LEI,SHU,WBA",6.8,4.6,4.7,7,3.5,6.4,5.3,7.5,6.4,3.5,55.7,1.856666667
"CRY,FUL,LEE,SOU,WBA",7,5.3,5.2,7.5,5.4,4.2,4.4,4.1,7.4,5.2,55.7,1.856666667
"CRY,LEE,SOU,WHU,WOL",4.7,7.4,6.1,5.3,6.2,4.5,5.7,3.7,6.9,5.2,55.7,1.856666667
"EVE,FUL,LEE,MUN,TOT",8.6,2.6,4.4,8.1,6.3,5.2,4.4,5,4.3,6.8,55.7,1.856666667
"EVE,LEE,LIV,SOU,WBA",5.8,4.3,5.7,4.2,7.3,5,5.4,5.8,7.4,4.8,55.7,1.856666667
"FUL,LEE,MUN,SOU,WBA",7.6,3.6,5.1,6.9,5.8,4.7,4.4,5,5.8,6.8,55.7,1.856666667
"FUL,LEI,MCI,MUN,WHU",5.9,4.6,6.2,7.3,5.1,6.8,4.6,6.3,4.8,4.1,55.7,1.856666667
"FUL,LEI,SOU,WBA,WOL",4.5,6.3,6.9,4.2,5.1,4.2,3.3,7.4,8,5.8,55.7,1.856666667
"FUL,MUN,NEW,SHU,SOU",7.4,4.1,4.6,5.9,4.6,6.4,4.9,6.7,5.3,5.8,55.7,1.856666667
"LEI,MUN,SHU,TOT,WHU",4.7,4.4,4.5,9,3.9,9.4,6.2,4.7,5.3,3.6,55.7,1.856666667
"ARS,AVL,BHA,SOU,WOL",4.6,5.9,6.9,3.1,6.8,3.7,5.2,4.7,5.3,9.5,55.7,1.856666667
"ARS,AVL,EVE,SOU,WOL",4.6,5,5.4,3.1,9.5,4.7,4.7,6.3,4.9,7.5,55.7,1.856666667
"ARS,BHA,CHE,MUN,TOT",5.1,5.2,4.5,4.6,5.7,6.3,6.7,4.1,4.5,9,55.7,1.856666667
"ARS,BHA,FUL,LEI,WHU",4.2,5.7,8.2,6.3,4.7,4.9,6.3,4.3,5.8,5.3,55.7,1.856666667
"ARS,BHA,FUL,LIV,WOL",4.5,6.4,7.4,4,5.2,3.2,4.6,6.3,5.8,8.3,55.7,1.856666667
"ARS,BHA,LEE,SHU,SOU",5.8,4.5,5.5,4.7,5.2,4.6,8.4,4.1,6.3,6.6,55.7,1.856666667
"ARS,CHE,CRY,MCI,MUN",5.7,6.7,5,4,5.7,6.7,7.1,4.1,4.5,6.2,55.7,1.856666667
"ARS,CHE,NEW,SHU,TOT",5.1,5.8,4,4.2,5.8,9,5.7,4.1,6.2,5.8,55.7,1.856666667
"ARS,CRY,MCI,SHU,SOU",5.3,7.3,5.6,4.1,5.1,5.6,7.2,4.2,6.8,4.5,55.7,1.856666667
"ARS,EVE,LEE,SOU,WBA",5.9,4.3,5.7,3.8,9.1,5.7,5.4,4.1,6.4,5.3,55.7,1.856666667
"ARS,LEI,MUN,NEW,WOL",4.5,4.1,8.4,4.2,4.9,7.8,4.6,6.7,5.2,5.3,55.7,1.856666667
"ARS,LEI,MUN,SOU,WBA",4.1,5.1,7.9,4.8,5.1,6.9,5.2,5.1,6.2,5.3,55.7,1.856666667
"AVL,BHA,LEI,LIV,SHU",5.6,5.1,5.7,6.7,3.5,3.7,7.1,8.5,5.9,3.9,55.7,1.856666667
"AVL,CHE,LEE,LIV,NEW",6.1,3.8,4.6,4.6,7.8,4.6,6.8,5.6,6.2,5.6,55.7,1.856666667
"AVL,CRY,SOU,TOT,WOL",5.1,7.5,4.8,5.8,5.7,4.2,4.1,4.2,6.4,7.9,55.7,1.856666667
"AVL,EVE,LIV,SOU,WHU",4.2,5.5,5.4,4.2,9.5,4.7,6.4,6,5,4.8,55.7,1.856666667
"AVL,EVE,LIV,WHU,WOL",4.6,6.1,5.9,4.1,7.7,4.1,5.3,8.1,5,4.8,55.7,1.856666667
"AVL,LEI,LIV,SHU,TOT",4.5,5.1,4.2,7.8,4.4,5.2,5.7,8,6.9,3.9,55.7,1.856666667
"AVL,LEI,MUN,NEW,WOL",6.1,3.8,6.3,5.3,4.9,6.3,4.6,8.3,4.8,5.3,55.7,1.856666667
"BHA,EVE,FUL,LEI,NEW",7.4,4.3,6.6,5.9,4.7,4.9,4.8,7.9,5.4,3.8,55.7,1.856666667
"BHA,FUL,LIV,MUN,SHU",7.4,4.5,4.6,7.2,4,3.2,6.8,7.2,4.7,6.1,55.7,1.856666667
"BHA,FUL,LIV,SHU,WOL",6.1,5.7,5.7,5,4,3.2,4.6,8.4,6.4,6.6,55.7,1.856666667
"BHA,LEI,SHU,TOT,WHU",4.7,5.5,5.8,8.4,3.5,6.8,6.7,4.3,6.4,3.6,55.7,1.856666667
"BUR,CHE,EVE,NEW,SHU",7.8,4.3,4.1,4.2,4.7,9.6,6.3,6.2,4.2,4.3,55.7,1.856666667
"BUR,CHE,LEE,LIV,SOU",4.5,7.3,5.5,3.5,6.2,5,7,4,5.6,7.1,55.7,1.856666667
"BUR,CRY,EVE,SOU,WHU",5.4,7.5,5.8,4.3,6.4,6.3,7.4,3.8,4.4,4.4,55.7,1.856666667
"BUR,CRY,LEI,MCI,WOL",5.6,8.7,7.3,4.5,4.1,5,4.4,6.3,5.8,4,55.7,1.856666667
"BUR,EVE,LIV,SOU,WBA",5.8,6.5,6.4,4.2,5.7,5.2,5.4,6.4,5.3,4.8,55.7,1.856666667
"BUR,FUL,LEI,MUN,WHU",5.9,4.6,5.8,7.4,4.5,7.5,5.8,5.2,3.7,5.3,55.7,1.856666667
"BUR,FUL,MUN,NEW,WOL",7.9,4.3,5.8,4.7,5,5.3,3.8,7.2,3.7,8,55.7,1.856666667
"BUR,LEE,LEI,SOU,TOT",4.6,5.6,5.6,5.3,5.2,6.1,5.1,4.1,7.4,6.7,55.7,1.856666667
"BUR,LEI,SHU,SOU,WBA",5.7,6.1,6.2,5.3,3.5,6.9,5.2,6.3,6.9,3.6,55.7,1.856666667
"CHE,FUL,MUN,SHU,TOT",6.7,4.6,4,7.3,4.6,6.9,4.7,5,4.6,7.3,55.7,1.856666667
"CHE,LIV,MUN,NEW,TOT",5,5.3,4.5,4.6,6.6,7.2,5.7,5,5.5,6.3,55.7,1.856666667
"CHE,SHU,TOT,WHU,WOL",5.1,8.4,4,5.1,5.1,7.7,4.5,3.7,6.3,5.8,55.7,1.856666667
"CRY,EVE,LIV,TOT,WBA",5.7,6.5,4.8,6.3,5.7,4.7,4.9,5.9,6.8,4.4,55.7,1.856666667
"CRY,LEE,MUN,SOU,WBA",7,4.1,5.5,6.9,5.2,5.1,6.4,4.1,6.2,5.2,55.7,1.856666667
"CRY,LEI,LIV,SOU,WHU",4,8.4,7.2,5.2,5,4.6,6.5,3.8,7.3,3.7,55.7,1.856666667
"EVE,FUL,LEI,WBA,WHU",5.9,4.8,6.1,7,5.3,6,4.3,7,5.5,3.8,55.7,1.856666667
"EVE,MUN,NEW,WBA,WOL",7.9,3.3,6.3,4.3,5.6,6.3,4.3,8.4,4.8,4.5,55.7,1.856666667
"FUL,LEE,SOU,WBA,WOL",6.3,5.3,5.7,4.7,5.8,4.1,3.3,5.7,7.5,7.3,55.7,1.856666667
"FUL,LEE,WBA,WHU,WOL",6.4,5.3,6.3,7.4,5.8,4.1,3.3,5.3,6.5,5.3,55.7,1.856666667
"FUL,LEI,LIV,SOU,TOT",4,6.8,5.3,5.2,5.6,4.2,4.2,5.8,8.4,6.2,55.7,1.856666667
"FUL,MUN,NEW,SHU,WOL",7.8,4.1,4.6,5.8,4.4,5.8,3.8,8.3,5.3,5.8,55.7,1.856666667
"FUL,NEW,SHU,TOT,WOL",6.7,5.3,4.2,6.3,4.6,4.7,3.2,7.4,7,6.3,55.7,1.856666667
"LEE,LEI,LIV,SOU,WHU",4,5.6,7.1,5.2,6.6,5,6.5,3.7,7.9,4.1,55.7,1.856666667
"LEI,LIV,MUN,NEW,SOU",4,4.1,7.1,4.7,5.4,6.7,5.7,6.7,7.2,4.1,55.7,1.856666667
"LEI,MUN,NEW,TOT,WOL",5,4.1,6.2,5.3,4.9,7.2,4,6.7,7,5.3,55.7,1.856666667
"LEI,MUN,SOU,TOT,WHU",4.2,5.6,5.6,6.4,5.6,7.8,5.1,3.8,6.3,5.3,55.7,1.856666667
"LIV,SHU,SOU,WBA,WOL",4.5,7.3,6.6,3.5,4.6,4.5,4.2,8,7.9,4.6,55.7,1.856666667
"ARS,AVL,CHE,EVE,FUL",6.3,4.5,4.3,3.7,8.1,5.5,5.3,5.7,4.8,7.5,55.7,1.856666667
"ARS,AVL,CRY,LEI,WBA",5.2,5.8,7.1,6.9,4.7,4.9,5.8,5.8,5.8,3.7,55.7,1.856666667
"ARS,AVL,FUL,LIV,SOU",4.1,6,5.4,4.1,7.9,3.8,5.4,5.8,5.4,7.8,55.7,1.856666667
"ARS,BHA,LIV,SHU,WOL",4.5,6.2,7.2,4,4,3.5,7.1,6.8,6.3,6.1,55.7,1.856666667
"ARS,BUR,CHE,LEI,WBA",4.5,6.8,7.5,4.1,4.7,8,5.6,4.6,4.6,5.3,55.7,1.856666667
"ARS,CHE,LEE,MCI,SHU",6.2,5.1,4.4,4,6.2,7.1,7.1,4,6.2,5.4,55.7,1.856666667
"ARS,CHE,LEE,MUN,WBA",6.3,4.1,4.9,5.2,6.3,6.8,6.8,4,4.5,6.8,55.7,1.856666667
"ARS,CRY,FUL,MUN,WBA",7,5.3,5.2,7.4,5.2,4.4,5.5,5.1,4.7,5.9,55.7,1.856666667
"ARS,CRY,LEE,LEI,MCI",5.2,5.1,6.6,5.7,5.6,5.5,6.6,4.1,7.3,4,55.7,1.856666667
"ARS,CRY,LEE,LEI,TOT",4.6,5.1,5.1,8,5.2,5.6,6.2,4.1,7.3,4.5,55.7,1.856666667
"ARS,CRY,LEE,LIV,SHU",5.2,5.1,5,6.7,4.5,4.5,9.3,4.1,6.8,4.5,55.7,1.856666667
"ARS,CRY,MCI,MUN,SOU",5.3,6.3,6.1,4.1,6.1,5.6,6.7,4.2,5.1,6.2,55.7,1.856666667
"ARS,EVE,LEI,LIV,SOU",4,5.3,6.8,3.8,7.7,6.2,5.7,5.8,6.3,4.1,55.7,1.856666667
"ARS,FUL,MUN,NEW,SOU",5.8,4.3,5.7,4.3,7.5,5.9,4.9,5.1,4.7,7.5,55.7,1.856666667
"ARS,LEE,TOT,WBA,WOL",5.1,5.8,6.2,5.2,6.3,5.1,3.7,4.1,7.4,6.8,55.7,1.856666667
"ARS,LEI,LIV,TOT,WOL",4,7.3,7.3,4,5.4,5,4,5.8,7.3,5.6,55.7,1.856666667
"ARS,MUN,SHU,SOU,WBA",5.8,5.1,5.5,5.3,4.6,6.9,6.4,5.1,5.2,5.8,55.7,1.856666667
"AVL,BHA,CRY,EVE,WBA",9.2,4.4,4.9,6.9,4.8,3.8,6,6.4,4.9,4.4,55.7,1.856666667
"AVL,BUR,EVE,LEI,SHU",7.9,4.3,4.3,5.9,3.5,7.5,6.3,8.5,3.9,3.6,55.7,1.856666667
"AVL,CHE,EVE,FUL,TOT",6.8,4.5,4.2,5.9,7,4.9,4.4,5.7,4.8,7.5,55.7,1.856666667
"AVL,CHE,EVE,TOT,WBA",6.8,5,4.2,5.3,7,5.9,4.9,5.8,4.8,6,55.7,1.856666667
"AVL,EVE,FUL,LEE,LEI",8,3.3,4.5,7.6,6.3,4.3,4.8,7.3,5,4.6,55.7,1.856666667
"BHA,BUR,CHE,FUL,LEE",8.5,4.7,4.6,5.1,4.8,3.7,6.3,4.5,4.6,8.9,55.7,1.856666667
"BHA,BUR,CHE,SHU,SOU",6.2,6.7,5,3.6,3.6,5.8,7.7,4.6,4.6,7.9,55.7,1.856666667
"BHA,BUR,CRY,LEE,LEI",7.4,4.5,6.2,6.8,4.1,4.1,8.3,4.6,5.2,4.5,55.7,1.856666667
"BHA,BUR,LEI,LIV,WOL",4.4,7.2,8.4,4.5,4.1,3.5,5.4,6.8,5.3,6.1,55.7,1.856666667
"BHA,CHE,FUL,MUN,SHU",7.9,4.5,4.1,6.2,4,5.4,6.3,5.5,4.5,7.3,55.7,1.856666667
"BHA,CHE,LEI,TOT,WBA",5,6.2,6.3,5.7,4.7,5.3,4.7,4.6,7.9,5.3,55.7,1.856666667
"BHA,CRY,FUL,SOU,WHU",5.4,6.9,5.8,6.9,4.8,3.3,6.4,3.8,5.9,6.5,55.7,1.856666667
"BHA,EVE,LEE,TOT,WBA",8.6,3.7,4.7,6.9,5.9,4.7,4.9,4.6,6.4,5.3,55.7,1.856666667
"BHA,LEI,LIV,TOT,WHU",4.1,6.7,7.4,6.7,5,4.6,6,4.3,6.8,4.1,55.7,1.856666667
"BHA,MUN,SHU,SOU,WHU",5.9,4.5,5.5,6.3,4,6.3,8.4,4.3,4.7,5.8,55.7,1.856666667
"BUR,CHE,FUL,LIV,WBA",6.2,8,5.3,4.5,5.4,4.3,4.8,6.2,4.7,6.3,55.7,1.856666667
"BUR,CHE,FUL,NEW,SHU",7.8,5.3,4.1,4.7,4.2,7.6,5.3,6.2,4.7,5.8,55.7,1.856666667
"BUR,CHE,FUL,SHU,WBA",7.9,6.3,4.1,5.7,4.2,6,4.8,6.2,4.7,5.8,55.7,1.856666667
"BUR,CHE,LEE,SHU,WBA",7.9,5.1,4.4,5.7,4.2,6.8,6.8,4.5,5.2,5.1,55.7,1.856666667
"BUR,CRY,LEI,NEW,TOT",5.7,6.3,5.8,6.4,4.1,6.8,5.2,4.7,7,3.7,55.7,1.856666667
"BUR,EVE,SOU,WBA,WHU",6,6.5,6.4,4.3,7,6.9,5.4,4.3,4.4,4.5,55.7,1.856666667
"BUR,FUL,MUN,NEW,SOU",7.5,4.3,5.7,4.8,5.2,5.9,4.9,5.6,3.7,8.1,55.7,1.856666667
"BUR,LEI,TOT,WHU,WOL",4.6,8.3,6.9,5.2,4.5,6.7,4,4.3,5.4,5.8,55.7,1.856666667
"BUR,NEW,SHU,SOU,WOL",6.2,6.3,6.2,3.6,4,6.2,4.7,6.3,5.9,6.3,55.7,1.856666667
"CHE,LEI,LIV,MCI,MUN",4.4,6,6,4.4,5.4,7.1,5.9,6.6,5.5,4.4,55.7,1.856666667
"CHE,LEI,MUN,NEW,TOT",5,4.1,4.5,5.3,5.6,9.4,5.2,5,6.3,5.3,55.7,1.856666667
"CHE,LEI,MUN,TOT,WBA",5,5.1,4.5,6.3,5.1,7.9,4.7,5,6.8,5.3,55.7,1.856666667
"CHE,MUN,SOU,TOT,WBA",5.1,6.3,4.5,4.7,6.3,6.3,4.8,4.1,6.1,7.5,55.7,1.856666667
"CHE,SHU,WBA,WHU,WOL",5.1,7.9,5.6,4.6,4.6,7.3,4.6,5.4,6.3,4.3,55.7,1.856666667
"CRY,EVE,LEE,SHU,TOT",7.4,3.6,4.2,9.1,4.7,5.6,6.4,4.1,6.4,4.2,55.7,1.856666667
"CRY,LEE,LEI,SOU,TOT",4.6,5.6,5.1,7.5,5.2,5.1,5.1,4.1,8.9,4.5,55.7,1.856666667
"CRY,LIV,MUN,SHU,TOT",5.7,5.6,4.5,8.3,4,5.1,7.2,5.1,5.7,4.5,55.7,1.856666667
"CRY,LIV,SHU,TOT,WOL",5,8.8,4.6,6.1,4,4,5,6.3,7.4,4.5,55.7,1.856666667
"EVE,FUL,LEE,LIV,NEW",7.4,3.3,4.8,5.3,7.3,4.1,5,7.3,6.4,4.8,55.7,1.856666667
"EVE,FUL,LIV,TOT,WBA",6.3,5.5,4.4,6.3,6.3,4.3,3.9,7.5,6.4,4.8,55.7,1.856666667
"EVE,FUL,NEW,WBA,WOL",7.9,4.5,6,4.3,5.8,4.3,3.3,9.1,6,4.5,55.7,1.856666667
"EVE,FUL,TOT,WBA,WHU",6.5,5.5,4.4,8.1,6.5,5.4,3.9,5.4,5.5,4.5,55.7,1.856666667
"EVE,LEI,MCI,SHU,WOL",6.1,4.6,5.7,4.1,3.9,6.6,4.4,10.2,6.5,3.6,55.7,1.856666667
"FUL,LEE,LEI,MUN,WBA",7.5,3.4,5.1,8.5,5.1,4.8,4.3,6.6,5.8,4.6,55.7,1.856666667
"LEI,SHU,SOU,TOT,WHU",4.2,6.6,5.1,6.9,4.6,7.8,5.1,3.8,8,3.6,55.7,1.856666667
"ARS,AVL,BUR,CHE,FUL",6.3,6,4.3,4.1,5.9,5.5,5.8,4.6,4.2,9,55.7,1.856666667
"ARS,AVL,BUR,CHE,WOL",5,7.5,5.3,3,5.7,5.8,5.6,4.6,4.2,9,55.7,1.856666667
"ARS,AVL,EVE,LEI,SHU",5.7,4.3,4.3,5.4,5.7,7.5,6.3,8,4.9,3.6,55.7,1.856666667
"ARS,BHA,FUL,LEI,MUN",5.8,4.5,6.9,6.3,4.5,4.9,5.8,5.6,4.6,6.8,55.7,1.856666667
"ARS,BHA,LEE,LEI,TOT",4.6,4.5,6.8,6.3,5.2,5.1,6.2,4.1,6.8,6.1,55.7,1.856666667
"ARS,BUR,CHE,LEI,TOT",4.5,7.3,5.2,4.1,5.2,8.4,5.5,4.1,4.6,6.8,55.7,1.856666667
"ARS,CHE,CRY,LEE,SHU",5.7,5.1,4.4,5.7,4.7,6.2,8.8,4,6.1,5,55.7,1.856666667
"ARS,CRY,LEI,MUN,WBA",5.2,5.1,7.4,6.9,4.5,6.4,6.3,5.1,5.1,3.7,55.7,1.856666667
"ARS,CRY,LIV,MUN,NEW",5.2,4.8,6.6,5.2,5.5,5.7,7.8,5.1,5.1,4.7,55.7,1.856666667
"ARS,LEE,LEI,NEW,WOL",4.5,4.1,8.4,4.2,6.1,6.1,4.6,5.7,7.4,4.6,55.7,1.856666667
"ARS,MCI,MUN,SOU,WOL",4.6,6.3,7.1,3.1,6.5,5.5,4.5,5.1,5.2,7.8,55.7,1.856666667
"ARS,MCI,MUN,TOT,WOL",5.1,6.3,6.1,4,6.1,6,4,5.1,5.2,7.8,55.7,1.856666667
"AVL,BUR,CHE,CRY,FUL",7.4,7,4.3,6.3,4.8,3.9,5.8,4.6,4.2,7.4,55.7,1.856666667
"AVL,BUR,CHE,CRY,LIV",5.6,9,4.7,4.5,5.1,4.2,7.6,4.6,4.2,6.2,55.7,1.856666667
"AVL,CRY,SOU,WHU,WOL",4.7,8.1,5.8,5.3,6.8,4.2,5.2,3.8,5.9,5.9,55.7,1.856666667
"AVL,FUL,SOU,WHU,WOL",4.7,6.5,5.4,5.3,7.4,3.8,3.7,5.4,5.5,8,55.7,1.856666667
"AVL,LEE,LEI,NEW,WOL",6.1,3.8,6.3,5.3,6.1,4.6,4.6,7.3,7,4.6,55.7,1.856666667
"AVL,LEE,LEI,WBA,WOL",6.2,4.1,6.3,6.3,5.1,4.6,4.1,7.4,7,4.6,55.7,1.856666667
"AVL,LEI,LIV,WHU,WOL",4.1,6.9,7.4,5.1,5.4,4.1,5.1,7.5,6,4.1,55.7,1.856666667
