COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVERAGE PER TEAM
"BHA,LEE,MUN,NEW,SHU",9.6,3.1,4.9,7.4,4,6.2,8,5.5,5.2,5.1,59,1.966666667
"LEI,MCI,SOU,WBA,WOL",4.5,7.3,8.3,3.5,5.1,5.2,4.1,7.5,9.4,4.1,59,1.966666667
"AVL,BHA,LIV,MUN,WBA",8,4.2,6.2,7.2,5.2,3.7,6.8,7.3,4.2,6.3,59.1,1.97
"BHA,EVE,MCI,SHU,WHU",8.1,4.7,5.7,5.7,5.1,6.2,7.3,6.6,5.4,4.3,59.1,1.97
"CHE,EVE,LEI,MCI,NEW",6.1,4.3,5.7,4.1,6.7,8.8,5.6,7.3,6.7,3.8,59.1,1.97
"EVE,MCI,MUN,NEW,TOT",8.5,3.3,4.7,5.3,7.2,7.7,5.2,6.7,5.7,4.8,59.1,1.97
"ARS,AVL,MCI,MUN,WOL",8.2,4.8,6.2,4,6.5,5.1,5.1,7.2,4.2,7.8,59.1,1.97
"ARS,CRY,MCI,TOT,WBA",5.8,8,6.2,6.2,5.9,5.7,4.7,4.2,7.7,4.7,59.1,1.97
"AVL,LEI,MCI,MUN,TOT",8.2,4.1,4.7,7.3,5.6,6.2,5,6.7,5.7,5.6,59.1,1.97
"BHA,BUR,CRY,FUL,MCI",9.2,7.3,5.9,6.1,4.2,3.3,6.3,5.2,4.8,6.8,59.1,1.97
"BHA,BUR,CRY,NEW,WBA",8.6,5.9,8,6.3,4.2,4.3,7,5.2,5.2,4.4,59.1,1.97
"BHA,BUR,EVE,MCI,WBA",10.3,5.4,6.9,5.2,4.8,5.2,5.3,6.9,4.3,4.8,59.1,1.97
"BHA,LIV,MCI,TOT,WHU",4.7,8.3,7.2,6,6.2,4.5,6,4.3,6.8,5.1,59.1,1.97
"BUR,CHE,MCI,TOT,WHU",5.2,9.9,5.2,4.5,6.4,7.7,5.5,3.7,4.7,6.3,59.1,1.97
"FUL,MCI,MUN,NEW,WHU",7.6,4.3,6.2,6.8,6.7,6.8,4.8,6.3,4.8,4.8,59.1,1.97
"ARS,AVL,CHE,LIV,MCI",4.5,7.4,5.7,4,7.7,5.1,6.6,6.3,5.2,6.6,59.1,1.97
"ARS,AVL,LEI,MCI,MUN",7.7,4.1,6.2,5.7,6,6.8,6.1,6.7,4.2,5.6,59.1,1.97
"ARS,BHA,BUR,CRY,SHU",6.9,6.2,5.7,5.7,3.6,5.3,10.6,4.7,4.7,5.7,59.1,1.97
"ARS,BHA,CRY,NEW,WBA",6.9,5.9,9.1,5.8,4.8,4.3,7,4.7,6.2,4.4,59.1,1.97
"ARS,BUR,MCI,SHU,SOU",5.8,7.3,6.2,4.1,5.1,7.2,7.3,4.7,5.3,6.1,59.1,1.97
"ARS,BUR,NEW,SHU,SOU",5.8,5.8,6.2,4.2,5.9,7.9,7.5,4.7,5.3,5.8,59.1,1.97
"ARS,LEI,MCI,SOU,TOT",4.1,7.3,6.7,4.1,6.7,6.6,5,4.2,8.8,5.6,59.1,1.97
"AVL,BHA,CRY,MCI,NEW",9.1,4.9,6.3,6.2,5.7,3.8,6.3,6.3,5.8,4.7,59.1,1.97
"AVL,BHA,CRY,MCI,SHU",9.1,5.2,4.7,7.7,3.6,3.8,7.8,6.9,5.8,4.5,59.1,1.97
"AVL,BUR,EVE,LIV,MUN",9.9,3.3,4.8,5.2,5.5,5.8,7.3,7.8,3.2,6.3,59.1,1.97
"AVL,CRY,LEE,LIV,NEW",6.8,3.8,5.2,7.9,6.7,4.2,7.3,5.7,6.8,4.7,59.1,1.97
"BHA,BUR,CRY,FUL,TOT",7.5,6.9,4.8,7.9,4.2,3.3,5.9,4.7,4.8,9.1,59.1,1.97
"BHA,BUR,CRY,MUN,WBA",9.2,5.2,6.2,7.3,4.2,4.3,8,5.2,3.6,5.9,59.1,1.97
"BHA,MCI,NEW,SHU,TOT",7.9,5.2,5.6,6.2,4.7,5.6,5.2,6.3,7.8,4.6,59.1,1.97
"BUR,LIV,MUN,WBA,WHU",5.9,6.8,7.2,6.7,5.2,6.3,7.3,5.2,3.7,4.8,59.1,1.97
"CRY,FUL,LIV,MCI,SHU",6.8,7.2,4.7,7.1,4.2,3.7,5.6,8.4,6.9,4.5,59.1,1.97
"CRY,NEW,SOU,TOT,WHU",4.8,7.5,5.7,6.5,7.5,5.7,5.3,3.8,7.9,4.4,59.1,1.97
"FUL,LEI,MCI,MUN,NEW",7.4,4.1,6.2,6.3,5.1,6.8,4.6,8.3,6.2,4.1,59.1,1.97
"LIV,NEW,SHU,SOU,WHU",4.2,6.3,6.6,4.7,6.7,6.8,6.7,5.4,7.4,4.3,59.1,1.97
"ARS,AVL,LEI,LIV,NEW",4,4.8,8,5.2,7.2,5.8,6.3,7.4,6.3,4.1,59.1,1.97
"ARS,BHA,CHE,LIV,WHU",4.2,8,7.3,4,6.2,5.2,8.6,3.7,5.6,6.3,59.1,1.97
"ARS,BUR,FUL,LEE,WHU",6,5.3,5.8,6.9,6.4,5.8,7.6,3.7,4.8,6.8,59.1,1.97
"AVL,BHA,FUL,MUN,TOT",8.6,4.2,4.4,9,5.2,3.4,4.9,5.6,4.2,9.6,59.1,1.97
"AVL,CRY,LEE,LIV,MUN",8.8,3.1,5.1,8.9,5.5,4.2,8.3,5,4.7,5.5,59.1,1.97
"AVL,CRY,LIV,TOT,WBA",5.7,7,4.8,8.9,5.7,4.2,5.4,5.9,6.8,4.7,59.1,1.97
"AVL,FUL,MUN,SHU,TOT",8,4.1,4.2,10.1,4.6,4.9,4.9,6.7,4.3,7.3,59.1,1.97
"AVL,FUL,MUN,TOT,WBA",8.1,4.3,4.4,9.6,5.8,4.5,3.9,6.7,4.3,7.5,59.1,1.97
"AVL,LEE,LEI,MCI,SOU",7.7,4.1,5.7,5.2,7.2,5.2,5.5,5.7,7.9,4.9,59.1,1.97
"AVL,LEI,LIV,MCI,MUN",7.6,4.1,6.2,6.1,5.4,5.1,6.1,8.9,5.2,4.4,59.1,1.97
"BHA,BUR,CHE,MCI,WBA",8.5,7.8,6.7,4.5,4.8,5.2,5.6,5.1,4.6,6.3,59.1,1.97
"BHA,BUR,FUL,MUN,TOT",8.6,4.7,4.7,7.3,4.6,4.3,5.4,5.2,3.6,10.7,59.1,1.97
"BHA,BUR,LEE,LIV,TOT",6.8,5.7,5.7,6.1,5.1,4,7.2,4.6,5.7,8.2,59.1,1.97
"BHA,FUL,NEW,WBA,WOL",7.9,5.4,8.1,5.2,5.2,3.2,3.3,7.9,6.4,6.5,59.1,1.97
"BUR,CHE,NEW,SOU,WHU",4.7,8,6.2,3.6,7.5,8.5,6.2,3.7,4.7,6,59.1,1.97
"CHE,CRY,NEW,SHU,WHU",5.8,6.9,4.5,6.3,4.7,9,7.8,3.7,6.2,4.2,59.1,1.97
"CRY,EVE,MCI,NEW,SHU",8.5,4.3,4.7,5.3,5.1,6.7,5.8,8.1,6.4,4.2,59.1,1.97
"EVE,LEI,LIV,NEW,SHU",5.6,4.3,5.7,5.3,4.4,7.8,5.8,9.7,6.9,3.6,59.1,1.97
"LEE,LEI,NEW,TOT,WHU",4.7,4.1,6.3,8.1,6.8,7.7,5.2,3.7,8.7,3.8,59.1,1.97
"ARS,AVL,CHE,MCI,MUN",8.2,4.8,4.6,4,7.2,6.8,6.6,5,4.1,7.8,59.1,1.97
"ARS,AVL,FUL,MCI,SHU",7.5,5.3,4.3,6.7,5.7,4.8,5.3,8,5.4,6.1,59.1,1.97
"ARS,AVL,LEE,SHU,TOT",6.3,4.1,4.2,9,6.3,5.7,6.9,4.1,5.9,6.6,59.1,1.97
"ARS,AVL,LEI,SHU,WHU",4.2,5.1,5.9,7.4,5.7,8,8.4,5.4,5.4,3.6,59.1,1.97
"ARS,BHA,BUR,EVE,WBA",8.1,5.4,7.6,4.8,4.8,5.9,7,5.2,4.3,6,59.1,1.97
"ARS,BHA,BUR,LEE,SHU",8,4.5,5.6,5.7,3.6,5.7,10.1,4.6,4.7,6.6,59.1,1.97
"ARS,BHA,LIV,NEW,SHU",5.7,5.2,7.8,5.2,4.5,5.2,8.3,6.3,6.3,4.6,59.1,1.97
"ARS,BUR,EVE,LEE,WHU",6.5,4.3,5.8,4.8,8,7.8,8.6,3.7,4.3,5.3,59.1,1.97
"ARS,BUR,LEI,LIV,WHU",4,7.8,8.5,5.1,5,7.3,8.2,4.3,4.8,4.1,59.1,1.97
"ARS,CHE,LIV,TOT,WHU",4.2,9.1,5.6,4,7.3,6.7,6.5,3.7,5.7,6.3,59.1,1.97
"ARS,CRY,LIV,MCI,WOL",4.5,9.9,7.7,4,5.5,4,5.4,6.3,6.8,5,59.1,1.97
"ARS,LEI,SOU,TOT,WBA",4.1,6.8,7.5,4.8,5.8,6.3,4.7,4.2,9.6,5.3,59.1,1.97
"AVL,BHA,EVE,FUL,MCI",10.3,4.4,4.5,5.7,6.3,3.4,4.8,8.5,4.9,6.3,59.1,1.97
"AVL,BUR,LEI,MCI,WOL",8.1,6.7,6.9,4.5,4.5,5.1,4.4,8.4,4.9,5.6,59.1,1.97
"AVL,CRY,LEE,LIV,SHU",6.8,4.1,4.6,9.4,4.5,4.2,8.3,6.3,6.4,4.5,59.1,1.97
"AVL,EVE,LEE,LEI,NEW",7.9,3.3,4.8,6,7.9,6.3,5.8,7.3,6,3.8,59.1,1.97
"AVL,LEE,MUN,SHU,SOU",9.4,3.1,4.6,7.4,5.6,5.2,7.4,5,4.8,6.6,59.1,1.97
"AVL,MUN,SHU,TOT,WBA",8,4.1,4.2,9.5,4.6,5.9,5.4,6.8,4.8,5.8,59.1,1.97
"BHA,CRY,LIV,MCI,WOL",5.6,9.3,7.7,4.4,4.6,3.5,5.4,6.8,6.8,5,59.1,1.97
"BHA,EVE,LIV,MCI,SHU",7.9,4.7,5.7,5.1,4.5,4.5,6.6,9.6,5.9,4.6,59.1,1.97
"BHA,LEE,LIV,MCI,TOT",6.8,5.7,6.1,6,6.2,4,6,4.6,7.8,5.9,59.1,1.97
"BHA,LIV,MCI,TOT,WOL",5,8.3,7.2,4.4,5.5,3.5,4,6.8,7.3,7.1,59.1,1.97
"LIV,SOU,TOT,WBA,WOL",4.5,8.5,6.7,3.5,6.1,4.5,3.7,5.9,8.9,6.8,59.1,1.97
"ARS,AVL,BHA,BUR,LIV",6.3,5.9,6.9,5.1,5.1,3.7,8.8,5.2,4.3,7.8,59.1,1.97
"ARS,AVL,CHE,EVE,MCI",6.8,5,4.3,3.7,9,6.8,6.1,6.3,4.8,6.3,59.1,1.97
"ARS,AVL,EVE,FUL,MCI",8.1,4.5,4.5,4.7,8.5,4.8,4.8,8,4.9,6.3,59.1,1.97
"ARS,BUR,FUL,SHU,WHU",5.9,6.3,5.3,6.8,4.2,7,8.7,4.3,4.8,5.8,59.1,1.97
"ARS,BUR,LEI,NEW,SHU",5.7,5.1,7.4,5.3,3.5,9.5,7.4,6.3,5.3,3.6,59.1,1.97
"ARS,LEE,LIV,MCI,SOU",4.1,6.3,7.1,4.1,8.2,5,6.5,4.1,7.8,5.9,59.1,1.97
"ARS,LIV,MCI,SHU,SOU",4.1,7.3,6.6,4.1,6,5.5,6.5,6.8,7.3,4.9,59.1,1.97
"ARS,LIV,MCI,SHU,TOT",4.6,7.3,5.6,5,5.6,6,6,6.8,7.3,4.9,59.1,1.97
"ARS,LIV,NEW,WBA,WOL",4.5,6.5,9.5,4,6.1,4.6,4.3,7.5,7.3,4.8,59.1,1.97
"ARS,MUN,SHU,TOT,WHU",4.8,5.1,4.5,7.9,5.1,8.9,8.5,3.8,4.7,5.8,59.1,1.97
"AVL,BHA,BUR,CHE,WHU",6.9,6.9,5.3,5.1,5.3,5.4,8.3,4.2,4.2,7.5,59.1,1.97
"AVL,BHA,BUR,LIV,WOL",6.7,6.9,6.9,4.5,4.6,3.5,6.1,7.3,4.3,8.3,59.1,1.97
"AVL,BUR,CRY,MUN,NEW",10.5,3.8,5.2,6.9,4.6,5.9,7.5,5.6,3.2,5.9,59.1,1.97
"AVL,BUR,FUL,SHU,TOT",8,5.3,4.2,9,4.2,4.9,4.9,6.3,4.4,7.9,59.1,1.97
"AVL,BUR,FUL,SHU,WHU",7.6,5.3,4.3,9,4.2,5.5,7.1,5.9,4.4,5.8,59.1,1.97
"AVL,BUR,LIV,SHU,WBA",7.4,5.8,5.3,6.7,4.2,4.8,6.8,8.6,4.9,4.6,59.1,1.97
"AVL,CRY,EVE,LEE,SHU",9.1,3.3,4.3,9.1,5.2,4.7,7.5,6.3,5.4,4.2,59.1,1.97
"AVL,EVE,FUL,SHU,WHU",7.6,4.3,4.3,8.6,6.4,5.5,5.5,7.6,5,4.3,59.1,1.97
"BHA,BUR,CHE,WBA,WHU",6.4,7.9,6.9,5.1,4.8,5.9,7.3,4.2,4.6,6,59.1,1.97
"BHA,BUR,CRY,LIV,WHU",5.3,9,7.3,6.1,4.2,3.6,9.8,4.3,4.8,4.7,59.1,1.97
"BHA,CHE,LIV,MCI,NEW",6.1,6.8,7.1,4.4,6.2,4.5,6.1,6.2,6.6,5.1,59.1,1.97
"BHA,LEE,LIV,MCI,WOL",6.7,6.1,7.6,4.4,5.5,3.5,5.4,6.7,7.3,5.9,59.1,1.97
"BUR,CHE,EVE,LIV,MCI",6.7,7.9,5.3,4.1,6.2,6.6,6.1,6.9,4.2,5.1,59.1,1.97
"BUR,CHE,NEW,WBA,WHU",6.3,7.5,6.9,4.7,5.9,8.6,5.8,4.2,4.7,4.5,59.1,1.97
"CHE,LIV,NEW,SHU,WHU",4.6,6.9,5.5,4.6,5.6,8.9,7.1,5.3,6.3,4.3,59.1,1.97
"CRY,FUL,LEI,MCI,WBA",6.9,6.3,6.3,7.3,4.7,4.4,4.3,7.4,7.8,3.7,59.1,1.97
"CRY,MCI,SHU,WBA,WOL",7.3,7.7,6.1,5.6,4,4.7,4.1,8,7.4,4.2,59.1,1.97
"EVE,FUL,MCI,SHU,WBA",9.2,4.8,4.3,6.3,4.8,5.3,4.3,9.8,6,4.3,59.1,1.97
"EVE,LEE,LEI,NEW,WHU",5.8,3.3,6.4,6,7.9,8.3,5.8,5.3,6.5,3.8,59.1,1.97
"FUL,LIV,MCI,TOT,WHU",4.7,8.4,5.8,7.2,6.8,4.6,4.2,5.4,6.9,5.1,59.1,1.97
"FUL,MCI,WBA,WHU,WOL",6.4,7.9,7.4,5.6,5.8,4.3,3.3,7.1,6.5,4.8,59.1,1.97
"FUL,NEW,SOU,WBA,WHU",5.9,6,7,5.9,7.6,4.9,4.4,5.4,7.5,4.5,59.1,1.97
"LEE,LEI,LIV,NEW,WHU",4.1,4.1,7.8,6.3,6.6,6.6,6.6,5.3,7.9,3.8,59.1,1.97
"ARS,AVL,BHA,EVE,WBA",8.1,4.4,6.6,5.3,7,4.4,6,6.4,4.9,6,59.1,1.97
"ARS,AVL,CRY,LIV,WHU",4.2,7.6,6.3,6.8,7.3,4.2,8.8,3.8,5.4,4.7,59.1,1.97
"ARS,AVL,EVE,MCI,WOL",6.8,5,5.9,3.7,8.3,5.1,4.6,8.5,4.9,6.3,59.1,1.97
"ARS,BHA,BUR,CHE,MUN",6.8,5.2,5.6,4.1,4.6,6.9,8.8,4.6,3.5,9,59.1,1.97
"ARS,BHA,EVE,LEE,NEW",8,3.3,6.9,4.9,8.1,5.7,7,4.6,5.3,5.3,59.1,1.97
"ARS,BUR,CHE,NEW,WBA",6.2,6.5,7.4,4.1,5.9,8,5.8,4.6,4.6,6,59.1,1.97
"ARS,BUR,EVE,LEE,MUN",10,2.6,5.1,4.8,6.2,7.8,8,4.6,3.2,6.8,59.1,1.97
"ARS,BUR,EVE,WBA,WHU",6,6,7.1,4.8,7,8,7.1,4.3,4.3,4.5,59.1,1.97
"ARS,CHE,LIV,MCI,TOT",4.5,8.9,5.6,4,7.3,6,5.5,4.1,6.6,6.6,59.1,1.97
"ARS,LEE,MCI,NEW,WOL",6.2,4.8,7.7,4,7.7,5.4,4.6,5.7,7.4,5.6,59.1,1.97
"ARS,LEI,MCI,WBA,WOL",4.5,6.8,9.6,4,5.1,5.6,4.1,7.5,7.8,4.1,59.1,1.97
"ARS,NEW,SOU,WHU,WOL",4.3,7,8.5,3.1,9.1,6.2,4.7,3.8,6.4,6,59.1,1.97
"AVL,BHA,MCI,WHU,WOL",6.9,6.8,7.4,5,6.1,3.7,5.1,6.4,5.4,6.3,59.1,1.97
"AVL,BUR,FUL,SHU,WBA",9.2,5.3,4.3,8.4,4.2,4.5,5,8,4.4,5.8,59.1,1.97
"AVL,EVE,LEI,MCI,SHU",7.9,4.3,4.3,5.8,5,6.8,5.6,10.3,5.5,3.6,59.1,1.97
"AVL,LEI,LIV,MCI,TOT",4.5,6.3,5.8,6.1,6.1,5.1,5,8,7.8,4.4,59.1,1.97
"AVL,LEI,NEW,SHU,TOT",6.2,4.8,4.2,8,4.6,7.4,5.2,7.4,7.7,3.6,59.1,1.97
"BHA,BUR,EVE,LEE,MUN",12.2,2.6,5.1,5.8,4.6,5.7,8,5.1,3.2,6.8,59.1,1.97
"BHA,BUR,FUL,MCI,WOL",8.5,7.3,6.9,4.5,4.6,3.2,3.6,6.8,4.8,8.9,59.1,1.97
"BHA,FUL,LIV,MCI,WOL",6.2,7.3,7.3,4.4,5.2,3.2,3.6,8.4,6.4,7.1,59.1,1.97
"CRY,LEE,SHU,TOT,WBA",7.4,5.1,4.5,10.6,4.2,5.2,5.9,4.1,7.9,4.2,59.1,1.97
"CRY,LEI,LIV,WBA,WHU",4.1,7.9,7.9,7.3,4.7,4.7,6.1,5.4,7.3,3.7,59.1,1.97
"CRY,MCI,NEW,WHU,WOL",5.8,8.5,7.8,4.6,6.1,5,4.6,5.4,6.9,4.4,59.1,1.97
"MUN,NEW,SOU,TOT,WBA",6.3,4.8,5.6,5.9,6.3,6.3,4.8,5.1,8,6,59.1,1.97
"AVL,CRY,EVE,SHU,WHU",7,4.3,4.3,8.6,5.8,5.9,8,6,5,4.2,59.1,1.97
"CRY,LEE,LEI,MCI,WBA",6.9,5.1,6.6,7.3,4.7,5.2,5.1,5.7,8.8,3.7,59.1,1.97
"FUL,LEE,LIV,MCI,SHU",7.4,4.6,4.6,7.1,5.1,4.1,5.6,8.3,7.4,4.9,59.1,1.97
"BUR,LIV,TOT,WBA,WHU",4.7,9,6.8,6.7,5.7,5.7,5.7,4.3,5.8,4.8,59.2,1.973333333
"EVE,MCI,SHU,SOU,WBA",7.5,5.3,5.2,4.2,5.7,6.2,5.2,8.2,7.4,4.3,59.2,1.973333333
"AVL,BHA,LEI,MCI,MUN",9.9,4.1,6.2,6.7,4.5,4.7,6.1,7.2,4.2,5.6,59.2,1.973333333
"BUR,LIV,NEW,TOT,WHU",4.7,8,6.8,5.7,6.2,6.7,6.2,4.3,5.8,4.8,59.2,1.973333333
"ARS,AVL,CRY,MCI,MUN",8.9,4.8,5.2,6.2,6.1,5.2,7.3,5.1,4.2,6.2,59.2,1.973333333
"ARS,BUR,LIV,SOU,TOT",4.1,8.5,6.3,4.1,6.2,5.6,6.1,4.2,5.7,8.4,59.2,1.973333333
"AVL,BHA,MCI,MUN,SOU",10,4.2,5.7,5.1,6.1,4.3,6.2,5.6,4.2,7.8,59.2,1.973333333
"AVL,BHA,MUN,WBA,WHU",8.2,4.2,6.4,8.4,5.2,4.4,7,5.2,4.2,6,59.2,1.973333333
"AVL,LEE,NEW,SOU,WHU",5.9,3.8,5.7,6.5,10.2,5.2,6.4,3.7,6.5,5.3,59.2,1.973333333
"AVL,LEE,SOU,WBA,WHU",6,4.8,5.7,7.5,8.6,5.2,5.9,3.7,6.5,5.3,59.2,1.973333333
"BHA,BUR,CRY,LEE,WBA",9.2,5.2,6.2,7.3,4.2,4.1,8,4.6,5.2,5.2,59.2,1.973333333
"BHA,BUR,LEI,MCI,TOT",6.8,6.7,6.8,6.1,4.1,5.6,5,5.2,6.2,6.7,59.2,1.973333333
"BHA,CRY,MCI,TOT,WBA",7.5,7.4,6.2,7.2,4.8,4.3,4.7,4.7,7.7,4.7,59.2,1.973333333
"BUR,CRY,MCI,SOU,TOT",5.8,9.4,5.7,4.6,5.3,5.6,5.1,4.2,6.7,6.8,59.2,1.973333333
"EVE,FUL,MCI,NEW,SOU",7.5,4.5,5.4,4.2,8.6,5.2,4.7,7.4,6.9,4.8,59.2,1.973333333
"FUL,MCI,MUN,NEW,TOT",8,4.3,4.7,6.8,6.3,5.7,4.2,6.7,6.2,6.3,59.2,1.973333333
"ARS,BHA,BUR,EVE,SOU",6.4,5.4,6.4,3.8,6.9,5.8,7.4,4.7,4.3,8.1,59.2,1.973333333
"ARS,BHA,CHE,TOT,WHU",4.7,7.4,5.8,4.6,6.4,6.3,7.2,3.7,5.6,7.5,59.2,1.973333333
"ARS,BUR,CRY,MCI,SOU",5.3,8.9,6.8,4.1,5.7,5.6,7.2,4.2,5.2,6.2,59.2,1.973333333
"ARS,BUR,CRY,NEW,WBA",6.9,6.5,8,5.3,4.8,6.4,7,4.7,5.2,4.4,59.2,1.973333333
"ARS,BUR,MCI,SHU,TOT",6.3,7.3,5.2,5.1,4.7,7.7,6.8,4.7,5.3,6.1,59.2,1.973333333
"ARS,CRY,MCI,MUN,WHU",5.4,6.7,6.6,6.2,6.1,6.7,8.3,3.8,4.7,4.7,59.2,1.973333333
"ARS,LEI,MCI,TOT,WHU",4.2,7.3,7.4,5.7,6.7,7.7,5,3.8,7.3,4.1,59.2,1.973333333
"AVL,BHA,BUR,CRY,WBA",9.2,5.9,5.9,7.3,4.2,3.8,7.5,5.2,4.3,5.9,59.2,1.973333333
"BHA,LEE,NEW,TOT,WHU",6.4,4.2,6.3,8,6.9,5.1,6.4,3.7,6.9,5.3,59.2,1.973333333
"BHA,LIV,MCI,SOU,TOT",4.6,7.9,6.7,4.5,6.2,4.1,5.1,4.7,8.2,7.2,59.2,1.973333333
"BUR,CHE,LIV,NEW,WBA",6.1,7.5,6.7,4.5,5.7,6.3,5.8,6.2,5.6,4.8,59.2,1.973333333
"BUR,CHE,MCI,SOU,WBA",6.3,8.9,6.2,3.5,5.9,6.2,5.2,4.6,6.1,6.3,59.2,1.973333333
"CRY,FUL,LIV,MCI,NEW",6.8,6.9,6.3,5.6,5.7,3.7,4.8,7.4,7.3,4.7,59.2,1.973333333
"FUL,LEE,MCI,NEW,SOU",7.5,4.3,5.7,4.7,7.9,4.7,4.7,5.7,8.4,5.6,59.2,1.973333333
"LEI,MUN,NEW,SOU,WBA",5.7,4.1,7.8,5.4,5.1,7.4,5.2,6.7,8,3.8,59.2,1.973333333
"ARS,AVL,BHA,MCI,TOT",6.9,5.9,5.8,5.6,6.8,4.7,5.7,4.7,5.3,7.8,59.2,1.973333333
"ARS,AVL,BHA,NEW,TOT",6.3,4.9,6.5,5.8,7.5,4.8,5.9,4.7,5.3,7.5,59.2,1.973333333
"ARS,BHA,BUR,MUN,SOU",6.4,5.2,6.7,4.2,4.6,5.8,8.4,4.7,3.6,9.6,59.2,1.973333333
"ARS,EVE,MCI,TOT,WBA",6.4,6,5.8,4.7,7.4,6.7,4.7,5.9,6.8,4.8,59.2,1.973333333
"ARS,LIV,MCI,SHU,WOL",4.5,7.7,7.1,4,4.9,4.9,5.4,8.9,6.9,4.9,59.2,1.973333333
"ARS,NEW,SHU,WHU,WOL",4.7,5.8,7.4,4.2,6.2,7.9,6.9,5.4,6.4,4.3,59.2,1.973333333
"AVL,BHA,NEW,WBA,WOL",7.9,4.9,8.1,5.2,5.2,3.7,4.3,8,5.9,6,59.2,1.973333333
"AVL,BUR,CHE,SHU,WHU",6.3,6.8,4.1,6.2,4.7,8.5,8.4,4.2,4.2,5.8,59.2,1.973333333
"AVL,CRY,LEE,LIV,TOT",5.7,5.3,4.7,10,6.2,4.2,6.7,4.1,6.8,5.5,59.2,1.973333333
"AVL,FUL,LEE,TOT,WHU",6.5,4.3,4.4,11.3,7.5,4.3,4.9,3.7,5.5,6.8,59.2,1.973333333
"BHA,BUR,FUL,MCI,SHU",9.7,5.7,5.3,6.1,3.6,4.2,6.3,6.8,4.8,6.7,59.2,1.973333333
"BHA,FUL,MCI,SHU,WBA",9.2,5.7,5.7,7.2,4.2,3.9,4.3,8,6.4,4.6,59.2,1.973333333
"BHA,FUL,MUN,NEW,WBA",9.2,4.2,6.9,7.4,5.2,3.9,4.5,7.2,4.7,6,59.2,1.973333333
"BUR,CHE,MCI,MUN,SOU",8.2,7.2,5.5,3.5,5.7,7.2,6,4.6,3.5,7.8,59.2,1.973333333
"BUR,CHE,MUN,NEW,WHU",6.3,5.8,5.6,4.7,5.7,10.1,7.3,4.2,3.5,6,59.2,1.973333333
"BUR,LEE,NEW,SOU,WHU",5.9,5.3,6.7,4.8,8,6.7,6.9,3.7,5.9,5.3,59.2,1.973333333
"EVE,LEI,LIV,NEW,WHU",4.1,4.3,7.5,5.3,7.2,7.8,5.8,7,6.4,3.8,59.2,1.973333333
"EVE,LIV,MCI,TOT,WHU",4.7,7.4,5.8,5.1,7.7,6,5.2,6.1,6.4,4.8,59.2,1.973333333
"FUL,LIV,MCI,MUN,WBA",7.5,5.3,6.2,6.6,5.8,4.3,4.3,8.4,5.7,5.1,59.2,1.973333333
"ARS,AVL,EVE,LEI,NEW",5.7,4,6.6,4.9,8.6,7.5,5.8,7.4,4.9,3.8,59.2,1.973333333
"ARS,BHA,EVE,NEW,SHU",7.4,4.3,6.4,4.9,5.9,6.9,7.5,6.3,5.3,4.3,59.2,1.973333333
"ARS,BHA,LEE,NEW,TOT",6.3,4.2,6.8,5.8,6.9,5.1,6.4,4.1,6.8,6.8,59.2,1.973333333
"ARS,BUR,EVE,LIV,NEW",5.7,5,6.9,4.7,7.4,7.3,6.8,6.3,4.3,4.8,59.2,1.973333333
"ARS,BUR,EVE,LIV,WHU",4.2,7,6.9,4.7,7.3,7.3,8.4,4.3,4.3,4.8,59.2,1.973333333
"ARS,BUR,FUL,LIV,MCI",5.8,7.9,6.9,5,5.7,4.6,5.6,6.3,4.8,6.6,59.2,1.973333333
"ARS,EVE,LEE,NEW,WHU",5.9,3.3,6.4,4.9,10.3,7.8,7,3.7,5.4,4.5,59.2,1.973333333
"ARS,LIV,MCI,MUN,WHU",4.2,6.7,7.6,5,7,6.6,7.6,4.7,4.7,5.1,59.2,1.973333333
"ARS,LIV,SHU,TOT,WHU",4.2,7.3,5.6,6.7,5.6,6.7,8.3,3.8,6.4,4.6,59.2,1.973333333
"ARS,MCI,WBA,WHU,WOL",4.7,8.4,9,4,6.7,5.6,4.1,5.5,6.4,4.8,59.2,1.973333333
"AVL,BHA,BUR,NEW,TOT",8.5,4.9,5.4,6.3,5.3,4.8,5.9,5.2,4.3,8.6,59.2,1.973333333
"AVL,BHA,LEE,NEW,SOU",8,3.8,5.7,5.3,8,4.2,6.4,4.6,6.4,6.8,59.2,1.973333333
"AVL,BHA,MCI,SOU,WHU",6.5,6.4,6.8,5.1,7.9,4.3,6.2,4.3,5.4,6.3,59.2,1.973333333
"AVL,BHA,NEW,TOT,WHU",6.4,4.9,6,8,7.5,4.8,5.9,4.3,5.4,6,59.2,1.973333333
"AVL,BUR,LEI,MUN,WBA",9.4,4.1,5.8,7.4,4.5,6.5,5.8,7.2,3.2,5.3,59.2,1.973333333
"AVL,CHE,MCI,MUN,TOT",8.7,5.3,4.2,5.6,6.8,6.2,5.5,5,4.1,7.8,59.2,1.973333333
"AVL,CHE,NEW,SHU,WHU",6.3,4.8,4.1,6.3,6.9,9.1,6.8,5.3,5.3,4.3,59.2,1.973333333
"AVL,CRY,NEW,TOT,WHU",5.9,6,4.8,9.7,7.5,5.3,5.9,3.8,5.9,4.4,59.2,1.973333333
